Localidade;Ano;PopulacaoEstimada0-4;PopulacaoEstimada5-9;PopulacaoEstimada10-14;PopulacaoEstimada15-19;PopulacaoEstimada20-29;PopulacaoEstimada30-39;PopulacaoEstimada40-49;PopulacaoEstimada50-59;PopulacaoEstimada60-69;PopulacaoEstimada70-79;PopulacaoEstimada80
Itapuranga;2004;2071;2257;2659;2585;4476;4198;3178;2128;1467;774;241
Itapuranga;2005;2041;2224;2619;2546;4410;4136;3131;2097;1446;763;238
Itapuranga;2006;2024;2206;2600;2527;4376;4104;3107;2080;1435;756;236
Itapuranga;2008;1752;1909;1899;2062;4321;3853;3683;2684;1735;1010;429
Itapuranga;2009;1673;1888;1850;1957;4260;3816;3722;2751;1766;1039;450
Itapuranga;2011;;;;;;;;;;;
Itapuranga;2012;;;;;;;;;;;
Itapuranga;2013;;;;;;;;;;;
Itapuranga;2014;;;;;;;;;;;
Itapuranga;2015;;;;;;;;;;;
Itapuranga;2016;;;;;;;;;;;
Itapuranga;2017;;;;;;;;;;;
Itapuranga;2018;;;;;;;;;;;
Itapuranga;2019;;;;;;;;;;;
Itarumã;1992;;;;;;;;;;;
Itarumã;1993;;;;;;;;;;;
Itarumã;1994;;;;;;;;;;;
Itarumã;1995;;;;;;;;;;;
Itarumã;1997;;;;;;;;;;;
Itarumã;1998;;;;;;;;;;;
Itarumã;1999;;;;;;;;;;;
Itarumã;2001;538;525;545;517;1002;866;566;440;241;122;33
Itarumã;2002;533;521;541;512;996;860;563;437;239;121;32
Itarumã;2003;531;517;538;511;988;853;558;434;237;120;32
Itarumã;2004;527;515;533;507;981;847;554;430;236;119;32
Itarumã;2005;517;506;524;497;964;833;545;423;232;118;31
Itarumã;2006;513;501;519;493;956;825;540;419;229;116;31
Itarumã;2008;460;452;448;485;987;888;723;496;332;157;63
Itarumã;2009;445;448;437;470;992;883;744;497;346;162;66
Itarumã;2011;;;;;;;;;;;
Itarumã;2012;;;;;;;;;;;
Itarumã;2013;;;;;;;;;;;
Itarumã;2014;;;;;;;;;;;
Itarumã;2015;;;;;;;;;;;
Itarumã;2016;;;;;;;;;;;
Itarumã;2017;;;;;;;;;;;
Itarumã;2018;;;;;;;;;;;
Itarumã;2019;;;;;;;;;;;
Itauçu;1992;;;;;;;;;;;
Itauçu;1993;;;;;;;;;;;
Itauçu;1994;;;;;;;;;;;
Itauçu;1995;;;;;;;;;;;
Itauçu;1997;;;;;;;;;;;
Itauçu;1998;;;;;;;;;;;
Itauçu;1999;;;;;;;;;;;
Itauçu;2001;573;741;814;790;1314;1331;997;710;467;288;87
Itauçu;2002;579;747;820;797;1328;1345;1006;718;471;291;88
Itauçu;2003;574;746;818;795;1321;1339;1002;714;469;289;88
Itauçu;2004;574;741;814;790;1315;1332;997;711;467;288;87
Itauçu;2005;566;732;805;782;1300;1318;986;703;462;286;86
Itauçu;2006;563;729;800;777;1293;1310;981;699;459;284;86
Itauçu;2008;551;559;647;752;1560;1370;1363;991;674;390;189
Itauçu;2009;536;564;610;731;1570;1373;1394;1028;705;401;203
Itauçu;2011;;;;;;;;;;;
Itauçu;2012;;;;;;;;;;;
Itauçu;2013;;;;;;;;;;;
Itauçu;2014;;;;;;;;;;;
Itauçu;2015;;;;;;;;;;;
Itauçu;2016;;;;;;;;;;;
Itauçu;2017;;;;;;;;;;;
Itauçu;2018;;;;;;;;;;;
Itauçu;2019;;;;;;;;;;;
Itumbiara;1992;;;;;;;;;;;
Itumbiara;1993;;;;;;;;;;;
Itumbiara;1994;;;;;;;;;;;
Itumbiara;1995;;;;;;;;;;;
Itumbiara;1997;;;;;;;;;;;
Itumbiara;1998;;;;;;;;;;;
Itumbiara;1999;;;;;;;;;;;
Itumbiara;2001;6645;7150;7641;7550;14878;13410;10431;7072;4513;2035;757
Itumbiara;2002;6708;7220;7714;7623;15020;13539;10531;7140;4557;2055;764
Itumbiara;2003;6764;7279;7778;7684;15142;13648;10617;7198;4593;2071;770
Itumbiara;2004;6817;7336;7840;7745;15263;13757;10701;7256;4630;2088;777
Itumbiara;2005;6939;7469;7982;7885;15538;14004;10894;7386;4713;2125;791
Itumbiara;2006;7002;7535;8053;7956;15678;14131;10992;7453;4755;2145;798
Itumbiara;2008;6287;6715;7036;7609;15960;14956;13215;9687;5948;3203;1227
Itumbiara;2009;6125;6732;6918;7515;15954;15239;13487;10005;6191;3362;1303
Itumbiara;2011;;;;;;;;;;;
Itumbiara;2012;;;;;;;;;;;
Itumbiara;2013;;;;;;;;;;;
Itumbiara;2014;;;;;;;;;;;
Itumbiara;2015;;;;;;;;;;;
Itumbiara;2016;;;;;;;;;;;
Itumbiara;2017;;;;;;;;;;;
Itumbiara;2018;;;;;;;;;;;
Itumbiara;2019;;;;;;;;;;;
Ivolândia;1992;;;;;;;;;;;
Ivolândia;1993;;;;;;;;;;;
Ivolândia;1994;;;;;;;;;;;
Ivolândia;1995;;;;;;;;;;;
Ivolândia;1997;;;;;;;;;;;
Ivolândia;1998;;;;;;;;;;;
Ivolândia;1999;;;;;;;;;;;
Ivolândia;2001;203;262;276;253;484;483;406;279;225;77;38
Ivolândia;2002;203;262;276;253;486;485;408;279;225;77;38
Ivolândia;2003;203;262;276;253;484;483;407;279;225;77;38
Ivolândia;2004;203;262;276;253;484;483;406;279;225;77;38
Ivolândia;2005;203;262;276;253;484;483;406;277;224;77;38
Ivolândia;2006;203;262;276;253;484;483;406;277;224;77;38
Ivolândia;2008;155;164;197;222;413;415;420;361;231;140;46
Ivolândia;2009;149;162;180;215;407;402;423;370;231;153;48
Ivolândia;2011;;;;;;;;;;;
Ivolândia;2012;;;;;;;;;;;
Ivolândia;2013;;;;;;;;;;;
Ivolândia;2014;;;;;;;;;;;
Ivolândia;2015;;;;;;;;;;;
Ivolândia;2016;;;;;;;;;;;
Ivolândia;2017;;;;;;;;;;;
Ivolândia;2018;;;;;;;;;;;
Ivolândia;2019;;;;;;;;;;;
Jandaia;1992;;;;;;;;;;;
Jandaia;1993;;;;;;;;;;;
Jandaia;1994;;;;;;;;;;;
Jandaia;1995;;;;;;;;;;;
Jandaia;1997;;;;;;;;;;;
Jandaia;1998;;;;;;;;;;;
Jandaia;1999;;;;;;;;;;;
Jandaia;2001;483;600;556;538;1020;1010;740;546;394;193;86
Jandaia;2002;496;613;570;553;1045;1034;757;559;404;198;88
Jandaia;2003;491;613;567;549;1043;1031;756;557;403;198;87
Jandaia;2004;491;613;567;549;1040;1029;755;557;403;197;87
Jandaia;2005;491;609;565;548;1035;1025;751;553;401;196;87
Jandaia;2006;488;608;562;544;1033;1022;749;552;399;196;87
Jandaia;2008;430;442;508;531;1015;1043;946;698;522;308;135
Jandaia;2009;414;442;475;534;1008;1028;978;719;534;324;144
Jandaia;2011;;;;;;;;;;;
Jandaia;2012;;;;;;;;;;;
Jandaia;2013;;;;;;;;;;;
Jandaia;2014;;;;;;;;;;;
Jandaia;2015;;;;;;;;;;;
Jandaia;2016;;;;;;;;;;;
Jandaia;2017;;;;;;;;;;;
Jandaia;2018;;;;;;;;;;;
Jandaia;2019;;;;;;;;;;;
Jaraguá;1992;;;;;;;;;;;
Jaraguá;1993;;;;;;;;;;;
Jaraguá;1994;;;;;;;;;;;
Jaraguá;1995;;;;;;;;;;;
Jaraguá;1997;;;;;;;;;;;
Jaraguá;1998;;;;;;;;;;;
Jaraguá;1999;;;;;;;;;;;
Jaraguá;2001;3379;3144;3365;3637;6191;5318;3621;2449;1720;766;298
Jaraguá;2002;3427;3188;3413;3688;6277;5390;3671;2483;1743;777;302
Jaraguá;2003;3476;3233;3462;3741;6368;5468;3724;2519;1768;789;307
Jaraguá;2004;3524;3280;3512;3794;6459;5546;3777;2555;1794;800;311
Jaraguá;2005;3637;3384;3623;3916;6665;5723;3898;2636;1851;825;321
Jaraguá;2006;3694;3438;3680;3977;6769;5813;3958;2678;1880;838;326
Jaraguá;2008;3613;3917;3561;3436;7465;6438;5386;3413;2112;1204;469
Jaraguá;2009;3546;3959;3661;3428;7507;6570;5581;3583;2171;1274;493
Jaraguá;2011;;;;;;;;;;;
Jaraguá;2012;;;;;;;;;;;
Jaraguá;2013;;;;;;;;;;;
Jaraguá;2014;;;;;;;;;;;
Jaraguá;2015;;;;;;;;;;;
Jaraguá;2016;;;;;;;;;;;
Jaraguá;2017;;;;;;;;;;;
Jaraguá;2018;;;;;;;;;;;
Jaraguá;2019;;;;;;;;;;;
Jataí;1992;;;;;;;;;;;
Jataí;1993;;;;;;;;;;;
Jataí;1994;;;;;;;;;;;
Jataí;1995;;;;;;;;;;;
Jataí;1997;;;;;;;;;;;
Jataí;1998;;;;;;;;;;;
Jataí;1999;;;;;;;;;;;
Jataí;2001;7259;7131;7681;8038;14423;11861;8522;5636;3747;1841;848
Jataí;2002;7368;7238;7797;8158;14641;12041;8651;5721;3803;1868;861
Jataí;2003;7486;7354;7923;8289;14875;12233;8789;5813;3864;1898;874
Jataí;2004;7604;7469;8046;8421;15109;12426;8927;5905;3924;1928;888
Jataí;2005;7870;7730;8329;8716;15640;12861;9240;6111;4063;1996;919
Jataí;2006;8007;7864;8472;8865;15910;13084;9401;6218;4133;2031;935
Jataí;2008;7143;7448;7090;7322;16000;13925;10838;7366;4590;2607;1162
Jataí;2009;6964;7506;7116;7220;16008;14231;11145;7590;4751;2707;1209
Jataí;2011;;;;;;;;;;;
Jataí;2012;;;;;;;;;;;
Jataí;2013;;;;;;;;;;;
Jataí;2014;;;;;;;;;;;
Jataí;2015;;;;;;;;;;;
Jataí;2016;;;;;;;;;;;
Jataí;2017;;;;;;;;;;;
Jataí;2018;;;;;;;;;;;
Jataí;2019;;;;;;;;;;;
Jaupaci;1992;;;;;;;;;;;
Jaupaci;1993;;;;;;;;;;;
Jaupaci;1994;;;;;;;;;;;
Jaupaci;1995;;;;;;;;;;;
Jaupaci;1997;;;;;;;;;;;
Jaupaci;1998;;;;;;;;;;;
Jaupaci;1999;;;;;;;;;;;
Jaupaci;2001;281;311;306;282;553;491;352;258;189;89;42
Jaupaci;2002;281;311;306;282;553;491;352;258;189;89;42
Jaupaci;2003;281;311;306;282;553;491;352;258;189;89;42
Jaupaci;2004;281;311;306;282;553;491;352;258;189;89;42
Jaupaci;2005;281;311;306;282;553;491;352;258;189;89;42
Jaupaci;2006;281;311;306;282;553;491;352;258;189;89;42
Jaupaci;2008;228;231;245;261;490;465;420;309;225;138;58
Jaupaci;2009;220;226;233;255;482;466;425;319;228;141;60
Jaupaci;2011;;;;;;;;;;;
Jaupaci;2012;;;;;;;;;;;
Jaupaci;2013;;;;;;;;;;;
Jaupaci;2014;;;;;;;;;;;
Jaupaci;2015;;;;;;;;;;;
Jaupaci;2016;;;;;;;;;;;
Jaupaci;2017;;;;;;;;;;;
Jaupaci;2018;;;;;;;;;;;
Jaupaci;2019;;;;;;;;;;;
Jesúpolis;1992;;;;;;;;;;;
Jesúpolis;1993;;;;;;;;;;;
Jesúpolis;1994;;;;;;;;;;;
Jesúpolis;1995;;;;;;;;;;;
Jesúpolis;1997;;;;;;;;;;;
Jesúpolis;1998;;;;;;;;;;;
Jesúpolis;1999;;;;;;;;;;;
Jesúpolis;2001;204;225;203;187;348;299;239;209;117;64;28
Jesúpolis;2002;204;225;203;187;348;299;239;209;117;64;28
Jesúpolis;2003;204;225;203;187;350;301;240;209;117;64;28
Jesúpolis;2004;204;225;203;187;350;301;241;211;117;64;28
Jesúpolis;2005;204;225;203;187;350;301;241;211;118;64;28
Jesúpolis;2006;204;226;203;187;352;302;241;211;118;64;28
Jesúpolis;2008;180;174;188;189;332;318;289;261;206;95;49
Jesúpolis;2009;175;177;178;191;330;317;298;265;218;102;53
Jesúpolis;2011;;;;;;;;;;;
Jesúpolis;2012;;;;;;;;;;;
Jesúpolis;2013;;;;;;;;;;;
Jesúpolis;2014;;;;;;;;;;;
Jesúpolis;2015;;;;;;;;;;;
Jesúpolis;2016;;;;;;;;;;;
Jesúpolis;2017;;;;;;;;;;;
Jesúpolis;2018;;;;;;;;;;;
Jesúpolis;2019;;;;;;;;;;;
Joviânia;1992;;;;;;;;;;;
Joviânia;1993;;;;;;;;;;;
Joviânia;1994;;;;;;;;;;;
Joviânia;1995;;;;;;;;;;;
Joviânia;1997;;;;;;;;;;;
Joviânia;1998;;;;;;;;;;;
Joviânia;1999;;;;;;;;;;;
Joviânia;2001;584;687;624;604;1231;1198;809;538;386;218;80
Joviânia;2002;588;692;629;609;1239;1206;814;542;388;219;80
Joviânia;2003;591;697;633;612;1247;1215;820;545;392;221;81
Joviânia;2004;596;702;636;615;1255;1222;826;549;394;222;81
Joviânia;2005;604;711;646;625;1274;1241;838;557;400;225;82
Joviânia;2006;608;716;651;630;1284;1250;844;562;403;227;83
Joviânia;2008;469;500;579;599;1108;1144;1016;675;438;265;125
Joviânia;2009;454;496;549;606;1098;1125;1050;696;441;277;132
Joviânia;2011;;;;;;;;;;;
Joviânia;2012;;;;;;;;;;;
Joviânia;2013;;;;;;;;;;;
Joviânia;2014;;;;;;;;;;;
Joviânia;2015;;;;;;;;;;;
Joviânia;2016;;;;;;;;;;;
Joviânia;2017;;;;;;;;;;;
Joviânia;2018;;;;;;;;;;;
Joviânia;2019;;;;;;;;;;;
Jussara;1992;;;;;;;;;;;
Jussara;1993;;;;;;;;;;;
Jussara;1994;;;;;;;;;;;
Jussara;1995;;;;;;;;;;;
Jussara;1997;;;;;;;;;;;
Jussara;1998;;;;;;;;;;;
Jussara;1999;;;;;;;;;;;
Jussara;2001;1676;1883;1961;2141;3511;3234;2359;1524;1004;445;191
Jussara;2002;1671;1875;1952;2131;3497;3221;2350;1517;1000;443;190
Jussara;2003;1663;1868;1945;2121;3482;3207;2340;1511;995;441;189
Jussara;2004;1656;1859;1936;2112;3467;3192;2330;1504;991;439;189
Jussara;2005;1639;1841;1918;2092;3432;3161;2307;1490;981;435;187
Jussara;2006;1632;1832;1908;2082;3415;3145;2294;1482;976;433;186
Jussara;2008;1403;1455;1523;1603;3455;3031;2750;1897;1200;650;262
Jussara;2009;1339;1449;1455;1568;3399;3004;2785;1954;1223;682;270
Jussara;2011;;;;;;;;;;;
Jussara;2012;;;;;;;;;;;
Jussara;2013;;;;;;;;;;;
Jussara;2014;;;;;;;;;;;
Jussara;2015;;;;;;;;;;;
Jussara;2016;;;;;;;;;;;
Jussara;2017;;;;;;;;;;;
Jussara;2018;;;;;;;;;;;
Jussara;2019;;;;;;;;;;;
Lagoa Santa;1992;;;;;;;;;;;
Lagoa Santa;1993;;;;;;;;;;;
Lagoa Santa;1994;;;;;;;;;;;
Lagoa Santa;1995;;;;;;;;;;;
Lagoa Santa;1997;;;;;;;;;;;
Lagoa Santa;1998;;;;;;;;;;;
Lagoa Santa;1999;;;;;;;;;;;
Lagoa Santa;2001;85;80;91;98;136;165;99;79;53;23;14
Lagoa Santa;2002;85;80;91;98;137;165;101;81;53;23;14
Lagoa Santa;2003;85;80;91;99;138;167;101;81;55;23;14
Lagoa Santa;2004;87;82;94;101;138;167;101;81;55;23;14
Lagoa Santa;2005;90;84;96;103;140;170;103;83;55;24;15
Lagoa Santa;2006;90;84;96;103;142;171;104;83;55;24;15
Lagoa Santa;2008;95;105;93;100;228;194;197;126;95;50;25
Lagoa Santa;2009;93;106;97;95;242;188;214;129;100;53;28
Lagoa Santa;2011;;;;;;;;;;;
Lagoa Santa;2012;;;;;;;;;;;
Lagoa Santa;2013;;;;;;;;;;;
Lagoa Santa;2014;;;;;;;;;;;
Lagoa Santa;2015;;;;;;;;;;;
Lagoa Santa;2016;;;;;;;;;;;
Lagoa Santa;2017;;;;;;;;;;;
Lagoa Santa;2018;;;;;;;;;;;
Lagoa Santa;2019;;;;;;;;;;;
Leopoldo de Bulhões;1992;;;;;;;;;;;
Leopoldo de Bulhões;1993;;;;;;;;;;;
Leopoldo de Bulhões;1994;;;;;;;;;;;
Leopoldo de Bulhões;1995;;;;;;;;;;;
Leopoldo de Bulhões;1997;;;;;;;;;;;
Leopoldo de Bulhões;1998;;;;;;;;;;;
Leopoldo de Bulhões;1999;;;;;;;;;;;
Leopoldo de Bulhões;2001;751;742;790;757;1502;1214;845;534;392;199;53
Leopoldo de Bulhões;2002;760;751;799;765;1513;1224;852;538;394;201;54
Leopoldo de Bulhões;2003;762;752;803;769;1521;1230;856;541;396;202;54
Leopoldo de Bulhões;2004;766;757;805;772;1528;1235;860;543;398;203;54
Leopoldo de Bulhões;2005;775;766;814;780;1545;1249;869;548;402;205;55
Leopoldo de Bulhões;2006;779;769;819;785;1553;1256;874;552;405;207;55
Leopoldo de Bulhões;2008;812;870;807;838;1691;1556;1164;751;462;298;113
Leopoldo de Bulhões;2009;793;880;818;831;1705;1592;1205;782;475;307;123
Leopoldo de Bulhões;2011;;;;;;;;;;;
Leopoldo de Bulhões;2012;;;;;;;;;;;
Leopoldo de Bulhões;2013;;;;;;;;;;;
Leopoldo de Bulhões;2014;;;;;;;;;;;
Leopoldo de Bulhões;2015;;;;;;;;;;;
Leopoldo de Bulhões;2016;;;;;;;;;;;
Leopoldo de Bulhões;2017;;;;;;;;;;;
Leopoldo de Bulhões;2018;;;;;;;;;;;
Leopoldo de Bulhões;2019;;;;;;;;;;;
Luziânia;1992;;;;;;;;;;;
Luziânia;1993;;;;;;;;;;;
Luziânia;1994;;;;;;;;;;;
Luziânia;1995;;;;;;;;;;;
Luziânia;1997;;;;;;;;;;;
Luziânia;1998;;;;;;;;;;;
Luziânia;1999;;;;;;;;;;;
Luziânia;2001;19025;17521;15437;15712;29869;22767;13246;7636;4630;1951;660
Luziânia;2002;19765;18203;16038;16321;31031;23653;13761;7933;4810;2027;685
Luziânia;2003;20547;18923;16672;16968;32259;24589;14305;8247;5000;2107;713
Luziânia;2004;21326;19642;17305;17611;33483;25522;14848;8560;5190;2186;740
Luziânia;2005;23097;21271;18742;19075;36262;27641;16081;9270;5621;2368;801
Luziânia;2006;23998;22102;19474;19819;37678;28720;16708;9632;5840;2460;832
Luziânia;2008;22701;22245;21117;19931;39342;34501;22241;11637;5975;3040;1070
Luziânia;2009;22681;22777;21517;20769;40124;35959;23495;12257;6184;3177;1126
Luziânia;2011;;;;;;;;;;;
Luziânia;2012;;;;;;;;;;;
Luziânia;2013;;;;;;;;;;;
Luziânia;2014;;;;;;;;;;;
Luziânia;2015;;;;;;;;;;;
Luziânia;2016;;;;;;;;;;;
Luziânia;2017;;;;;;;;;;;
Luziânia;2018;;;;;;;;;;;
Luziânia;2019;;;;;;;;;;;
Mairipotaba;1992;;;;;;;;;;;
Mairipotaba;1993;;;;;;;;;;;
Mairipotaba;1994;;;;;;;;;;;
Mairipotaba;1995;;;;;;;;;;;
Mairipotaba;1997;;;;;;;;;;;
Mairipotaba;1998;;;;;;;;;;;
Mairipotaba;1999;;;;;;;;;;;
Mairipotaba;2001;159;214;221;246;373;372;307;235;156;63;23
Mairipotaba;2002;155;214;220;246;369;368;304;233;154;61;22
Mairipotaba;2003;155;212;217;242;365;364;300;230;153;61;22
Mairipotaba;2004;152;209;215;240;362;360;298;227;151;61;22
Mairipotaba;2005;148;204;211;234;352;352;289;222;147;59;21
Mairipotaba;2006;147;202;206;231;347;346;286;218;145;57;21
Mairipotaba;2008;158;158;187;218;478;404;422;334;240;130;46
Mairipotaba;2009;156;158;174;215;479;411;431;348;255;144;48
Mairipotaba;2011;;;;;;;;;;;
Mairipotaba;2012;;;;;;;;;;;
Mairipotaba;2013;;;;;;;;;;;
Mairipotaba;2014;;;;;;;;;;;
Mairipotaba;2015;;;;;;;;;;;
Mairipotaba;2016;;;;;;;;;;;
Mairipotaba;2017;;;;;;;;;;;
Mairipotaba;2018;;;;;;;;;;;
Mairipotaba;2019;;;;;;;;;;;
Mambaí;1992;;;;;;;;;;;
Mambaí;1993;;;;;;;;;;;
Mambaí;1994;;;;;;;;;;;
Mambaí;1995;;;;;;;;;;;
Mambaí;1997;;;;;;;;;;;
Mambaí;1998;;;;;;;;;;;
Mambaí;1999;;;;;;;;;;;
Mambaí;2001;511;596;674;626;792;669;474;266;170;101;46
Mambaí;2002;521;608;689;640;809;683;483;272;174;103;47
Mambaí;2003;529;618;701;652;822;694;491;276;176;105;48
Mambaí;2004;538;631;713;663;836;706;500;281;179;107;48
Mambaí;2005;559;653;741;687;868;733;518;292;186;111;50
Mambaí;2006;569;667;752;700;884;747;529;296;190;113;51
Mambaí;2008;705;668;660;709;1362;879;799;519;315;182;93
Mambaí;2009;705;701;653;697;1408;912;835;557;335;191;102
Mambaí;2011;;;;;;;;;;;
Mambaí;2012;;;;;;;;;;;
Mambaí;2013;;;;;;;;;;;
Mambaí;2014;;;;;;;;;;;
Mambaí;2015;;;;;;;;;;;
Mambaí;2016;;;;;;;;;;;
Mambaí;2017;;;;;;;;;;;
Mambaí;2018;;;;;;;;;;;
Mambaí;2019;;;;;;;;;;;
Mara Rosa;1992;;;;;;;;;;;
Mara Rosa;1993;;;;;;;;;;;
Mara Rosa;1994;;;;;;;;;;;
Mara Rosa;1995;;;;;;;;;;;
Mara Rosa;1997;;;;;;;;;;;
Mara Rosa;1998;;;;;;;;;;;
Mara Rosa;1999;;;;;;;;;;;
Mara Rosa;2001;1072;1201;1221;1254;2063;1883;1298;837;629;289;92
Mara Rosa;2002;1067;1193;1213;1244;2049;1871;1289;831;625;287;92
Mara Rosa;2003;1057;1185;1204;1236;2034;1858;1280;826;621;286;91
Mara Rosa;2004;1051;1176;1195;1228;2020;1844;1271;820;616;284;90
Mara Rosa;2005;1034;1157;1177;1208;1987;1815;1251;806;606;279;89
Mara Rosa;2006;1025;1147;1167;1198;1971;1800;1240;800;601;276;88
Mara Rosa;2008;821;858;892;916;1865;1625;1442;950;611;395;141
Mara Rosa;2009;779;842;844;890;1822;1590;1460;967;616;401;150
Mara Rosa;2011;;;;;;;;;;;
Mara Rosa;2012;;;;;;;;;;;
Mara Rosa;2013;;;;;;;;;;;
Mara Rosa;2014;;;;;;;;;;;
Mara Rosa;2015;;;;;;;;;;;
Mara Rosa;2016;;;;;;;;;;;
Mara Rosa;2017;;;;;;;;;;;
Mara Rosa;2018;;;;;;;;;;;
Mara Rosa;2019;;;;;;;;;;;
Marzagão;1992;;;;;;;;;;;
Marzagão;1993;;;;;;;;;;;
Marzagão;1994;;;;;;;;;;;
Marzagão;1995;;;;;;;;;;;
Marzagão;1997;;;;;;;;;;;
Marzagão;1998;;;;;;;;;;;
Marzagão;1999;;;;;;;;;;;
Marzagão;2001;200;187;187;200;319;270;239;172;113;70;24
Marzagão;2002;205;192;192;204;325;276;245;176;116;71;24
Marzagão;2003;212;198;198;211;334;283;251;180;118;74;25
Marzagão;2004;217;201;201;216;341;289;257;184;121;76;26
Marzagão;2005;228;212;211;226;360;305;271;194;128;79;27
Marzagão;2006;235;218;217;233;369;313;278;198;131;82;28
Marzagão;2008;190;204;181;173;354;294;255;212;150;82;42
Marzagão;2009;183;203;183;172;354;297;255;223;154;84;45
Marzagão;2011;;;;;;;;;;;
Marzagão;2012;;;;;;;;;;;
Marzagão;2013;;;;;;;;;;;
Marzagão;2014;;;;;;;;;;;
Marzagão;2015;;;;;;;;;;;
Marzagão;2016;;;;;;;;;;;
Marzagão;2017;;;;;;;;;;;
Marzagão;2018;;;;;;;;;;;
Marzagão;2019;;;;;;;;;;;
Matrinchã;1992;;;;;;;;;;;
Matrinchã;1993;;;;;;;;;;;
Matrinchã;1994;;;;;;;;;;;
Matrinchã;1995;;;;;;;;;;;
Matrinchã;1997;;;;;;;;;;;
Matrinchã;1998;;;;;;;;;;;
Matrinchã;1999;;;;;;;;;;;
Matrinchã;2001;433;435;538;518;801;801;507;284;177;78;31
Matrinchã;2002;438;441;544;526;811;811;513;288;179;78;31
Matrinchã;2003;444;446;552;532;822;822;520;291;182;80;31
Matrinchã;2004;449;451;559;539;833;833;527;295;184;80;32
Matrinchã;2005;463;465;575;554;858;858;542;305;190;83;33
Matrinchã;2006;470;472;584;563;871;870;551;309;193;84;33
Matrinchã;2008;380;406;363;384;844;680;634;388;207;105;42
Matrinchã;2009;368;399;363;361;836;669;652;399;213;112;43
Matrinchã;2011;;;;;;;;;;;
Matrinchã;2012;;;;;;;;;;;
Matrinchã;2013;;;;;;;;;;;
Matrinchã;2014;;;;;;;;;;;
Matrinchã;2015;;;;;;;;;;;
Matrinchã;2016;;;;;;;;;;;
Matrinchã;2017;;;;;;;;;;;
Matrinchã;2018;;;;;;;;;;;
Matrinchã;2019;;;;;;;;;;;
Maurilândia;1992;;;;;;;;;;;
Maurilândia;1993;;;;;;;;;;;
Maurilândia;1994;;;;;;;;;;;
Maurilândia;1995;;;;;;;;;;;
Maurilândia;1997;;;;;;;;;;;
Maurilândia;1998;;;;;;;;;;;
Maurilândia;1999;;;;;;;;;;;
Maurilândia;2001;953;986;966;794;1780;1444;968;640;435;176;57
Maurilândia;2002;964;999;977;805;1804;1462;981;649;442;178;58
Maurilândia;2003;982;1014;994;818;1834;1487;998;660;449;181;59
Maurilândia;2004;998;1032;1012;831;1865;1512;1014;670;457;184;60
Maurilândia;2005;1036;1071;1050;862;1936;1570;1053;696;474;191;62
Maurilândia;2006;1055;1091;1069;880;1972;1600;1072;709;482;194;64
Maurilândia;2008;1032;1010;1029;1100;1965;1947;1409;934;542;298;101
Maurilândia;2009;1020;1021;1017;1103;2018;1984;1481;974;556;317;106
Maurilândia;2011;;;;;;;;;;;
Maurilândia;2012;;;;;;;;;;;
Maurilândia;2013;;;;;;;;;;;
Maurilândia;2014;;;;;;;;;;;
Maurilândia;2015;;;;;;;;;;;
Maurilândia;2016;;;;;;;;;;;
Maurilândia;2017;;;;;;;;;;;
Maurilândia;2018;;;;;;;;;;;
Maurilândia;2019;;;;;;;;;;;
Mimoso de Goiás;1992;;;;;;;;;;;
Mimoso de Goiás;1993;;;;;;;;;;;
Mimoso de Goiás;1994;;;;;;;;;;;
Mimoso de Goiás;1995;;;;;;;;;;;
Mimoso de Goiás;1997;;;;;;;;;;;
Mimoso de Goiás;1998;;;;;;;;;;;
Mimoso de Goiás;1999;;;;;;;;;;;
Mimoso de Goiás;2001;275;258;279;325;460;370;258;204;160;78;14
Mimoso de Goiás;2002;267;251;270;315;446;359;251;198;155;75;14
Mimoso de Goiás;2003;259;243;261;305;430;346;242;191;149;72;13
Mimoso de Goiás;2004;249;234;251;294;414;333;233;184;144;70;13
Mimoso de Goiás;2005;226;212;229;267;378;304;213;168;132;64;12
Mimoso de Goiás;2006;215;203;217;254;360;289;203;160;125;61;11
Mimoso de Goiás;2008;281;295;246;230;528;411;364;248;175;112;40
Mimoso de Goiás;2009;271;300;250;221;519;422;372;251;179;118;44
Mimoso de Goiás;2011;;;;;;;;;;;
Mimoso de Goiás;2012;;;;;;;;;;;
Mimoso de Goiás;2013;;;;;;;;;;;
Mimoso de Goiás;2014;;;;;;;;;;;
Mimoso de Goiás;2015;;;;;;;;;;;
Mimoso de Goiás;2016;;;;;;;;;;;
Mimoso de Goiás;2017;;;;;;;;;;;
Mimoso de Goiás;2018;;;;;;;;;;;
Mimoso de Goiás;2019;;;;;;;;;;;
Minaçu;1992;;;;;;;;;;;
Minaçu;1993;;;;;;;;;;;
Minaçu;1994;;;;;;;;;;;
Minaçu;1995;;;;;;;;;;;
Minaçu;1997;;;;;;;;;;;
Minaçu;1998;;;;;;;;;;;
Minaçu;1999;;;;;;;;;;;
Minaçu;2001;3325;3589;3710;3804;6421;5214;3682;2158;1141;536;180
Minaçu;2002;3338;3604;3724;3816;6443;5233;3696;2166;1145;539;180
Minaçu;2003;3350;3617;3738;3831;6469;5253;3711;2174;1150;541;181
Minaçu;2004;3363;3632;3753;3845;6493;5272;3725;2182;1154;542;182
Minaçu;2005;3392;3662;3785;3879;6549;5318;3757;2201;1164;547;183
