Localidade;Ano;LigacoesAgua;PercentualPopulacaoAtendidaAgua
Abadia de Goiás;2000;614;
Abadia de Goiás;2001;669;
Abadia de Goiás;2002;745;
Abadia de Goiás;2003;790;
Abadia de Goiás;2004;1266;
Abadia de Goiás;2005;1355;87,63
Abadia de Goiás;2006;1474;86,63
Abadia de Goiás;2007;1686;100
Abadia de Goiás;2008;1830;100
Abadia de Goiás;2009;1906;100
Abadia de Goiás;2010;2055;100
Abadia de Goiás;2011;2213;100
Abadia de Goiás;2012;2348;100
Abadia de Goiás;2013;2493;100
Abadia de Goiás;2014;2676;100
Abadia de Goiás;2015;2780;100
Abadia de Goiás;2016;2892;100
Abadia de Goiás;2017;2955;100
Abadia de Goiás;2018;2992;100
Abadiânia;2000;;
Abadiânia;2001;;
Abadiânia;2002;;
Abadiânia;2003;;
Abadiânia;2004;;
Abadiânia;2005;;
Abadiânia;2006;;
Abadiânia;2007;;
Abadiânia;2008;;
Abadiânia;2009;;
Abadiânia;2010;;
Abadiânia;2011;;
Abadiânia;2012;;
Abadiânia;2013;;
Abadiânia;2014;;
Abadiânia;2015;;
Abadiânia;2016;;
Abadiânia;2017;;
Abadiânia;2018;;
Acreúna;2000;3775;
Acreúna;2001;4024;
Acreúna;2002;4090;
Acreúna;2003;3785;
Acreúna;2004;4132;
Acreúna;2005;4161;71,89
Acreúna;2006;4096;67,5
Acreúna;2007;4268;71,07
Acreúna;2008;4396;71,16
Acreúna;2009;4517;72,7
Acreúna;2010;4739;70,4
Acreúna;2011;4957;78,34
Acreúna;2012;5494;86,21
Acreúna;2013;5705;84,91
Acreúna;2014;5981;88,8
Acreúna;2015;6236;91,5
Acreúna;2016;6390;93,9
Acreúna;2017;6603;96,5
Acreúna;2018;6724;95,8
Adelândia;2000;629;
Adelândia;2001;648;
Adelândia;2002;653;
Adelândia;2003;659;
Adelândia;2004;707;
Adelândia;2005;731;88,7
Adelândia;2006;762;91,76
Adelândia;2007;783;100
Adelândia;2008;807;100
Adelândia;2009;824;100
Adelândia;2010;843;100
Adelândia;2011;863;100
Adelândia;2012;925;100
Adelândia;2013;943;100
Adelândia;2014;970;100
Adelândia;2015;977;100
Adelândia;2016;983;100
Adelândia;2017;1011;100
Adelândia;2018;1021;100
Água Fria de Goiás;2000;734;
Água Fria de Goiás;2001;764;
Água Fria de Goiás;2002;793;
Água Fria de Goiás;2003;615;
Água Fria de Goiás;2004;650;
Água Fria de Goiás;2005;668;92,64
Água Fria de Goiás;2006;697;92,94
Água Fria de Goiás;2007;712;100
Água Fria de Goiás;2008;948;165,74
Água Fria de Goiás;2009;992;86,6
Água Fria de Goiás;2010;1044;86,4
Água Fria de Goiás;2011;1096;82,17
Água Fria de Goiás;2012;1177;85,71
Água Fria de Goiás;2013;1225;84,55
Água Fria de Goiás;2014;1286;85,2
Água Fria de Goiás;2015;1326;85,3
Água Fria de Goiás;2016;1352;80,3
Água Fria de Goiás;2017;1398;80,7
Água Fria de Goiás;2018;1428;81,3
Água Limpa;2000;558;
Água Limpa;2001;574;
Água Limpa;2002;583;
Água Limpa;2003;589;
Água Limpa;2004;617;
Água Limpa;2005;607;93,39
Água Limpa;2006;606;91,4
Água Limpa;2007;621;100
Água Limpa;2008;635;100
Água Limpa;2009;640;100
Água Limpa;2010;645;100
Água Limpa;2011;654;100
Água Limpa;2012;672;100
Água Limpa;2013;686;100
Água Limpa;2014;702;100
Água Limpa;2015;716;100
Água Limpa;2016;729;100
Água Limpa;2017;742;100
Água Limpa;2018;759;100
Águas Lindas de Goiás;2000;;
Águas Lindas de Goiás;2001;;
Águas Lindas de Goiás;2002;;
Águas Lindas de Goiás;2003;8787;
Águas Lindas de Goiás;2004;18855;
Águas Lindas de Goiás;2005;21520;41,46
Águas Lindas de Goiás;2006;23021;38,79
Águas Lindas de Goiás;2007;25419;67,95
Águas Lindas de Goiás;2008;27846;71,03
Águas Lindas de Goiás;2009;30502;77,3
Águas Lindas de Goiás;2010;34562;81,6
Águas Lindas de Goiás;2011;40019;89,14
Águas Lindas de Goiás;2012;44788;100
Águas Lindas de Goiás;2013;49169;100
Águas Lindas de Goiás;2014;52693;100
Águas Lindas de Goiás;2015;56443;100
Águas Lindas de Goiás;2016;61321;100
Águas Lindas de Goiás;2017;64643;100
Águas Lindas de Goiás;2018;67684;100
Alexânia;2000;3734;
Alexânia;2001;3985;
Alexânia;2002;4177;
Alexânia;2003;4394;
Alexânia;2004;4952;
Alexânia;2005;4992;95,1
Alexânia;2006;5179;96,47
Alexânia;2007;5428;100
Alexânia;2008;5676;100
Alexânia;2009;5903;100
Alexânia;2010;6218;97,2
Alexânia;2011;6611;98,57
Alexânia;2012;7208;100
Alexânia;2013;7537;100
Alexânia;2014;7804;100
Alexânia;2015;8021;100
Alexânia;2016;8221;100
Alexânia;2017;8379;100
Alexânia;2018;8591;100
Aloândia;2000;666;
Aloândia;2001;701;
Aloândia;2002;714;
Aloândia;2003;740;
Aloândia;2004;737;
Aloândia;2005;739;84,94
Aloândia;2006;747;85,04
Aloândia;2007;754;100
Aloândia;2008;766;100
Aloândia;2009;772;100
Aloândia;2010;789;100
Aloândia;2011;807;100
Aloândia;2012;825;100
Aloândia;2013;832;100
Aloândia;2014;851;100
Aloândia;2015;886;100
Aloândia;2016;897;100
Aloândia;2017;903;100
Aloândia;2018;911;100
Alto Horizonte;2000;584;
Alto Horizonte;2001;593;
Alto Horizonte;2002;608;
Alto Horizonte;2003;610;
Alto Horizonte;2004;637;
Alto Horizonte;2005;702;100
Alto Horizonte;2006;788;94,04
Alto Horizonte;2007;983;100
Alto Horizonte;2008;1238;100
Alto Horizonte;2009;1382;100
Alto Horizonte;2010;1467;100
Alto Horizonte;2011;1559;99,66
Alto Horizonte;2012;1769;100
Alto Horizonte;2013;1867;100
Alto Horizonte;2014;1939;100
Alto Horizonte;2015;2001;100
Alto Horizonte;2016;2032;100
Alto Horizonte;2017;2062;100
Alto Horizonte;2018;2083;100
Alto Paraíso de Goiás;2000;1543;
Alto Paraíso de Goiás;2001;1786;
Alto Paraíso de Goiás;2002;1910;
Alto Paraíso de Goiás;2003;1983;
Alto Paraíso de Goiás;2004;1998;
Alto Paraíso de Goiás;2005;1996;83,9
Alto Paraíso de Goiás;2006;1997;82,03
Alto Paraíso de Goiás;2007;2046;93,44
Alto Paraíso de Goiás;2008;1912;100
Alto Paraíso de Goiás;2009;2170;93,2
Alto Paraíso de Goiás;2010;2251;95,4
Alto Paraíso de Goiás;2011;2316;100
Alto Paraíso de Goiás;2012;2386;95,56
Alto Paraíso de Goiás;2013;2477;96,14
Alto Paraíso de Goiás;2014;2572;94,2
Alto Paraíso de Goiás;2015;2691;90,6
Alto Paraíso de Goiás;2016;2838;100
Alto Paraíso de Goiás;2017;3017;100
Alto Paraíso de Goiás;2018;3140;100
Alvorada do Norte;2000;3237;
Alvorada do Norte;2001;1933;
Alvorada do Norte;2002;2006;
Alvorada do Norte;2003;2038;
Alvorada do Norte;2004;2107;
Alvorada do Norte;2005;2191;89,26
Alvorada do Norte;2006;2230;90,79
Alvorada do Norte;2007;2301;100
Alvorada do Norte;2008;2391;100
Alvorada do Norte;2009;2476;100
Alvorada do Norte;2010;2571;100
Alvorada do Norte;2011;2649;100
Alvorada do Norte;2012;2781;100
Alvorada do Norte;2013;2897;100
Alvorada do Norte;2014;2976;100
Alvorada do Norte;2015;3060;100
Alvorada do Norte;2016;3094;100
Alvorada do Norte;2017;3192;100
Alvorada do Norte;2018;3255;100
Amaralina;2000;366;
Amaralina;2001;376;
Amaralina;2002;393;
Amaralina;2003;402;
Amaralina;2004;418;
Amaralina;2005;427;89,48
Amaralina;2006;450;92,85
Amaralina;2007;459;100
Amaralina;2008;464;100
Amaralina;2009;480;100
Amaralina;2010;486;100
Amaralina;2011;516;100
Amaralina;2012;525;100
Amaralina;2013;536;100
Amaralina;2014;564;100
Amaralina;2015;605;100
Amaralina;2016;617;100
Amaralina;2017;623;100
Amaralina;2018;631;100
Americano do Brasil;2000;1283;
Americano do Brasil;2001;1310;
Americano do Brasil;2002;1325;
Americano do Brasil;2003;1349;
Americano do Brasil;2004;1365;
Americano do Brasil;2005;1400;89,7
Americano do Brasil;2006;1472;94,36
Americano do Brasil;2007;1574;100
Americano do Brasil;2008;1656;100
Americano do Brasil;2009;1711;100
Americano do Brasil;2010;1753;100
Americano do Brasil;2011;1808;100
Americano do Brasil;2012;1872;100
Americano do Brasil;2013;1912;100
Americano do Brasil;2014;1981;100
Americano do Brasil;2015;2044;100
Americano do Brasil;2016;2091;100
Americano do Brasil;2017;2316;100
Americano do Brasil;2018;2386;100
Amorinópolis;2000;1056;
Amorinópolis;2001;1084;
Amorinópolis;2002;1101;
Amorinópolis;2003;1152;
Amorinópolis;2004;1166;
Amorinópolis;2005;1149;95,45
Amorinópolis;2006;1161;96,43
Amorinópolis;2007;1179;95,98
Amorinópolis;2008;1211;181,4
Amorinópolis;2009;1228;97,4
Amorinópolis;2010;1239;97,8
Amorinópolis;2011;1250;100
Amorinópolis;2012;1263;100
Amorinópolis;2013;1270;100
Amorinópolis;2014;1286;100
Amorinópolis;2015;1303;100
Amorinópolis;2016;1313;100
Amorinópolis;2017;1362;100
Amorinópolis;2018;1372;100
Anápolis;2000;65480;
Anápolis;2001;67179;
Anápolis;2002;69428;
Anápolis;2003;71568;
Anápolis;2004;73739;
Anápolis;2005;74521;91,9
Anápolis;2006;76684;92,07
Anápolis;2007;80683;89,93
Anápolis;2008;84674;92,2
Anápolis;2009;88250;94,7
Anápolis;2010;93909;92,8
Anápolis;2011;101409;95,3
Anápolis;2012;107593;99,54
Anápolis;2013;113737;99,27
Anápolis;2014;118812;99,7
Anápolis;2015;123227;99,9
Anápolis;2016;127572;99,5
Anápolis;2017;132529;99,5
Anápolis;2018;135891;99,5
Anhanguera;2000;310;
Anhanguera;2001;333;
Anhanguera;2002;342;
Anhanguera;2003;361;
Anhanguera;2004;371;
Anhanguera;2005;372;91,66
Anhanguera;2006;377;90,57
Anhanguera;2007;396;100
Anhanguera;2008;426;100
Anhanguera;2009;449;100
Anhanguera;2010;454;100
Anhanguera;2011;463;100
Anhanguera;2012;473;100
Anhanguera;2013;479;100
Anhanguera;2014;517;100
Anhanguera;2015;540;100
Anhanguera;2016;545;100
Anhanguera;2017;555;100
Anhanguera;2018;561;100
Anicuns;2000;4159;
Anicuns;2001;4360;
Anicuns;2002;4498;
Anicuns;2003;4718;
Anicuns;2004;4920;
Anicuns;2005;5091;91,37
Anicuns;2006;5204;91,96
Anicuns;2007;5447;98,6
Anicuns;2008;5698;98,67
Anicuns;2009;5878;98,7
Anicuns;2010;6032;97,9
Anicuns;2011;6217;99,85
Anicuns;2012;6407;99,87
Anicuns;2013;6549;99,86
Anicuns;2014;6658;100
Anicuns;2015;6788;100
Anicuns;2016;6936;99,8
Anicuns;2017;7150;99,8
Anicuns;2018;7377;99,8
Aparecida de Goiânia;2000;42417;
Aparecida de Goiânia;2001;45876;
Aparecida de Goiânia;2002;45174;
Aparecida de Goiânia;2003;47426;
Aparecida de Goiânia;2004;50178;
Aparecida de Goiânia;2005;53070;48,06
Aparecida de Goiânia;2006;55714;46,97
Aparecida de Goiânia;2007;61200;47,89
Aparecida de Goiânia;2008;66911;49,62
Aparecida de Goiânia;2009;72219;51,4
Aparecida de Goiânia;2010;79298;61
Aparecida de Goiânia;2011;85481;61,77
Aparecida de Goiânia;2012;92156;65,1
Aparecida de Goiânia;2013;99535;65,2
Aparecida de Goiânia;2014;106804;70,1
Aparecida de Goiânia;2015;112958;72,4
Aparecida de Goiânia;2016;120023;75,4
Aparecida de Goiânia;2017;125787;76,8
Aparecida de Goiânia;2018;129532;77
Aparecida do Rio Doce;2000;610;
Aparecida do Rio Doce;2001;630;
Aparecida do Rio Doce;2002;658;
Aparecida do Rio Doce;2003;674;
Aparecida do Rio Doce;2004;736;
Aparecida do Rio Doce;2005;749;91,37
Aparecida do Rio Doce;2006;769;91,69
Aparecida do Rio Doce;2007;801;100
Aparecida do Rio Doce;2008;833;100
Aparecida do Rio Doce;2009;852;100
Aparecida do Rio Doce;2010;872;100
Aparecida do Rio Doce;2011;893;100
Aparecida do Rio Doce;2012;916;100
Aparecida do Rio Doce;2013;999;100
Aparecida do Rio Doce;2014;1029;100
Aparecida do Rio Doce;2015;1041;100
Aparecida do Rio Doce;2016;1154;100
Aparecida do Rio Doce;2017;1165;100
Aparecida do Rio Doce;2018;1168;100
Aporé;2000;853;
Aporé;2001;868;
Aporé;2002;865;
Aporé;2003;874;
Aporé;2004;904;
Aporé;2005;918;94,67
Aporé;2006;935;96,13
Aporé;2007;978;100
Aporé;2008;1021;100
Aporé;2009;1037;100
Aporé;2010;1088;100
Aporé;2011;1222;100
Aporé;2012;1292;100
Aporé;2013;1337;100
Aporé;2014;1367;100
Aporé;2015;1398;100
Aporé;2016;1435;100
Aporé;2017;1504;100
Aporé;2018;1541;100
Araçu;2000;1132;
Araçu;2001;1151;
Araçu;2002;1198;
Araçu;2003;1219;
Araçu;2004;1241;
Araçu;2005;1245;90,01
Araçu;2006;1264;88,41
Araçu;2007;1293;100
Araçu;2008;1325;100
Araçu;2009;1347;100
Araçu;2010;1377;100
Araçu;2011;1397;100
Araçu;2012;1447;100
Araçu;2013;1485;100
Araçu;2014;1515;100
Araçu;2015;1584;100
Araçu;2016;1601;100
Araçu;2017;1622;100
Araçu;2018;1635;100
Aragarças;2000;4451;
Aragarças;2001;4615;
Aragarças;2002;4820;
Aragarças;2003;5000;
Aragarças;2004;5175;
Aragarças;2005;5311;93,19
Aragarças;2006;5431;94,03
Aragarças;2007;5683;100
Aragarças;2008;5949;100
Aragarças;2009;6123;100
Aragarças;2010;6240;100
Aragarças;2011;6362;100
Aragarças;2012;6588;100
Aragarças;2013;6782;100
Aragarças;2014;6945;100
Aragarças;2015;7218;100
Aragarças;2016;7374;100
Aragarças;2017;7537;100
Aragarças;2018;7662;100
Aragoiânia;2000;1286;
Aragoiânia;2001;1359;
Aragoiânia;2002;1451;
Aragoiânia;2003;1522;
Aragoiânia;2004;1580;
Aragoiânia;2005;1589;91,31
Aragoiânia;2006;1633;90,87
Aragoiânia;2007;1688;97,89
Aragoiânia;2008;1762;96,97
Aragoiânia;2009;1812;98,5
Aragoiânia;2010;1877;99,4
Aragoiânia;2011;2014;100
Aragoiânia;2012;2154;100
Aragoiânia;2013;2328;100
Aragoiânia;2014;2445;100
Aragoiânia;2015;2837;100
Aragoiânia;2016;2871;100
Aragoiânia;2017;2906;100
Aragoiânia;2018;2931;100
Araguapaz;2000;1467;
Araguapaz;2001;1513;
Araguapaz;2002;1574;
Araguapaz;2003;1591;
Araguapaz;2004;1617;
Araguapaz;2005;1668;99,67
Araguapaz;2006;1690;91,01
Araguapaz;2007;1758;91,79
Araguapaz;2008;1796;91,43
Araguapaz;2009;1849;93,4
Araguapaz;2010;1921;100
Araguapaz;2011;1977;100
Araguapaz;2012;2052;100
Araguapaz;2013;2147;100
Araguapaz;2014;2243;100
Araguapaz;2015;2306;100
Araguapaz;2016;2352;100
Araguapaz;2017;2407;100
Araguapaz;2018;2423;100
Arenópolis;2000;782;
Arenópolis;2001;772;
Arenópolis;2002;792;
Arenópolis;2003;803;
Arenópolis;2004;802;
Arenópolis;2005;824;95,98
Arenópolis;2006;832;96,87
Arenópolis;2007;947;96
Arenópolis;2008;965;97,06
Arenópolis;2009;974;97,2
Arenópolis;2010;1005;97,4
Arenópolis;2011;1010;99,42
Arenópolis;2012;1028;100
Arenópolis;2013;1053;100
Arenópolis;2014;1088;100
Arenópolis;2015;1104;100
Arenópolis;2016;1125;100
Arenópolis;2017;1154;100
Arenópolis;2018;1187;100
Aruanã;2000;1292;
Aruanã;2001;1352;
Aruanã;2002;1396;
Aruanã;2003;1414;
Aruanã;2004;1476;
Aruanã;2005;1512;93,48
Aruanã;2006;1614;98,19
Aruanã;2007;1807;100
Aruanã;2008;2071;100
Aruanã;2009;2219;100
Aruanã;2010;2396;100
Aruanã;2011;2590;100
Aruanã;2012;2758;100
Aruanã;2013;3057;100
Aruanã;2014;3222;100
Aruanã;2015;3400;100
Aruanã;2016;3523;100
Aruanã;2017;3635;100
Aruanã;2018;3678;100
Aurilândia;2000;1153;
Aurilândia;2001;1163;
Aurilândia;2002;1178;
Aurilândia;2003;1254;
Aurilândia;2004;1257;
Aurilândia;2005;1259;96,66
Aurilândia;2006;1259;96,33
Aurilândia;2007;1272;100
Aurilândia;2008;1283;100
Aurilândia;2009;1302;100
Aurilândia;2010;1316;100
Aurilândia;2011;1334;100
Aurilândia;2012;1349;100
Aurilândia;2013;1370;100
Aurilândia;2014;1390;100
Aurilândia;2015;1418;100
Aurilândia;2016;1432;100
Aurilândia;2017;1438;100
Aurilândia;2018;1448;100
Avelinópolis;2000;592;
Avelinópolis;2001;615;
Avelinópolis;2002;622;
Avelinópolis;2003;646;
Avelinópolis;2004;707;
Avelinópolis;2005;709;89,97
Avelinópolis;2006;724;86,1
Avelinópolis;2007;751;96,68
Avelinópolis;2008;759;96,8
Avelinópolis;2009;781;97
Avelinópolis;2010;798;97,3
Avelinópolis;2011;842;97,4
Avelinópolis;2012;880;97,49
Avelinópolis;2013;918;97,52
Avelinópolis;2014;939;97,7
Avelinópolis;2015;959;98,3
Avelinópolis;2016;978;98,6
Avelinópolis;2017;1037;98,6
Avelinópolis;2018;1057;98,9
Baliza;2000;335;
Baliza;2001;337;
Baliza;2002;336;
Baliza;2003;335;
Baliza;2004;335;
Baliza;2005;405;95,71
Baliza;2006;424;99,77
Baliza;2007;431;100
Baliza;2008;445;100
Baliza;2009;473;100
Baliza;2010;487;100
Baliza;2011;506;100
Baliza;2012;545;100
Baliza;2013;575;100
Baliza;2014;613;100
Baliza;2015;638;100
Baliza;2016;656;100
Baliza;2017;675;100
Baliza;2018;702;100
Barro Alto;2000;1428;
Barro Alto;2001;1461;
Barro Alto;2002;1557;
Barro Alto;2003;1568;
Barro Alto;2004;1589;
Barro Alto;2005;1640;89,49
Barro Alto;2006;1693;92,14
Barro Alto;2007;1813;95,94
Barro Alto;2008;2143;97,78
Barro Alto;2009;2288;98,5
Barro Alto;2010;2436;100
Barro Alto;2011;2558;100
Barro Alto;2012;2663;100
Barro Alto;2013;2852;100
Barro Alto;2014;2950;100
Barro Alto;2015;3040;100
Barro Alto;2016;3193;100
Barro Alto;2017;3260;100
Barro Alto;2018;3397;100
Bela Vista de Goiás;2000;3229;
Bela Vista de Goiás;2001;3399;
Bela Vista de Goiás;2002;3746;
Bela Vista de Goiás;2003;3741;
Bela Vista de Goiás;2004;3964;
Bela Vista de Goiás;2005;4100;87,77
Bela Vista de Goiás;2006;4250;88,56
Bela Vista de Goiás;2007;4520;84,83
Bela Vista de Goiás;2008;4737;85,57
Bela Vista de Goiás;2009;5003;88,6
Bela Vista de Goiás;2010;5311;80,3
Bela Vista de Goiás;2011;5847;87,73
Bela Vista de Goiás;2012;6311;93,96
Bela Vista de Goiás;2013;6804;94,86
Bela Vista de Goiás;2014;7819;98,5
Bela Vista de Goiás;2015;8324;98,6
Bela Vista de Goiás;2016;8760;98,6
Bela Vista de Goiás;2017;9066;98,6
Bela Vista de Goiás;2018;9303;98,6
Bom Jardim de Goiás;2000;1920;
Bom Jardim de Goiás;2001;1984;
Bom Jardim de Goiás;2002;2004;
Bom Jardim de Goiás;2003;2056;
Bom Jardim de Goiás;2004;2106;
Bom Jardim de Goiás;2005;2099;91,05
Bom Jardim de Goiás;2006;2138;92,65
Bom Jardim de Goiás;2007;2209;98,23
Bom Jardim de Goiás;2008;2276;98,16
Bom Jardim de Goiás;2009;2350;100
Bom Jardim de Goiás;2010;2419;100
Bom Jardim de Goiás;2011;2478;100
Bom Jardim de Goiás;2012;2598;100
Bom Jardim de Goiás;2013;2749;100
Bom Jardim de Goiás;2014;2784;100
Bom Jardim de Goiás;2015;2833;100
Bom Jardim de Goiás;2016;2935;100
Bom Jardim de Goiás;2017;2981;100
Bom Jardim de Goiás;2018;3012;100
Bom Jesus de Goiás;2000;3149;
Bom Jesus de Goiás;2001;3449;
Bom Jesus de Goiás;2002;3869;
Bom Jesus de Goiás;2003;4004;
Bom Jesus de Goiás;2004;4092;
Bom Jesus de Goiás;2005;4362;78,5
Bom Jesus de Goiás;2006;4528;79,11
Bom Jesus de Goiás;2007;4878;71,37
Bom Jesus de Goiás;2008;5200;71,65
Bom Jesus de Goiás;2009;5457;74,3
Bom Jesus de Goiás;2010;5788;81,2
Bom Jesus de Goiás;2011;6102;87,45
Bom Jesus de Goiás;2012;6512;92,11
Bom Jesus de Goiás;2013;6474;85,1
Bom Jesus de Goiás;2014;6791;90,4
Bom Jesus de Goiás;2015;6998;91,5
Bom Jesus de Goiás;2016;7483;100
Bom Jesus de Goiás;2017;7708;100
Bom Jesus de Goiás;2018;93717;97,9
Bonfinópolis;2000;1443;
Bonfinópolis;2001;1640;
Bonfinópolis;2002;1801;
Bonfinópolis;2003;1904;
Bonfinópolis;2004;1974;
Bonfinópolis;2005;2023;83,11
Bonfinópolis;2006;2088;81,54
Bonfinópolis;2007;2202;100
Bonfinópolis;2008;2300;100
Bonfinópolis;2009;2386;100
Bonfinópolis;2010;2485;100
Bonfinópolis;2011;2605;100
Bonfinópolis;2012;2827;100
Bonfinópolis;2013;3009;100
Bonfinópolis;2014;3171;100
Bonfinópolis;2015;3299;100
Bonfinópolis;2016;3466;100
Bonfinópolis;2017;3589;100
Bonfinópolis;2018;3695;100
Bonópolis;2000;354;
Bonópolis;2001;369;
Bonópolis;2002;402;
Bonópolis;2003;454;
Bonópolis;2004;455;
Bonópolis;2005;469;98,74
Bonópolis;2006;486;92,35
Bonópolis;2007;502;100
Bonópolis;2008;547;100
Bonópolis;2009;557;100
Bonópolis;2010;563;100
Bonópolis;2011;572;100
Bonópolis;2012;586;100
Bonópolis;2013;593;100
Bonópolis;2014;599;100
Bonópolis;2015;606;100
Bonópolis;2016;619;100
Bonópolis;2017;643;100
Bonópolis;2018;673;100
Brazabrantes;2000;523;
Brazabrantes;2001;755;
Brazabrantes;2002;788;
Brazabrantes;2003;823;
Brazabrantes;2004;861;
Brazabrantes;2005;865;68,68
Brazabrantes;2006;902;70,34
Brazabrantes;2007;953;85,23
Brazabrantes;2008;1003;84,71
Brazabrantes;2009;1048;84,8
Brazabrantes;2010;1108;84,9
Brazabrantes;2011;1200;93,64
Brazabrantes;2012;1243;93,59
Brazabrantes;2013;1378;92,73
Brazabrantes;2014;1433;93,2
Brazabrantes;2015;1523;92,8
Brazabrantes;2016;1607;92,7
Brazabrantes;2017;1660;92,9
Brazabrantes;2018;1699;93,6
Britânia;2000;1289;
Britânia;2001;1345;
Britânia;2002;1400;
Britânia;2003;1527;
Britânia;2004;1643;
Britânia;2005;1663;99,71
Britânia;2006;1665;99,86
Britânia;2007;1690;100
Britânia;2008;1737;100
Britânia;2009;1770;100
Britânia;2010;1816;100
Britânia;2011;1880;100
Britânia;2012;1948;100
Britânia;2013;2010;100
Britânia;2014;2074;100
Britânia;2015;2114;100
Britânia;2016;2142;100
Britânia;2017;2181;100
Britânia;2018;2199;100
Buriti Alegre;2000;2776;
Buriti Alegre;2001;2830;
Buriti Alegre;2002;2891;
Buriti Alegre;2003;2924;
Buriti Alegre;2004;2959;
Buriti Alegre;2005;3006;93,88
Buriti Alegre;2006;3044;94,93
Buriti Alegre;2007;3113;100
Buriti Alegre;2008;3253;100
Buriti Alegre;2009;3331;98
Buriti Alegre;2010;3423;98,8
Buriti Alegre;2011;3622;98,92
Buriti Alegre;2012;3788;99,04
Buriti Alegre;2013;3970;99,03
Buriti Alegre;2014;4149;99,1
Buriti Alegre;2015;4374;99,2
Buriti Alegre;2016;4563;99,2
Buriti Alegre;2017;4649;99,3
Buriti Alegre;2018;4740;99,2
Buriti de Goiás;2000;772;
Buriti de Goiás;2001;792;
Buriti de Goiás;2002;846;
Buriti de Goiás;2003;859;
Buriti de Goiás;2004;872;
Buriti de Goiás;2005;883;76,22
Buriti de Goiás;2006;884;74,59
Buriti de Goiás;2007;942;89,72
Buriti de Goiás;2008;1010;85,07
Buriti de Goiás;2009;1061;85,7
Buriti de Goiás;2010;1071;84,5
Buriti de Goiás;2011;1086;93,06
Buriti de Goiás;2012;1105;93,74
Buriti de Goiás;2013;1147;92,83
Buriti de Goiás;2014;1174;93,4
Buriti de Goiás;2015;1202;94,7
Buriti de Goiás;2016;1236;95,7
Buriti de Goiás;2017;1267;96,6
Buriti de Goiás;2018;1292;97,4
Buritinópolis;2000;596;
Buritinópolis;2001;610;
Buritinópolis;2002;623;
Buritinópolis;2003;627;
Buritinópolis;2004;639;
Buritinópolis;2005;649;91,09
Buritinópolis;2006;663;93,02
Buritinópolis;2007;689;100
Buritinópolis;2008;701;100
Buritinópolis;2009;755;100
Buritinópolis;2010;788;100
Buritinópolis;2011;799;100
Buritinópolis;2012;804;100
Buritinópolis;2013;817;100
Buritinópolis;2014;829;100
Buritinópolis;2015;834;100
Buritinópolis;2016;872;100
Buritinópolis;2017;910;100
Buritinópolis;2018;921;100
Cabeceiras;2000;1512;
Cabeceiras;2001;1577;
Cabeceiras;2002;1646;
Cabeceiras;2003;1684;
Cabeceiras;2004;1715;
Cabeceiras;2005;1720;81,87
Cabeceiras;2006;1815;79,31
Cabeceiras;2007;1850;96,39
Cabeceiras;2008;1898;96,54
Cabeceiras;2009;1947;96,4
Cabeceiras;2010;1990;96,6
Cabeceiras;2011;2089;96,67
Cabeceiras;2012;2180;97,05
Cabeceiras;2013;2264;96,9
Cabeceiras;2014;2343;97,1
Cabeceiras;2015;2398;97
Cabeceiras;2016;2466;97,2
Cabeceiras;2017;2538;97,3
Cabeceiras;2018;2562;97,2
Cachoeira Alta;2000;2108;
Cachoeira Alta;2001;2131;
Cachoeira Alta;2002;2170;
Cachoeira Alta;2003;2207;
Cachoeira Alta;2004;2260;
Cachoeira Alta;2005;2247;96,71
Cachoeira Alta;2006;2307;97,67
Cachoeira Alta;2007;2400;100
Cachoeira Alta;2008;2643;100
Cachoeira Alta;2009;2755;100
Cachoeira Alta;2010;2844;99,7
Cachoeira Alta;2011;2919;96,76
Cachoeira Alta;2012;3027;99,1
Cachoeira Alta;2013;3218;99,4
Cachoeira Alta;2014;3458;100
Cachoeira Alta;2015;3607;100
Cachoeira Alta;2016;3688;100
Cachoeira Alta;2017;3755;100
Cachoeira Alta;2018;3924;100
Cachoeira de Goiás;2000;;
Cachoeira de Goiás;2001;;
Cachoeira de Goiás;2002;;
Cachoeira de Goiás;2003;;
Cachoeira de Goiás;2004;;
Cachoeira de Goiás;2005;;
Cachoeira de Goiás;2006;;
Cachoeira de Goiás;2007;;
Cachoeira de Goiás;2008;;
Cachoeira de Goiás;2009;;
Cachoeira de Goiás;2010;;
Cachoeira de Goiás;2011;;
Cachoeira de Goiás;2012;;
Cachoeira de Goiás;2013;;
Cachoeira de Goiás;2014;;
Cachoeira de Goiás;2015;;
Cachoeira de Goiás;2016;;
Cachoeira de Goiás;2017;;
Cachoeira de Goiás;2018;;
Cachoeira Dourada;2000;1004;
Cachoeira Dourada;2001;1471;
Cachoeira Dourada;2002;1590;
Cachoeira Dourada;2003;1562;
Cachoeira Dourada;2004;1562;
Cachoeira Dourada;2005;1598;79,6
Cachoeira Dourada;2006;1612;79,46
Cachoeira Dourada;2007;1672;91,8
Cachoeira Dourada;2008;1750;96,55
Cachoeira Dourada;2009;1802;99,7
Cachoeira Dourada;2010;1873;95,6
Cachoeira Dourada;2011;1932;95,8
Cachoeira Dourada;2012;2033;100
Cachoeira Dourada;2013;2111;100
Cachoeira Dourada;2014;2258;100
Cachoeira Dourada;2015;2334;100
Cachoeira Dourada;2016;2405;100
Cachoeira Dourada;2017;2468;100
