Localidade;Ano;Produtos Minerais não Metálicos;Metalúrgica;Mecânica;Materiais Elétricos e de Comunicação;Materiais de Transporte;Madeira e do Mobiliário;Papel Papelão Editorial e Gráfica;Borracha, Fumo, Couros, Peles, Produtos Similares e Indústria Diversa;Química, Produtos Farmacêuticos, Veterinários, Perfumaria, Sabões, Velas, e Matérias Plásticas;Têxtil do Vestuário e Artefatos de Tecidos;Calçados;Produtos Alimentícios de Bebida e Álcool Etílico
Portelândia;2011;;;;;;;;;;;;39
Portelândia;2012;8;2;;;;;;;;;;38
Portelândia;2013;2;4;;;;;;6;;;;44
Portelândia;2014;8;2;;;;;;3;2;;;47
Portelândia;2015;6;;;;;;;2;;;;56
Portelândia;2016;;;;;;;;;;;;67
Portelândia;2017;;;;;;;;;;;;75
Portelândia;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;79
Posse;1999;28;  ;  ;  ;  ;20;17;  ;  ;6;  ;30
Posse;2000;21;1;  ;  ;  ;16;35;  ;  ;7;  ;12
Posse;2001;36;3;  ;  ;  ;18;29;1;  ;7;  ;4
Posse;2002;22;1;;;;29;64;;;10;;9
Posse;2003;19;2;;;;21;64;;;9;;6
Posse;2004;23;  ;  ;  ;5;23;69;  ;  ;13;  ;29
Posse;2005;25;4;  ;  ;5;35;58;  ;  ;5;  ;48
Posse;2006;24;2;  ;  ;5;27;57;  ;  ;9;  ;39
Posse;2007;18;12;  ;  ;8;54;4;  ;33;9;2;38
Posse;2008;28;10;  ;  ;5;88;2;1;32;9;1;54
Posse;2009;31;21;1;  ;4;75;59;4;  ;6;1;65
Posse;2010;40;29;  ;  ;11;121;39;2;  ;4;2;50
Posse;2011;47;22;4;;14;73;78;;;5;2;59
Posse;2012;36;30;3;;16;61;75;;;5;3;36
Posse;2013;40;44;6;;12;49;67;;;4;;41
Posse;2014;45;27;3;;11;33;72;;;5;;51
Posse;2015;33;24;9;;12;26;67;;;4;;50
Posse;2016;37;19;5;4;11;63;67;;;8;;59
Posse;2017;28;19;9;8;13;66;64;;;9;;54
Posse;2018;43;53;10;7;14;38;67;  ;  ;6;  ;64
Professor Jamil;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Professor Jamil;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Professor Jamil;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;13
Professor Jamil;2002;;;;;;;;;;;;13
Professor Jamil;2003;;;;;;;;;;;;19
Professor Jamil;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;16
Professor Jamil;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;20
Professor Jamil;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;14
Professor Jamil;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;20
Professor Jamil;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;13
Professor Jamil;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
Professor Jamil;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Professor Jamil;2011;3;1;;;;;;;;;;12
Professor Jamil;2012;2;;;;;;;;;;;11
Professor Jamil;2013;1;1;;;;;;;;;;1
Professor Jamil;2014;;1;;;;;;;;;;
Professor Jamil;2015;2;;;;;;;;;;;4
Professor Jamil;2016;;1;;;;;;;;;;
Professor Jamil;2017;;1;;;;;;;;;;4
Professor Jamil;2018;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Quirinópolis;1999;13;40;  ;  ;7;2;5;6;1;13;  ;350
Quirinópolis;2000;  ;89;  ;  ;  ;5;8;7;12;12;3;331
Quirinópolis;2001;4;56;  ;  ;  ;3;9;2;  ;16;8;125
Quirinópolis;2002;16;95;1;;;7;10;9;;15;8;144
Quirinópolis;2003;16;99;1;;;6;7;21;;7;3;184
Quirinópolis;2004;14;195;  ;1;  ;7;5;15;  ;30;1;241
Quirinópolis;2005;14;173;  ;  ;  ;6;9;12;  ;33;1;378
Quirinópolis;2006;16;160;  ;  ;5;4;11;23;  ;31;2;877
Quirinópolis;2007;21;207;10;  ;5;  ;12;35;1;41;3;2139
Quirinópolis;2008;28;204;8;  ;5;  ;14;30;  ;52;2;2158
Quirinópolis;2009;24;214;3;  ;2;  ;11;28;  ;46;1;2385
Quirinópolis;2010;23;221;9;  ;  ;  ;8;35;1790;64;1;582
Quirinópolis;2011;32;232;10;;1;5;12;39;2277;95;;2198
Quirinópolis;2012;30;219;2;;;6;11;37;2759;94;1;2178
Quirinópolis;2013;36;230;60;;;7;9;24;2564;99;1;2475
Quirinópolis;2014;29;216;87;;;10;9;19;2609;112;1;2092
Quirinópolis;2015;28;170;62;;;8;12;21;2333;96;;2159
Quirinópolis;2016;29;118;68;;;8;10;10;2207;80;;2380
Quirinópolis;2017;29;124;9;;;15;12;10;2269;64;1;2418
Quirinópolis;2018;36;138;19;  ;  ;11;13;12;2311;63;1;2609
Rialma;1999;1;3;  ;  ;  ;  ;4;27;7;  ;  ;61
Rialma;2000;1;4;  ;  ;  ;  ;4;9;4;13;  ;61
Rialma;2001;2;19;  ;  ;  ;  ;4;11;1;4;  ;64
Rialma;2002;2;18;;;;;5;11;1;4;;64
Rialma;2003;3;37;;;;;3;;2;1;;60
Rialma;2004;1;65;  ;  ;  ;  ;6;  ;3;  ;  ;74
Rialma;2005;2;31;  ;  ;  ;  ;10;  ;3;4;  ;104
Rialma;2006;15;22;  ;  ;  ;7;5;  ;6;6;  ;119
Rialma;2007;13;18;  ;  ;  ;10;5;3;4;5;  ;134
Rialma;2008;10;17;  ;  ;  ;6;14;  ;2;5;  ;127
Rialma;2009;135;7;  ;  ;  ;5;9;1;3;3;  ;59
Rialma;2010;6;10;  ;  ;  ;3;25;  ;4;4;  ;85
Rialma;2011;47;40;;;;7;27;;4;21;;76
Rialma;2012;44;17;;2;;8;30;;3;22;;89
Rialma;2013;69;3;;1;;8;33;3;7;15;;66
Rialma;2014;68;6;1;3;;13;55;11;10;19;;168
Rialma;2015;46;12;;4;;12;22;16;10;17;;136
Rialma;2016;41;;;3;;13;15;14;;4;;170
Rialma;2017;70;;;;;11;13;;;4;;231
Rialma;2018;68;4;  ;  ;1;13;13;  ;  ;10;  ;370
Rianápolis;1999;  ;  ;  ;  ;  ;  ;  ;1;  ;16;  ;69
Rianápolis;2000;  ;  ;  ;  ;  ;  ;  ;1;  ;18;  ;83
Rianápolis;2001;1;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;116
Rianápolis;2002;;;;;;;;;;5;;166
Rianápolis;2003;;;;;;;;14;;5;;147
Rianápolis;2004;  ;  ;  ;  ;  ;  ;  ;14;  ;4;  ;163
Rianápolis;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;12;  ;166
Rianápolis;2006;  ;  ;  ;  ;  ;  ;  ;1;  ;6;  ;189
Rianápolis;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;12;  ;181
Rianápolis;2008;  ;  ;  ;  ;  ;  ;1;  ;  ;12;  ;183
Rianápolis;2009;30;  ;  ;  ;  ;  ;  ;  ;  ;7;  ;377
Rianápolis;2010;2;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;323
Rianápolis;2011;3;;;;;1;;4;;2;;292
Rianápolis;2012;2;;;;;1;;5;;4;;338
Rianápolis;2013;4;;4;;;;;6;1;5;;371
Rianápolis;2014;13;1;2;;;1;;9;;3;;331
Rianápolis;2015;1;1;;;;;;10;7;13;;224
Rianápolis;2016;24;1;;;;;;;9;9;;225
Rianápolis;2017;15;1;;;;;;;8;8;;176
Rianápolis;2018;9;2;  ;  ;  ;  ;  ;  ;7;7;  ;138
Rio Quente;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Rio Quente;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Rio Quente;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Rio Quente;2002;;;;;;;;;;;;5
Rio Quente;2003;;;;;;;;;;;;5
Rio Quente;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Rio Quente;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Rio Quente;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;10;  ;  
Rio Quente;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;  
Rio Quente;2008;  ;  ;  ;  ;  ;  ;3;  ;  ;13;  ;  
Rio Quente;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;9;  ;1
Rio Quente;2010;  ;  ;  ;  ;  ;3;  ;  ;  ;10;  ;2
Rio Quente;2011;;;;;;1;;;;24;;2
Rio Quente;2012;;5;;;;;;;;23;;5
Rio Quente;2013;;2;;;;;;1;;7;;5
Rio Quente;2014;;;;;;1;;;;2;;3
Rio Quente;2015;;;;;;1;;;;;;1
Rio Quente;2016;;;;;;1;;;;;;
Rio Quente;2017;;;;;;1;;;;;;
Rio Quente;2018;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;  ;  
Rio Verde;1999;42;242;  ;5;26;22;39;39;5;66;2;1896
Rio Verde;2000;40;262;  ;9;17;18;90;15;82;93;3;2533
Rio Verde;2001;58;179;20;11;34;20;246;16;173;118;  ;4295
Rio Verde;2002;63;223;33;14;37;29;291;18;179;125;;5195
Rio Verde;2003;77;308;33;6;31;62;303;21;221;94;;5610
Rio Verde;2004;72;290;65;6;39;42;337;53;412;55;  ;6663
Rio Verde;2005;86;368;90;74;47;48;384;79;424;64;  ;8488
Rio Verde;2006;133;484;106;15;32;63;427;98;414;96;  ;9396
Rio Verde;2007;118;543;199;26;39;69;464;107;483;97;  ;10773
Rio Verde;2008;225;541;326;19;5;69;501;122;575;57;  ;10738
Rio Verde;2009;221;453;295;14;41;73;563;115;635;76;  ;9765
Rio Verde;2010;154;432;357;47;28;91;541;149;835;80;  ;10880
Rio Verde;2011;207;489;410;17;9;94;597;159;839;87;;10957
Rio Verde;2012;259;590;418;11;15;93;582;140;950;127;;11391
Rio Verde;2013;218;491;423;20;21;91;558;152;843;96;;11470
Rio Verde;2014;234;579;543;22;27;115;549;152;864;124;;11566
Rio Verde;2015;236;613;544;74;64;131;487;152;873;112;;10722
Rio Verde;2016;235;598;509;130;67;97;450;117;797;116;;9293
Rio Verde;2017;233;524;483;79;92;74;424;65;737;85;;10025
Rio Verde;2018;221;530;618;221;86;53;389;109;737;80;  ;10319
Rubiataba;1999;9;  ;  ;  ;  ;204;2;7;  ;1;  ;312
Rubiataba;2000;11;  ;  ;  ;  ;258;2;7;  ;9;  ;144
Rubiataba;2001;17;  ;  ;  ;  ;188;  ;10;  ;34;1;106
Rubiataba;2002;13;2;;;;214;1;5;2;49;;135
Rubiataba;2003;20;4;;;;186;3;4;1;57;;137
Rubiataba;2004;19;3;  ;  ;1;247;4;4;2;60;  ;157
Rubiataba;2005;19;1;  ;  ;1;169;8;7;2;47;  ;168
Rubiataba;2006;35;3;  ;  ;1;156;6;  ;1;54;  ;201
Rubiataba;2007;34;3;  ;  ;  ;171;7;  ;3;56;2;190
Rubiataba;2008;21;  ;  ;  ;1;151;6;2;1;59;  ;214
Rubiataba;2009;16;5;  ;  ;  ;149;8;1;2;55;  ;213
Rubiataba;2010;21;5;  ;  ;  ;209;10;1;200;52;  ;44
Rubiataba;2011;23;13;;;;245;12;3;224;62;;45
Rubiataba;2012;22;12;1;;;261;15;3;226;61;;43
Rubiataba;2013;10;11;;;;296;10;2;272;65;;48
Rubiataba;2014;17;9;2;;;355;8;2;306;73;;59
Rubiataba;2015;10;10;;1;;310;6;2;312;62;;68
Rubiataba;2016;3;16;;1;;272;6;4;308;57;;66
Rubiataba;2017;1;12;;1;;271;6;4;322;62;;78
Rubiataba;2018;1;19;  ;1;  ;314;4;3;312;69;  ;82
Sanclerlândia;1999;  ;  ;  ;18;  ;3;  ;  ;  ;4;  ;98
Sanclerlândia;2000;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;103
Sanclerlândia;2001;  ;  ;  ;  ;  ;1;1;  ;11;  ;4;112
Sanclerlândia;2002;;;;;;2;;;;43;3;101
Sanclerlândia;2003;;;;;;2;;;;7;;107
Sanclerlândia;2004;  ;  ;  ;  ;  ;1;1;  ;  ;34;1;79
Sanclerlândia;2005;  ;  ;  ;  ;  ;1;1;  ;  ;112;  ;82
Sanclerlândia;2006;  ;1;  ;  ;  ;  ;  ;  ;  ;145;  ;100
Sanclerlândia;2007;  ;2;  ;  ;  ;  ;  ;  ;  ;269;  ;100
Sanclerlândia;2008;  ;3;  ;  ;  ;  ;  ;  ;  ;296;  ;130
Sanclerlândia;2009;2;2;  ;  ;  ;  ;  ;  ;  ;315;  ;152
Sanclerlândia;2010;  ;1;  ;  ;  ;  ;  ;  ;  ;341;  ;119
Sanclerlândia;2011;3;;;;;;;;;405;;100
Sanclerlândia;2012;2;;;;;;2;6;;526;;37
Sanclerlândia;2013;6;1;;;;;1;7;;567;;55
Sanclerlândia;2014;8;2;1;;;1;2;;;476;;58
Sanclerlândia;2015;16;1;;;;;3;;;529;;61
Sanclerlândia;2016;12;2;;;;;3;;;553;;67
Sanclerlândia;2017;22;;1;;;;1;;;589;;65
Sanclerlândia;2018;23;2;5;  ;  ;1;  ;  ;  ;550;  ;73
Santa Bárbara de Goiás;1999;114;  ;  ;  ;31;  ;  ;6;  ;  ;  ;1
Santa Bárbara de Goiás;2000;107;  ;  ;  ;43;  ;  ;15;  ;  ;  ;  
Santa Bárbara de Goiás;2001;101;  ;  ;  ;  ;  ;  ;20;  ;11;  ;  
Santa Bárbara de Goiás;2002;94;;;;46;;;15;;26;;2
Santa Bárbara de Goiás;2003;86;;9;;22;;;12;1;28;;8
Santa Bárbara de Goiás;2004;135;  ;8;  ;24;  ;  ;2;1;21;  ;11
Santa Bárbara de Goiás;2005;127;  ;20;  ;35;  ;  ;  ;4;24;  ;9
Santa Bárbara de Goiás;2006;135;  ;19;  ;  ;  ;  ;  ;16;9;  ;12
Santa Bárbara de Goiás;2007;166;  ;58;  ;  ;  ;  ;2;18;6;  ;18
Santa Bárbara de Goiás;2008;150;2;84;  ;  ;1;  ;11;29;16;  ;25
Santa Bárbara de Goiás;2009;152;1;113;  ;  ;  ;  ;15;29;27;  ;24
Santa Bárbara de Goiás;2010;165;  ;164;  ;  ;  ;  ;4;24;20;  ;16
Santa Bárbara de Goiás;2011;190;2;107;;;;;15;32;44;;20
Santa Bárbara de Goiás;2012;181;3;104;;;;;10;20;28;;11
Santa Bárbara de Goiás;2013;157;10;96;;;1;;3;35;49;;57
Santa Bárbara de Goiás;2014;129;5;77;;;4;15;;32;41;;84
Santa Bárbara de Goiás;2015;118;3;68;;;5;;;32;37;;103
Santa Bárbara de Goiás;2016;55;5;42;;;2;;13;;23;;77
Santa Bárbara de Goiás;2017;67;3;36;;;12;;13;2;13;;2
Santa Bárbara de Goiás;2018;74;5;34;  ;3;1;  ;16;3;38;  ;5
Santa Cruz de Goiás;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2;8
Santa Cruz de Goiás;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2;18
Santa Cruz de Goiás;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2;9
Santa Cruz de Goiás;2002;;;;;;;;;;;;10
Santa Cruz de Goiás;2003;;;;;;;;;;;;8
Santa Cruz de Goiás;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Santa Cruz de Goiás;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Santa Cruz de Goiás;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;10
Santa Cruz de Goiás;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Santa Cruz de Goiás;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Santa Cruz de Goiás;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;12
Santa Cruz de Goiás;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Santa Cruz de Goiás;2011;;;;;;;;;;;;17
Santa Cruz de Goiás;2012;;;;;;;;;;;;13
Santa Cruz de Goiás;2013;;;;;;;;;;;;12
Santa Cruz de Goiás;2014;;;;;;;;;;2;;13
Santa Cruz de Goiás;2015;;;;;;;;;;;;15
Santa Cruz de Goiás;2016;;;;;;;;;;;;15
Santa Cruz de Goiás;2017;;;;;;;;;;;;11
Santa Cruz de Goiás;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Santa Fé de Goiás;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;187
Santa Fé de Goiás;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;299
Santa Fé de Goiás;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;297
Santa Fé de Goiás;2002;;;;;;;;;;;;318
Santa Fé de Goiás;2003;;;;;;;;;;;;380
Santa Fé de Goiás;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;445
Santa Fé de Goiás;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;618
Santa Fé de Goiás;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;629
Santa Fé de Goiás;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;514
Santa Fé de Goiás;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;13
Santa Fé de Goiás;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;4;  ;651
Santa Fé de Goiás;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;677
Santa Fé de Goiás;2011;;;;;;;;;;14;;789
Santa Fé de Goiás;2012;;;;;;;;;;31;;986
Santa Fé de Goiás;2013;;;;;;;;;;36;;1043
Santa Fé de Goiás;2014;;;;;;;;;;23;;938
Santa Fé de Goiás;2015;;;;;;;;;;20;;870
Santa Fé de Goiás;2016;;;;;;;;;;29;;1019
Santa Fé de Goiás;2017;;2;;;;;;;;25;;1049
Santa Fé de Goiás;2018;  ;1;  ;  ;  ;  ;  ;  ;  ;14;  ;1020
Santa Helena de Goiás;1999;  ;  ;  ;  ;  ;2;12;  ;1;43;  ;278
Santa Helena de Goiás;2000;  ;  ;  ;  ;  ;  ;17;  ;1;37;  ;343
Santa Helena de Goiás;2001;  ;  ;  ;  ;  ;  ;13;  ;2;32;  ;302
Santa Helena de Goiás;2002;;2;;;;;14;1;1;31;;598
Santa Helena de Goiás;2003;;5;;;;;10;3;5;22;;547
Santa Helena de Goiás;2004;  ;7;  ;  ;  ;  ;11;4;4;27;  ;496
Santa Helena de Goiás;2005;  ;1;17;  ;  ;  ;12;6;5;13;  ;300
Santa Helena de Goiás;2006;4;2;  ;  ;  ;  ;9;7;2;14;  ;1539
Santa Helena de Goiás;2007;9;2;2;  ;  ;  ;7;2;  ;15;  ;1374
Santa Helena de Goiás;2008;4;18;26;  ;  ;  ;8;1;7;10;  ;1288
Santa Helena de Goiás;2009;3;5;11;  ;  ;1;5;3;1;109;  ;617
Santa Helena de Goiás;2010;4;10;10;  ;  ;  ;5;3;46;343;  ;585
Santa Helena de Goiás;2011;4;24;8;;;;10;1;193;358;;1283
Santa Helena de Goiás;2012;8;27;11;11;;;15;2;226;378;;1352
Santa Helena de Goiás;2013;14;33;26;15;1;;14;4;296;414;;978
Santa Helena de Goiás;2014;13;31;161;22;1;;8;7;294;420;;1181
Santa Helena de Goiás;2015;7;36;35;46;2;;14;4;335;427;;566
Santa Helena de Goiás;2016;14;38;27;21;;;12;2;440;358;;601
Santa Helena de Goiás;2017;8;41;41;3;;;13;;324;244;;396
Santa Helena de Goiás;2018;12;33;41;2;  ;  ;13;  ;312;7;  ;374
Santa Isabel;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Santa Isabel;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Santa Isabel;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Santa Isabel;2002;;;;;;;;;;;;2
Santa Isabel;2003;;;;;;;;;;;;
Santa Isabel;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Santa Isabel;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Isabel;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Santa Isabel;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Santa Isabel;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Santa Isabel;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Santa Isabel;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Santa Isabel;2011;;;;;;;;;;;;3
Santa Isabel;2012;;;;;;;;;;;;3
Santa Isabel;2013;;;;;;;;;;;;2
Santa Isabel;2014;;;;;;;;;;;1;3
Santa Isabel;2015;;;;;;;;;;;;
Santa Isabel;2016;;;;;;;;;;;;
Santa Isabel;2017;;;;;;;;;;;;
Santa Isabel;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Rita do Araguaia;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Rita do Araguaia;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Santa Rita do Araguaia;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Santa Rita do Araguaia;2002;;;;;;;;;;;;4
Santa Rita do Araguaia;2003;;;;;;;;;;;;2
Santa Rita do Araguaia;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Santa Rita do Araguaia;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Santa Rita do Araguaia;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Santa Rita do Araguaia;2007;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Rita do Araguaia;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Rita do Araguaia;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Santa Rita do Araguaia;2010;7;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Rita do Araguaia;2011;6;1;3;;;;;;;;;
Santa Rita do Araguaia;2012;5;2;;;;;;;;1;;9
Santa Rita do Araguaia;2013;7;3;1;;;;;;;2;;8
Santa Rita do Araguaia;2014;9;4;1;;;;;;;1;;10
Santa Rita do Araguaia;2015;13;4;;;;2;;;;1;;
Santa Rita do Araguaia;2016;11;4;4;;;;;;;;;
Santa Rita do Araguaia;2017;;2;2;;;;;;;;;7
Santa Rita do Araguaia;2018;10;1;1;  ;  ;  ;  ;  ;  ;  ;  ;6
Santa Rita do Novo Destino;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;15
Santa Rita do Novo Destino;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;17
Santa Rita do Novo Destino;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Santa Rita do Novo Destino;2002;;;;;;;;;;;;
Santa Rita do Novo Destino;2003;;;;;;;;;;;;14
Santa Rita do Novo Destino;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Santa Rita do Novo Destino;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Santa Rita do Novo Destino;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Santa Rita do Novo Destino;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Santa Rita do Novo Destino;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Rita do Novo Destino;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Rita do Novo Destino;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Rita do Novo Destino;2011;;;;;;;;;;;;
Santa Rita do Novo Destino;2012;;;;;;;;;;;;
Santa Rita do Novo Destino;2013;;;;;;;;;;;;
Santa Rita do Novo Destino;2014;;;;;;;;;;;;
Santa Rita do Novo Destino;2015;;;;;;;;;;;;
Santa Rita do Novo Destino;2016;;;;;;;;;;;;
Santa Rita do Novo Destino;2017;;;;;;;;;;1;;
Santa Rita do Novo Destino;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Santa Rosa de Goiás;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Santa Rosa de Goiás;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Santa Rosa de Goiás;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Santa Rosa de Goiás;2002;;;;;;;;;;;;6
Santa Rosa de Goiás;2003;;;;;;;;;;;;5
Santa Rosa de Goiás;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Santa Rosa de Goiás;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Santa Rosa de Goiás;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Santa Rosa de Goiás;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Santa Rosa de Goiás;2008;  ;  ;  ;  ;  ;  ;  ;2;  ;  ;  ;6
Santa Rosa de Goiás;2009;  ;  ;  ;  ;  ;  ;  ;16;  ;  ;  ;4
Santa Rosa de Goiás;2010;  ;  ;  ;  ;  ;  ;  ;21;  ;  ;  ;9
Santa Rosa de Goiás;2011;;;;;;;;;;7;;13
Santa Rosa de Goiás;2012;;;;;;;;;;6;;14
Santa Rosa de Goiás;2013;;;;;;;;;;5;;11
Santa Rosa de Goiás;2014;22;;;;;;;;;10;10;14
Santa Rosa de Goiás;2015;17;;;;;;;;;12;;15
Santa Rosa de Goiás;2016;23;;;;;;;;;6;;14
Santa Rosa de Goiás;2017;18;;;;;;;;;;;18
Santa Rosa de Goiás;2018;19;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;25
Santa Tereza de Goiás;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Santa Tereza de Goiás;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Santa Tereza de Goiás;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Santa Tereza de Goiás;2002;;;;;;;;;;;;5
Santa Tereza de Goiás;2003;;;;;;;;;;;;7
Santa Tereza de Goiás;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Santa Tereza de Goiás;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Santa Tereza de Goiás;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Santa Tereza de Goiás;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Santa Tereza de Goiás;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Santa Tereza de Goiás;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Santa Tereza de Goiás;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Santa Tereza de Goiás;2011;;;;;;;;;;;;2
Santa Tereza de Goiás;2012;;;;;;;;;;;;6
Santa Tereza de Goiás;2013;;;;;;;;;;;;12
Santa Tereza de Goiás;2014;;;;;;;;;;;;8
Santa Tereza de Goiás;2015;;;;;;;;;;;;3
