Localidade;Ano;Instituições de Crédito, Seguro e de Capitalização;Administradoras de Imóveis, Valores Mobiliários, Serviços Técnicos, Profissionais, Auxiliar de Atividade Econômica;Transporte e Comunicações;Serviços de Alojamento, Alimentação, Reparo, Manutenção, Radiodifusão e Televisão;Serviços Médicos, Odontológicos e Veterinários;Ensino
Abadia de Goiás;2000;  ;1;  ;  ;  ;2
Abadia de Goiás;2001;  ;14;  ;1;  ;13
Abadia de Goiás;2002;;30;2;2;;14
Abadia de Goiás;2003;;34;;3;;7
Abadia de Goiás;2004;  ;  ;2;4;  ;8
Abadia de Goiás;2005;  ;23;5;6;  ;6
Abadia de Goiás;2006;  ;23;7;6;  ;  
Abadia de Goiás;2007;  ;22;13;7;  ;  
Abadia de Goiás;2008;3;17;26;17;  ;  
Abadia de Goiás;2009;1;41;30;14;5;2
Abadia de Goiás;2010;8;88;16;12;12;85
Abadia de Goiás;2011;;95;26;19;;5
Abadia de Goiás;2012;2;73;11;26;123;16
Abadia de Goiás;2013;;208;14;41;24;175
Abadia de Goiás;2014;6;119;28;25;112;109
Abadia de Goiás;2015;8;89;26;26;3;92
Abadia de Goiás;2016;5;65;23;17;4;8
Abadia de Goiás;2017;6;66;22;14;18;9
Abadia de Goiás;2018;6;39;33;23;8;9
Abadiânia;1999;7;79;69;90;  ;  
Abadiânia;2000;4;288;40;106;1;15
Abadiânia;2001;4;291;18;112;  ;16
Abadiânia;2002;7;206;4;123;;19
Abadiânia;2003;7;160;4;131;1;25
Abadiânia;2004;4;120;4;137;  ;25
Abadiânia;2005;5;181;3;169;  ;24
Abadiânia;2006;5;57;10;188;  ;6
Abadiânia;2007;5;46;20;321;  ;32
Abadiânia;2008;  ;47;25;295;1;32
Abadiânia;2009;6;47;20;352;1;35
Abadiânia;2010;6;31;45;351;1;37
Abadiânia;2011;8;20;65;377;;32
Abadiânia;2012;8;12;58;387;1;95
Abadiânia;2013;15;8;21;430;2;100
Abadiânia;2014;14;16;73;562;4;109
Abadiânia;2015;13;50;79;601;4;113
Abadiânia;2016;14;52;70;564;7;130
Abadiânia;2017;13;70;55;568;6;101
Abadiânia;2018;12;79;53;567;6;128
Acreúna;1999;30;13;71;11;7;34
Acreúna;2000;29;26;86;14;12;32
Acreúna;2001;24;22;64;30;5;50
Acreúna;2002;29;30;67;46;13;52
Acreúna;2003;27;56;61;69;14;54
Acreúna;2004;29;69;57;69;13;63
Acreúna;2005;24;43;53;75;12;59
Acreúna;2006;23;24;42;67;11;53
Acreúna;2007;20;56;57;60;18;57
Acreúna;2008;24;36;51;79;21;62
Acreúna;2009;22;31;62;73;20;54
Acreúna;2010;26;55;65;133;25;57
Acreúna;2011;29;80;85;95;28;53
Acreúna;2012;29;66;106;103;31;54
Acreúna;2013;36;56;97;105;30;65
Acreúna;2014;34;96;81;124;29;28
Acreúna;2015;39;80;93;115;37;74
Acreúna;2016;38;80;82;136;37;76
Acreúna;2017;38;95;87;140;32;54
Acreúna;2018;31;122;108;134;43;70
Adelândia;1999;  ;  ;2;  ;4;  
Adelândia;2000;  ;  ;4;  ;5;  
Adelândia;2001;  ;  ;1;  ;5;  
Adelândia;2002;;;3;1;3;
Adelândia;2003;;;2;;1;
Adelândia;2004;  ;  ;2;  ;1;  
Adelândia;2005;  ;  ;2;  ;  ;  
Adelândia;2006;  ;  ;2;  ;  ;  
Adelândia;2007;  ;  ;4;1;  ;  
Adelândia;2008;  ;  ;2;1;  ;  
Adelândia;2009;  ;2;  ;1;  ;  
Adelândia;2010;  ;4;1;1;  ;  
Adelândia;2011;;3;1;1;;
Adelândia;2012;;3;1;2;;
Adelândia;2013;;2;3;2;;
Adelândia;2014;;2;2;20;;
Adelândia;2015;;2;2;27;;
Adelândia;2016;;2;2;30;;
Adelândia;2017;;2;1;13;;
Adelândia;2018;  ;  ;1;77;  ;  
Água Fria de Goiás;1999;  ;  ;2;  ;  ;  
Água Fria de Goiás;2000;  ;  ;3;  ;  ;  
Água Fria de Goiás;2001;  ;  ;6;1;  ;  
Água Fria de Goiás;2002;;;9;7;;
Água Fria de Goiás;2003;;;13;20;;
Água Fria de Goiás;2004;  ;  ;16;19;  ;  
Água Fria de Goiás;2005;  ;  ;36;26;  ;  
Água Fria de Goiás;2006;  ;1;14;19;  ;  
Água Fria de Goiás;2007;  ;  ;6;23;  ;  
Água Fria de Goiás;2008;  ;  ;13;32;  ;  
Água Fria de Goiás;2009;  ;  ;31;28;  ;  
Água Fria de Goiás;2010;  ;  ;21;31;  ;  
Água Fria de Goiás;2011;;;15;41;;
Água Fria de Goiás;2012;;;3;38;;
Água Fria de Goiás;2013;;;3;31;;
Água Fria de Goiás;2014;;3;6;33;;
Água Fria de Goiás;2015;;;2;44;;
Água Fria de Goiás;2016;;2;1;35;;
Água Fria de Goiás;2017;;2;1;39;;
Água Fria de Goiás;2018;  ;2;2;29;  ;  
Água Limpa;1999;  ;  ;1;  ;  ;  
Água Limpa;2000;  ;  ;1;  ;  ;  
Água Limpa;2001;  ;  ;1;  ;  ;  
Água Limpa;2002;;;1;;;
Água Limpa;2003;;;1;;;
Água Limpa;2004;  ;  ;1;  ;  ;  
Água Limpa;2005;  ;  ;1;  ;  ;  
Água Limpa;2006;  ;1;2;  ;  ;  
Água Limpa;2007;  ;1;2;  ;  ;  
Água Limpa;2008;  ;1;2;  ;  ;  
Água Limpa;2009;  ;1;3;  ;  ;1
Água Limpa;2010;  ;  ;2;1;  ;  
Água Limpa;2011;;1;3;1;;
Água Limpa;2012;2;2;3;1;;
Água Limpa;2013;2;3;3;1;;
Água Limpa;2014;3;3;1;;;
Água Limpa;2015;3;3;2;3;;
Água Limpa;2016;3;2;;2;;
Água Limpa;2017;3;3;2;2;;
Água Limpa;2018;5;3;3;1;  ;  
Águas Lindas de Goiás;1999;  ;20;651;17;16;106
Águas Lindas de Goiás;2000;  ;27;595;51;9;68
Águas Lindas de Goiás;2001;  ;23;390;55;17;95
Águas Lindas de Goiás;2002;12;30;710;91;25;108
Águas Lindas de Goiás;2003;10;31;782;61;35;158
Águas Lindas de Goiás;2004;11;31;858;76;43;172
Águas Lindas de Goiás;2005;30;45;903;74;40;192
Águas Lindas de Goiás;2006;36;48;948;439;35;217
Águas Lindas de Goiás;2007;28;48;915;461;38;233
Águas Lindas de Goiás;2008;29;58;954;612;54;277
Águas Lindas de Goiás;2009;44;79;1024;648;52;284
Águas Lindas de Goiás;2010;56;242;1180;721;74;315
Águas Lindas de Goiás;2011;53;375;1264;694;77;360
Águas Lindas de Goiás;2012;58;238;1293;838;87;455
Águas Lindas de Goiás;2013;75;254;1323;913;108;469
Águas Lindas de Goiás;2014;70;349;1153;966;118;454
Águas Lindas de Goiás;2015;71;313;1134;565;131;571
Águas Lindas de Goiás;2016;69;293;1099;585;139;605
Águas Lindas de Goiás;2017;70;282;1133;588;159;602
Águas Lindas de Goiás;2018;90;506;1141;572;172;579
Alexânia;1999;15;8;5;58;16;8
Alexânia;2000;21;5;6;47;17;9
Alexânia;2001;20;3;3;45;15;16
Alexânia;2002;18;131;5;49;17;22
Alexânia;2003;17;27;13;74;11;23
Alexânia;2004;21;14;27;93;9;36
Alexânia;2005;18;25;21;102;9;43
Alexânia;2006;17;21;28;96;8;39
Alexânia;2007;17;25;46;82;7;42
Alexânia;2008;24;16;70;72;8;52
Alexânia;2009;16;17;112;139;9;68
Alexânia;2010;20;25;346;162;7;54
Alexânia;2011;22;22;102;164;11;62
Alexânia;2012;30;79;97;290;9;73
Alexânia;2013;27;119;75;372;13;88
Alexânia;2014;37;289;112;399;21;105
Alexânia;2015;39;246;112;395;21;116
Alexânia;2016;36;244;113;383;23;119
Alexânia;2017;35;310;111;369;24;116
Alexânia;2018;30;490;309;479;32;114
Aloândia;1999;4;2;1;  ;  ;  
Aloândia;2000;4;2;1;  ;  ;  
Aloândia;2001;3;2;1;  ;  ;  
Aloândia;2002;5;1;1;;;
Aloândia;2003;5;1;1;;;
Aloândia;2004;4;3;1;  ;  ;  
Aloândia;2005;4;1;1;  ;  ;  
Aloândia;2006;2;  ;2;  ;  ;  
Aloândia;2007;2;  ;2;  ;  ;  
Aloândia;2008;4;  ;2;  ;  ;  
Aloândia;2009;3;2;2;  ;  ;  
Aloândia;2010;3;2;2;  ;  ;  
Aloândia;2011;3;2;1;;;
Aloândia;2012;4;3;1;4;;
Aloândia;2013;4;4;1;2;;
Aloândia;2014;4;5;1;3;;
Aloândia;2015;4;5;2;3;;
Aloândia;2016;4;4;2;2;;
Aloândia;2017;4;3;2;1;;
Aloândia;2018;4;2;2;2;  ;  
Alto Horizonte;1999;  ;  ;1;  ;  ;  
Alto Horizonte;2000;  ;  ;1;  ;  ;  
Alto Horizonte;2001;  ;  ;1;  ;  ;  
Alto Horizonte;2002;;;1;;;
Alto Horizonte;2003;;;1;;;
Alto Horizonte;2004;  ;  ;1;  ;  ;  
Alto Horizonte;2005;  ;  ;1;15;  ;  
Alto Horizonte;2006;  ;  ;19;6;  ;  
Alto Horizonte;2007;  ;8;37;29;  ;  
Alto Horizonte;2008;  ;23;13;31;1;  
Alto Horizonte;2009;  ;3;73;41;1;2
Alto Horizonte;2010;2;23;95;53;5;1
Alto Horizonte;2011;;24;128;36;5;1
Alto Horizonte;2012;;11;125;28;3;3
Alto Horizonte;2013;;28;108;25;5;1
Alto Horizonte;2014;;27;76;35;6;1
Alto Horizonte;2015;;9;65;28;6;
Alto Horizonte;2016;;7;73;17;7;2
Alto Horizonte;2017;;61;69;85;8;2
Alto Horizonte;2018;  ;81;48;80;11;1
Alto Paraíso de Goiás;1999;  ;6;10;67;  ;3
Alto Paraíso de Goiás;2000;  ;7;9;85;  ;4
Alto Paraíso de Goiás;2001;  ;9;11;121;  ;2
Alto Paraíso de Goiás;2002;;9;9;125;;1
Alto Paraíso de Goiás;2003;;9;9;173;;1
Alto Paraíso de Goiás;2004;6;9;5;168;1;1
Alto Paraíso de Goiás;2005;7;12;6;168;2;1
Alto Paraíso de Goiás;2006;7;19;4;184;  ;7
Alto Paraíso de Goiás;2007;6;32;8;187;  ;9
Alto Paraíso de Goiás;2008;7;35;8;180;  ;8
Alto Paraíso de Goiás;2009;7;33;10;199;  ;13
Alto Paraíso de Goiás;2010;9;30;12;209;  ;22
Alto Paraíso de Goiás;2011;9;33;10;238;1;22
Alto Paraíso de Goiás;2012;10;29;13;257;;24
Alto Paraíso de Goiás;2013;9;42;14;274;1;16
Alto Paraíso de Goiás;2014;9;25;11;286;1;28
Alto Paraíso de Goiás;2015;10;32;14;346;3;35
Alto Paraíso de Goiás;2016;10;29;22;385;3;34
Alto Paraíso de Goiás;2017;9;30;19;428;3;38
Alto Paraíso de Goiás;2018;11;40;16;499;2;39
Alvorada do Norte;1999;20;12;9;5;1;2
Alvorada do Norte;2000;20;6;14;14;4;2
Alvorada do Norte;2001;19;9;16;3;7;2
Alvorada do Norte;2002;21;7;20;6;6;2
Alvorada do Norte;2003;18;8;18;6;6;1
Alvorada do Norte;2004;15;12;22;23;7;8
Alvorada do Norte;2005;17;7;24;42;3;3
Alvorada do Norte;2006;19;46;23;24;5;12
Alvorada do Norte;2007;20;15;30;23;4;9
Alvorada do Norte;2008;23;18;45;26;4;7
Alvorada do Norte;2009;24;24;56;46;6;1
Alvorada do Norte;2010;27;24;36;57;4;9
Alvorada do Norte;2011;28;30;36;61;4;9
Alvorada do Norte;2012;26;78;43;74;6;6
Alvorada do Norte;2013;27;51;60;84;7;6
Alvorada do Norte;2014;27;33;64;81;8;7
Alvorada do Norte;2015;23;34;40;77;15;6
Alvorada do Norte;2016;25;37;42;72;16;6
Alvorada do Norte;2017;28;42;39;59;20;7
Alvorada do Norte;2018;26;51;37;53;25;7
Amaralina;1999;  ;  ;  ;  ;  ;  
Amaralina;2000;  ;  ;  ;  ;  ;  
Amaralina;2001;  ;  ;  ;  ;  ;  
Amaralina;2002;;;;;;
Amaralina;2003;;;;;;
Amaralina;2004;  ;143;  ;  ;  ;  
Amaralina;2005;  ;1;1;1;  ;  
Amaralina;2006;  ;  ;1;  ;  ;  
Amaralina;2007;9;  ;1;  ;  ;  
Amaralina;2008;  ;  ;1;  ;  ;  
Amaralina;2009;  ;  ;2;1;  ;  
Amaralina;2010;  ;  ;1;  ;  ;  
Amaralina;2011;;;1;;;
Amaralina;2012;;;1;;;
Amaralina;2013;;;13;5;;
Amaralina;2014;;;11;1;;
Amaralina;2015;;1;4;1;;
Amaralina;2016;;1;4;1;;
Amaralina;2017;;1;2;1;;
Amaralina;2018;  ;1;3;1;  ;  
Americano do Brasil;1999;  ;  ;1;2;  ;  
Americano do Brasil;2000;  ;  ;1;  ;  ;  
Americano do Brasil;2001;  ;  ;1;  ;  ;  
Americano do Brasil;2002;;;3;1;;
Americano do Brasil;2003;;;3;1;;
Americano do Brasil;2004;  ;1;3;  ;  ;  
Americano do Brasil;2005;  ;  ;2;1;  ;  
Americano do Brasil;2006;  ;44;5;4;  ;  
Americano do Brasil;2007;  ;25;8;15;  ;  
Americano do Brasil;2008;  ;22;14;7;  ;  
Americano do Brasil;2009;  ;16;9;6;1;1
Americano do Brasil;2010;  ;31;14;4;2;2
Americano do Brasil;2011;;18;6;26;;2
Americano do Brasil;2012;;33;43;34;;2
Americano do Brasil;2013;;7;8;11;3;2
Americano do Brasil;2014;;9;12;12;2;
Americano do Brasil;2015;;11;9;10;4;1
Americano do Brasil;2016;;15;4;9;3;
Americano do Brasil;2017;;10;9;10;4;
Americano do Brasil;2018;  ;14;5;7;3;  
Amorinópolis;1999;  ;1;1;2;  ;  
Amorinópolis;2000;  ;  ;1;1;  ;  
Amorinópolis;2001;  ;  ;1;7;  ;  
Amorinópolis;2002;;;3;8;;
Amorinópolis;2003;;;2;3;;
Amorinópolis;2004;  ;  ;2;4;  ;  
Amorinópolis;2005;  ;3;1;3;  ;  
Amorinópolis;2006;  ;  ;2;3;  ;  
Amorinópolis;2007;  ;  ;3;2;  ;  
Amorinópolis;2008;  ;  ;2;2;  ;  
Amorinópolis;2009;  ;2;3;1;  ;  
Amorinópolis;2010;  ;3;2;3;  ;  
Amorinópolis;2011;;4;4;2;;
Amorinópolis;2012;;3;5;2;;
Amorinópolis;2013;;3;8;2;;
Amorinópolis;2014;;3;5;2;;
Amorinópolis;2015;;3;4;3;;
Amorinópolis;2016;;5;4;2;;
Amorinópolis;2017;;4;5;2;;
Amorinópolis;2018;  ;4;5;2;1;  
Anápolis;1999;646;1204;1884;2861;1896;2122
Anápolis;2000;661;1390;2601;3571;1987;2095
Anápolis;2001;661;1320;2238;3835;2108;2353
Anápolis;2002;723;1462;3095;3704;2203;3277
Anápolis;2003;638;1535;2480;3955;2128;1705
Anápolis;2004;624;2112;2677;4493;2118;1682
Anápolis;2005;661;3010;2788;4639;2700;1830
Anápolis;2006;728;2033;3487;4976;2686;4890
Anápolis;2007;839;2205;3624;4379;2731;5921
Anápolis;2008;800;2469;3773;4971;2887;2711
Anápolis;2009;814;2699;4066;5722;2917;2643
Anápolis;2010;891;3248;4685;6025;3106;2990
Anápolis;2011;981;3641;4890;6202;3292;6723
Anápolis;2012;1089;4455;5092;6708;3485;3279
Anápolis;2013;1066;5138;5485;6815;3569;3701
Anápolis;2014;1089;6060;5579;6958;3787;7933
Anápolis;2015;1065;5853;6369;7448;3999;7645
Anápolis;2016;1078;5753;5655;7224;3877;7508
Anápolis;2017;1030;6462;5915;7200;4255;7584
Anápolis;2018;1077;6879;6061;7253;4567;7641
Anhanguera;1999;  ;  ;2;  ;  ;  
Anhanguera;2000;  ;  ;1;  ;  ;  
Anhanguera;2001;  ;  ;1;  ;  ;  
Anhanguera;2002;;;4;4;;
Anhanguera;2003;;;6;;;
Anhanguera;2004;  ;  ;2;  ;  ;  
Anhanguera;2005;  ;  ;2;  ;  ;  
Anhanguera;2006;  ;  ;2;  ;  ;  
Anhanguera;2007;  ;  ;2;  ;  ;  
Anhanguera;2008;  ;  ;3;  ;  ;  
Anhanguera;2009;  ;  ;3;  ;  ;  
Anhanguera;2010;  ;  ;3;  ;  ;  
Anhanguera;2011;;;1;;;
Anhanguera;2012;;;1;;;
Anhanguera;2013;;;1;2;;
Anhanguera;2014;;;2;1;;
Anhanguera;2015;;;2;2;;
Anhanguera;2016;;;1;2;;
Anhanguera;2017;;;1;4;;
Anhanguera;2018;  ;  ;1;3;  ;  
Anicuns;1999;24;8;7;28;47;76
Anicuns;2000;26;4;6;23;45;  
Anicuns;2001;25;9;11;36;46;1
Anicuns;2002;25;23;12;25;47;67
Anicuns;2003;25;10;12;33;43;95
Anicuns;2004;20;12;17;38;43;122
Anicuns;2005;20;11;12;46;45;161
Anicuns;2006;21;14;15;48;48;171
Anicuns;2007;26;27;37;51;47;24
Anicuns;2008;27;29;35;41;41;168
Anicuns;2009;26;25;31;49;23;166
Anicuns;2010;29;36;51;65;25;141
Anicuns;2011;34;39;60;63;29;118
Anicuns;2012;38;54;54;68;28;38
Anicuns;2013;39;62;54;81;28;120
Anicuns;2014;37;51;83;83;36;107
Anicuns;2015;35;50;73;87;34;119
Anicuns;2016;33;48;53;82;32;105
Anicuns;2017;34;59;53;92;31;113
Anicuns;2018;46;66;47;97;43;102
Aparecida de Goiânia;1999;81;8325;604;8207;666;223
Aparecida de Goiânia;2000;88;11081;807;7865;699;271
Aparecida de Goiânia;2001;165;10313;1243;10688;731;494
Aparecida de Goiânia;2002;360;10747;1466;11343;794;565
Aparecida de Goiânia;2003;355;14774;908;11673;994;708
Aparecida de Goiânia;2004;387;16149;2071;13171;1079;655
Aparecida de Goiânia;2005;416;15535;1591;16332;1107;655
Aparecida de Goiânia;2006;474;14257;1832;15084;1087;916
Aparecida de Goiânia;2007;505;17495;2255;15557;1216;1023
Aparecida de Goiânia;2008;564;18770;2764;15938;1024;883
Aparecida de Goiânia;2009;524;20621;3124;17694;1341;1262
Aparecida de Goiânia;2010;548;19622;3911;19188;1300;1452
Aparecida de Goiânia;2011;557;19179;5831;20508;1406;1578
Aparecida de Goiânia;2012;720;18705;5562;19904;1527;1729
Aparecida de Goiânia;2013;798;19690;5500;18337;1869;1982
Aparecida de Goiânia;2014;892;17872;6347;19703;2375;2183
Aparecida de Goiânia;2015;703;16854;5472;17337;2073;2276
Aparecida de Goiânia;2016;762;13811;5616;16424;2395;2282
Aparecida de Goiânia;2017;775;14505;5785;16802;2199;2192
Aparecida de Goiânia;2018;870;15870;6007;15074;3141;2194
Aparecida do Rio Doce;1999;  ;1;1;4;  ;  
Aparecida do Rio Doce;2000;  ;3;1;  ;  ;  
Aparecida do Rio Doce;2001;  ;3;1;  ;  ;  
Aparecida do Rio Doce;2002;;3;1;;3;
Aparecida do Rio Doce;2003;;3;1;;2;
Aparecida do Rio Doce;2004;  ;21;2;5;2;  
Aparecida do Rio Doce;2005;  ;19;1;11;2;  
Aparecida do Rio Doce;2006;  ;2;3;15;  ;  
Aparecida do Rio Doce;2007;  ;34;11;8;1;1
Aparecida do Rio Doce;2008;  ;107;3;6;2;1
Aparecida do Rio Doce;2009;  ;171;3;4;1;2
Aparecida do Rio Doce;2010;  ;261;1;1;1;  
Aparecida do Rio Doce;2011;4;250;2;1;1;2
Aparecida do Rio Doce;2012;5;6;2;12;1;
Aparecida do Rio Doce;2013;5;6;4;9;1;2
Aparecida do Rio Doce;2014;5;281;18;10;2;
Aparecida do Rio Doce;2015;5;7;3;8;2;1
Aparecida do Rio Doce;2016;6;235;1;8;1;1
Aparecida do Rio Doce;2017;8;5;3;10;2;
Aparecida do Rio Doce;2018;8;8;5;8;2;  
Aporé;1999;3;12;2;  ;  ;  
Aporé;2000;5;1;  ;  ;  ;  
Aporé;2001;6;  ;2;  ;  ;  
Aporé;2002;4;;3;1;;
Aporé;2003;5;;2;1;;
Aporé;2004;5;6;1;17;  ;  
Aporé;2005;6;2;1;24;  ;  
Aporé;2006;5;2;2;2;  ;  
Aporé;2007;6;7;5;9;  ;  
Aporé;2008;6;5;3;7;  ;  
Aporé;2009;6;5;3;8;  ;  
Aporé;2010;6;3;4;17;  ;  
Aporé;2011;6;5;8;19;;1
Aporé;2012;5;6;5;13;;1
Aporé;2013;7;7;4;27;;
Aporé;2014;6;3;2;37;;
Aporé;2015;6;6;13;31;;
Aporé;2016;5;3;2;8;;1
Aporé;2017;4;3;1;14;;2
Aporé;2018;3;7;1;13;  ;  
Araçu;1999;  ;  ;1;  ;  ;  
Araçu;2000;1;  ;1;1;  ;  
Araçu;2001;3;  ;3;  ;  ;  
Araçu;2002;2;;3;;;
Araçu;2003;2;;3;;;
Araçu;2004;1;1;4;1;  ;  
Araçu;2005;  ;  ;3;  ;  ;  
Araçu;2006;  ;  ;1;2;  ;  
Araçu;2007;  ;  ;3;2;  ;  
Araçu;2008;  ;  ;2;3;  ;  
Araçu;2009;  ;  ;1;3;  ;  
Araçu;2010;  ;1;1;2;  ;  
Araçu;2011;;2;3;4;;
Araçu;2012;;3;3;5;;
Araçu;2013;;8;3;9;;
Araçu;2014;;3;6;8;;
Araçu;2015;;10;12;7;;
Araçu;2016;;2;22;6;;
Araçu;2017;;6;16;3;;
Araçu;2018;  ;5;17;3;  ;  
Aragarças;1999;6;2;25;6;21;2
Aragarças;2000;5;3;26;3;21;4
Aragarças;2001;5;5;26;12;26;2
Aragarças;2002;6;3;38;21;22;6
Aragarças;2003;4;3;32;23;22;6
Aragarças;2004;4;3;44;42;5;7
Aragarças;2005;3;1;35;57;5;9
Aragarças;2006;3;3;37;63;2;10
Aragarças;2007;3;1;37;57;1;6
Aragarças;2008;3;5;37;57;2;12
Aragarças;2009;3;17;38;70;2;15
Aragarças;2010;3;20;38;85;2;18
Aragarças;2011;5;19;44;88;3;16
Aragarças;2012;6;21;42;100;4;26
Aragarças;2013;11;20;48;131;5;27
Aragarças;2014;15;28;49;144;234;114
Aragarças;2015;12;33;49;146;235;101
Aragarças;2016;15;30;46;147;150;95
Aragarças;2017;15;29;60;158;256;166
Aragarças;2018;13;37;56;165;231;143
Aragoiânia;1999;1;26;1;14;  ;  
Aragoiânia;2000;4;10;1;14;  ;  
Aragoiânia;2001;1;44;1;10;  ;  
Aragoiânia;2002;;60;9;9;;
Aragoiânia;2003;;29;3;4;;
Aragoiânia;2004;  ;43;8;9;  ;  
Aragoiânia;2005;  ;38;5;4;  ;  
Aragoiânia;2006;  ;21;3;8;  ;  
Aragoiânia;2007;  ;17;5;28;  ;  
Aragoiânia;2008;  ;7;3;29;  ;  
Aragoiânia;2009;  ;16;3;40;  ;  
Aragoiânia;2010;  ;8;3;39;  ;1
Aragoiânia;2011;;11;3;9;;1
Aragoiânia;2012;;8;3;11;;1
Aragoiânia;2013;;9;7;14;;2
Aragoiânia;2014;;44;15;54;1;4
Aragoiânia;2015;;42;18;14;1;6
Aragoiânia;2016;;44;20;22;7;13
Aragoiânia;2017;;49;19;23;8;13
Aragoiânia;2018;  ;9;22;25;6;8
Araguapaz;1999;4;  ;4;2;3;  
Araguapaz;2000;4;1;1;1;5;  
Araguapaz;2001;4;1;1;3;5;  
Araguapaz;2002;7;2;3;7;1;1
Araguapaz;2003;4;2;3;8;1;
Araguapaz;2004;5;1;3;12;1;6
Araguapaz;2005;5;1;2;12;4;7
Araguapaz;2006;4;2;3;13;4;  
Araguapaz;2007;5;1;3;12;3;9
Araguapaz;2008;5;4;1;8;3;  
Araguapaz;2009;4;4;5;14;2;  
Araguapaz;2010;8;2;3;15;2;  
Araguapaz;2011;6;6;8;22;2;
Araguapaz;2012;5;3;6;21;1;
Araguapaz;2013;5;4;14;23;4;
Araguapaz;2014;5;6;18;21;6;
Araguapaz;2015;5;5;18;14;6;1
Araguapaz;2016;5;5;17;19;3;1
Araguapaz;2017;5;3;18;20;2;2
Araguapaz;2018;5;2;20;20;2;1
Arenópolis;1999;2;1;1;6;  ;  
Arenópolis;2000;2;2;1;6;  ;  
Arenópolis;2001;2;1;1;3;  ;  
Arenópolis;2002;2;1;1;9;;
Arenópolis;2003;2;1;1;9;;
Arenópolis;2004;  ;1;1;8;  ;  
Arenópolis;2005;  ;2;17;5;  ;  
Arenópolis;2006;  ;2;18;7;  ;  
Arenópolis;2007;  ;2;26;5;1;  
Arenópolis;2008;  ;2;2;5;  ;  
Arenópolis;2009;  ;2;2;8;  ;  
Arenópolis;2010;  ;3;2;7;  ;  
Arenópolis;2011;;2;3;8;;
Arenópolis;2012;;2;3;14;;
Arenópolis;2013;;2;3;28;;
Arenópolis;2014;;2;3;22;;
Arenópolis;2015;;2;4;11;;
Arenópolis;2016;4;4;2;9;1;
Arenópolis;2017;6;4;2;7;;
Arenópolis;2018;6;3;3;6;  ;  
Aruanã;1999;6;2;3;13;58;  
Aruanã;2000;4;12;4;15;  ;  
Aruanã;2001;4;6;7;9;  ;  
Aruanã;2002;3;52;9;10;1;
Aruanã;2003;3;11;2;16;1;
Aruanã;2004;2;16;7;18;1;  
Aruanã;2005;2;17;3;19;  ;  
Aruanã;2006;1;12;3;15;1;  
Aruanã;2007;2;7;4;26;  ;  
Aruanã;2008;3;17;3;16;  ;  
Aruanã;2009;2;13;2;26;  ;  
Aruanã;2010;2;9;5;21;  ;  
Aruanã;2011;4;19;5;24;;
Aruanã;2012;3;41;5;19;;
Aruanã;2013;4;33;6;9;;
Aruanã;2014;4;33;9;28;1;
Aruanã;2015;4;42;10;46;1;
Aruanã;2016;4;39;20;47;;
Aruanã;2017;4;40;16;49;;
Aruanã;2018;4;49;17;49;2;  
Aurilândia;1999;4;1;1;4;  ;  
Aurilândia;2000;3;1;1;7;  ;  
Aurilândia;2001;4;1;1;7;  ;  
Aurilândia;2002;4;1;2;4;;
Aurilândia;2003;1;1;1;5;;
Aurilândia;2004;2;  ;1;6;  ;  
Aurilândia;2005;2;1;1;7;  ;  
Aurilândia;2006;1;1;2;7;  ;  
Aurilândia;2007;1;1;2;11;  ;  
Aurilândia;2008;1;  ;1;10;  ;  
Aurilândia;2009;1;  ;2;7;  ;  
Aurilândia;2010;2;  ;1;9;  ;  
Aurilândia;2011;1;1;2;9;;2
Aurilândia;2012;5;1;3;12;;1
Aurilândia;2013;1;1;3;9;3;1
Aurilândia;2014;1;1;3;13;2;
Aurilândia;2015;1;1;3;11;5;
Aurilândia;2016;1;1;3;13;5;
Aurilândia;2017;1;1;4;15;3;
Aurilândia;2018;1;2;3;14;3;  
Avelinópolis;1999;  ;1;1;  ;  ;  
Avelinópolis;2000;  ;  ;2;  ;  ;  
Avelinópolis;2001;  ;  ;2;  ;  ;  
Avelinópolis;2002;;;2;;;
Avelinópolis;2003;;;2;;;
Avelinópolis;2004;  ;  ;2;1;  ;  
Avelinópolis;2005;  ;1;1;  ;  ;  
Avelinópolis;2006;  ;  ;11;1;  ;  
Avelinópolis;2007;  ;  ;8;2;  ;  
Avelinópolis;2008;  ;  ;2;3;  ;  
Avelinópolis;2009;  ;  ;2;2;  ;  
Avelinópolis;2010;  ;1;2;2;  ;  
Avelinópolis;2011;;2;35;3;;
Avelinópolis;2012;;2;1;5;;
Avelinópolis;2013;;1;1;4;;
Avelinópolis;2014;;1;1;5;;
Avelinópolis;2015;;2;1;6;;
Avelinópolis;2016;;2;1;4;1;
Avelinópolis;2017;;2;1;5;;
Avelinópolis;2018;  ;2;1;6;1;  
Baliza;1999;  ;  ;1;  ;  ;  
Baliza;2000;  ;  ;1;  ;3;  
Baliza;2001;  ;  ;1;  ;  ;  
Baliza;2002;;;1;;;
Baliza;2003;;1;1;1;;
Baliza;2004;  ;2;1;  ;  ;  
Baliza;2005;  ;2;2;  ;  ;  
Baliza;2006;  ;1;2;1;  ;  
Baliza;2007;  ;1;2;  ;  ;  
Baliza;2008;  ;1;3;  ;  ;  
Baliza;2009;  ;1;2;  ;  ;  
Baliza;2010;  ;1;2;  ;  ;  
Baliza;2011;;1;2;;;
