Localidade;Ano;PopulacaoContagemTotal;PopulacaoContagemMasculina;PopulacaoContagemFeminina;PopulacaoContagemUrbana;PopulacaoContagemRural;PopulacaoContagem0-4;PopulacaoContagem5-9;PopulacaoContagem10-14;PopulacaoContagem15-19;PopulacaoContagem20-29;PopulacaoContagem30-39;PopulacaoContagem40-49;PopulacaoContagem50-59;PopulacaoContagem60-69;PopulacaoContagem70-79;PopulacaoContagem80;PopulacaoContagemIdadeIgnorada
Corumbaíba;2019;;;;;;;;;;;;;;;;;
Corumbaíba;2020;;;;;;;;;;;;;;;;;
Cristalina;1996;28262;14623;13639;21000;7262;3313;3142;3208;3095;5438;4086;2722;1617;949;466;172;54
Cristalina;2007;36614;18393;17470;30292;6322;4536;4509;4182;4024;7776;6651;4704;2877;1534;783;348;
Cristalina;2011;;;;;;;;;;;;;;;;;
Cristalina;2012;;;;;;;;;;;;;;;;;
Cristalina;2013;;;;;;;;;;;;;;;;;
Cristalina;2014;;;;;;;;;;;;;;;;;
Cristalina;2015;;;;;;;;;;;;;;;;;
Cristalina;2016;;;;;;;;;;;;;;;;;
Cristalina;2017;;;;;;;;;;;;;;;;;
Cristalina;2018;;;;;;;;;;;;;;;;;
Cristalina;2019;;;;;;;;;;;;;;;;;
Cristalina;2020;;;;;;;;;;;;;;;;;
Cristianópolis;1996;2665;1369;1296;2108;557;254;237;260;241;481;379;280;218;165;91;38;21
Cristianópolis;2007;3041;1597;1440;2470;571;254;256;282;283;575;540;465;292;226;140;73;
Cristianópolis;2011;;;;;;;;;;;;;;;;;
Cristianópolis;2012;;;;;;;;;;;;;;;;;
Cristianópolis;2013;;;;;;;;;;;;;;;;;
Cristianópolis;2014;;;;;;;;;;;;;;;;;
Cristianópolis;2015;;;;;;;;;;;;;;;;;
Cristianópolis;2016;;;;;;;;;;;;;;;;;
Cristianópolis;2017;;;;;;;;;;;;;;;;;
Cristianópolis;2018;;;;;;;;;;;;;;;;;
Cristianópolis;2019;;;;;;;;;;;;;;;;;
Cristianópolis;2020;;;;;;;;;;;;;;;;;
Crixás;1996;16011;8450;7561;10396;5615;1702;1738;1790;1676;3131;2465;1556;1040;569;218;93;33
Crixás;2007;14547;7514;6908;11516;3031;851;858;898;918;1819;1617;1466;1045;766;399;158;
Crixás;2011;;;;;;;;;;;;;;;;;
Crixás;2012;;;;;;;;;;;;;;;;;
Crixás;2013;;;;;;;;;;;;;;;;;
Crixás;2014;;;;;;;;;;;;;;;;;
Crixás;2015;;;;;;;;;;;;;;;;;
Crixás;2016;;;;;;;;;;;;;;;;;
Crixás;2017;;;;;;;;;;;;;;;;;
Crixás;2018;;;;;;;;;;;;;;;;;
Crixás;2019;;;;;;;;;;;;;;;;;
Crixás;2020;;;;;;;;;;;;;;;;;
Cromínia;1996;3703;1933;1770;2629;1074;291;357;366;402;645;521;432;306;241;102;36;4
Cromínia;2007;3618;1791;1726;2726;892;292;300;276;304;645;615;488;424;289;177;70;
Cromínia;2011;;;;;;;;;;;;;;;;;
Cromínia;2012;;;;;;;;;;;;;;;;;
Cromínia;2013;;;;;;;;;;;;;;;;;
Cromínia;2014;;;;;;;;;;;;;;;;;
Cromínia;2015;;;;;;;;;;;;;;;;;
Cromínia;2016;;;;;;;;;;;;;;;;;
Cromínia;2017;;;;;;;;;;;;;;;;;
Cromínia;2018;;;;;;;;;;;;;;;;;
Cromínia;2019;;;;;;;;;;;;;;;;;
Cromínia;2020;;;;;;;;;;;;;;;;;
Cumari;1996;3095;1588;1507;2340;755;271;270;282;300;531;438;346;288;198;118;43;10
Cumari;2007;3055;1559;1474;2440;615;242;253;248;263;524;484;469;341;263;143;71;
Cumari;2011;;;;;;;;;;;;;;;;;
Cumari;2012;;;;;;;;;;;;;;;;;
Cumari;2013;;;;;;;;;;;;;;;;;
Cumari;2014;;;;;;;;;;;;;;;;;
Cumari;2015;;;;;;;;;;;;;;;;;
Cumari;2016;;;;;;;;;;;;;;;;;
Cumari;2017;;;;;;;;;;;;;;;;;
Cumari;2018;;;;;;;;;;;;;;;;;
Cumari;2019;;;;;;;;;;;;;;;;;
Cumari;2020;;;;;;;;;;;;;;;;;
Damianópolis;1996;3538;1805;1733;1306;2232;338;423;525;459;527;421;343;239;144;82;34;3
Damianópolis;2007;3507;1827;1677;1846;1661;252;231;263;293;601;405;349;296;164;92;44;
Damianópolis;2011;;;;;;;;;;;;;;;;;
Damianópolis;2012;;;;;;;;;;;;;;;;;
Damianópolis;2013;;;;;;;;;;;;;;;;;
Damianópolis;2014;;;;;;;;;;;;;;;;;
Damianópolis;2015;;;;;;;;;;;;;;;;;
Damianópolis;2016;;;;;;;;;;;;;;;;;
Damianópolis;2017;;;;;;;;;;;;;;;;;
Damianópolis;2018;;;;;;;;;;;;;;;;;
Damianópolis;2019;;;;;;;;;;;;;;;;;
Damianópolis;2020;;;;;;;;;;;;;;;;;
Damolândia;1996;2629;1379;1250;1825;804;225;273;267;251;438;442;338;186;129;59;19;2
Damolândia;2007;2688;1366;1307;2136;552;164;178;201;229;424;373;405;305;164;90;38;
Damolândia;2011;;;;;;;;;;;;;;;;;
Damolândia;2012;;;;;;;;;;;;;;;;;
Damolândia;2013;;;;;;;;;;;;;;;;;
Damolândia;2014;;;;;;;;;;;;;;;;;
Damolândia;2015;;;;;;;;;;;;;;;;;
Damolândia;2016;;;;;;;;;;;;;;;;;
Damolândia;2017;;;;;;;;;;;;;;;;;
Damolândia;2018;;;;;;;;;;;;;;;;;
Damolândia;2019;;;;;;;;;;;;;;;;;
Damolândia;2020;;;;;;;;;;;;;;;;;
Davinópolis;1996;2079;1109;970;1174;905;172;178;194;247;343;303;267;196;117;42;17;3
Davinópolis;2007;2013;1060;953;1356;657;136;135;153;152;330;323;266;265;158;83;24;
Davinópolis;2011;;;;;;;;;;;;;;;;;
Davinópolis;2012;;;;;;;;;;;;;;;;;
Davinópolis;2013;;;;;;;;;;;;;;;;;
Davinópolis;2014;;;;;;;;;;;;;;;;;
Davinópolis;2015;;;;;;;;;;;;;;;;;
Davinópolis;2016;;;;;;;;;;;;;;;;;
Davinópolis;2017;;;;;;;;;;;;;;;;;
Davinópolis;2018;;;;;;;;;;;;;;;;;
Davinópolis;2019;;;;;;;;;;;;;;;;;
Davinópolis;2020;;;;;;;;;;;;;;;;;
Diorama;1996;2741;1408;1333;1403;1338;292;247;281;234;545;394;311;235;117;56;26;3
Diorama;2007;2236;1145;1090;1395;841;143;143;187;198;350;397;355;278;197;100;36;
Diorama;2011;;;;;;;;;;;;;;;;;
Diorama;2012;;;;;;;;;;;;;;;;;
Diorama;2013;;;;;;;;;;;;;;;;;
Diorama;2014;;;;;;;;;;;;;;;;;
Diorama;2015;;;;;;;;;;;;;;;;;
Diorama;2016;;;;;;;;;;;;;;;;;
Diorama;2017;;;;;;;;;;;;;;;;;
Diorama;2018;;;;;;;;;;;;;;;;;
Diorama;2019;;;;;;;;;;;;;;;;;
Diorama;2020;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;1996;5015;2657;2358;2857;2158;495;660;753;617;785;583;439;332;206;99;45;1
Divinópolis de Goiás;2007;5344;2841;2493;3116;2228;524;524;492;559;1023;643;572;433;302;163;72;
Divinópolis de Goiás;2011;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;2012;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;2013;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;2014;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;2015;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;2016;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;2017;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;2018;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;2019;;;;;;;;;;;;;;;;;
Divinópolis de Goiás;2020;;;;;;;;;;;;;;;;;
Doverlândia;1996;7472;3974;3498;4393;3079;759;754;815;820;1410;1056;790;597;295;121;37;18
Doverlândia;2007;8344;4414;3882;5073;3271;579;567;583;631;1256;1135;963;701;448;211;70;
Doverlândia;2011;;;;;;;;;;;;;;;;;
Doverlândia;2012;;;;;;;;;;;;;;;;;
Doverlândia;2013;;;;;;;;;;;;;;;;;
Doverlândia;2014;;;;;;;;;;;;;;;;;
Doverlândia;2015;;;;;;;;;;;;;;;;;
Doverlândia;2016;;;;;;;;;;;;;;;;;
Doverlândia;2017;;;;;;;;;;;;;;;;;
Doverlândia;2018;;;;;;;;;;;;;;;;;
Doverlândia;2019;;;;;;;;;;;;;;;;;
Doverlândia;2020;;;;;;;;;;;;;;;;;
Edealina;1996;3783;2006;1777;2343;1440;372;294;409;379;712;531;409;301;226;86;39;25
Edealina;2007;3718;1926;1785;2557;1161;278;291;272;265;560;555;462;384;290;175;68;
Edealina;2011;;;;;;;;;;;;;;;;;
Edealina;2012;;;;;;;;;;;;;;;;;
Edealina;2013;;;;;;;;;;;;;;;;;
Edealina;2014;;;;;;;;;;;;;;;;;
Edealina;2015;;;;;;;;;;;;;;;;;
Edealina;2016;;;;;;;;;;;;;;;;;
Edealina;2017;;;;;;;;;;;;;;;;;
Edealina;2018;;;;;;;;;;;;;;;;;
Edealina;2019;;;;;;;;;;;;;;;;;
Edealina;2020;;;;;;;;;;;;;;;;;
Edéia;1996;10357;5378;4979;8039;2318;974;972;1090;1125;2019;1644;1080;757;416;202;66;12
Edéia;2007;10251;5240;4989;8511;1740;917;957;956;916;1942;1887;1539;1016;661;339;126;
Edéia;2011;;;;;;;;;;;;;;;;;
Edéia;2012;;;;;;;;;;;;;;;;;
Edéia;2013;;;;;;;;;;;;;;;;;
Edéia;2014;;;;;;;;;;;;;;;;;
Edéia;2015;;;;;;;;;;;;;;;;;
Edéia;2016;;;;;;;;;;;;;;;;;
Edéia;2017;;;;;;;;;;;;;;;;;
Edéia;2018;;;;;;;;;;;;;;;;;
Edéia;2019;;;;;;;;;;;;;;;;;
Edéia;2020;;;;;;;;;;;;;;;;;
Estrela do Norte;1996;3513;1799;1714;3059;454;315;414;400;369;605;503;368;240;177;82;38;2
Estrela do Norte;2007;3174;1630;1544;2774;400;290;308;273;315;571;499;459;338;186;115;44;
Estrela do Norte;2011;;;;;;;;;;;;;;;;;
Estrela do Norte;2012;;;;;;;;;;;;;;;;;
Estrela do Norte;2013;;;;;;;;;;;;;;;;;
Estrela do Norte;2014;;;;;;;;;;;;;;;;;
Estrela do Norte;2015;;;;;;;;;;;;;;;;;
Estrela do Norte;2016;;;;;;;;;;;;;;;;;
Estrela do Norte;2017;;;;;;;;;;;;;;;;;
Estrela do Norte;2018;;;;;;;;;;;;;;;;;
Estrela do Norte;2019;;;;;;;;;;;;;;;;;
Estrela do Norte;2020;;;;;;;;;;;;;;;;;
Faina;1996;7745;4143;3602;3172;4573;689;772;876;920;1474;1035;804;591;358;167;56;3
Faina;2007;6918;3498;3117;3862;3056;560;551;506;552;1250;1153;887;666;483;228;93;
Faina;2011;;;;;;;;;;;;;;;;;
Faina;2012;;;;;;;;;;;;;;;;;
Faina;2013;;;;;;;;;;;;;;;;;
Faina;2014;;;;;;;;;;;;;;;;;
Faina;2015;;;;;;;;;;;;;;;;;
Faina;2016;;;;;;;;;;;;;;;;;
Faina;2017;;;;;;;;;;;;;;;;;
Faina;2018;;;;;;;;;;;;;;;;;
Faina;2019;;;;;;;;;;;;;;;;;
Faina;2020;;;;;;;;;;;;;;;;;
Fazenda Nova;1996;7522;3910;3612;4645;2877;661;748;804;775;1333;1172;806;620;378;163;58;4
Fazenda Nova;2007;6373;3302;3060;4257;2116;486;495;549;580;1132;1068;1101;778;499;254;93;
Fazenda Nova;2011;;;;;;;;;;;;;;;;;
Fazenda Nova;2012;;;;;;;;;;;;;;;;;
Fazenda Nova;2013;;;;;;;;;;;;;;;;;
Fazenda Nova;2014;;;;;;;;;;;;;;;;;
Fazenda Nova;2015;;;;;;;;;;;;;;;;;
Fazenda Nova;2016;;;;;;;;;;;;;;;;;
Fazenda Nova;2017;;;;;;;;;;;;;;;;;
Fazenda Nova;2018;;;;;;;;;;;;;;;;;
Fazenda Nova;2019;;;;;;;;;;;;;;;;;
Fazenda Nova;2020;;;;;;;;;;;;;;;;;
Firminópolis;1996;9666;4806;4860;7423;2243;822;858;1019;908;1708;1479;1107;813;563;284;87;18
Firminópolis;2007;10286;5108;5178;8212;2074;630;654;778;805;1640;1538;1450;1126;772;444;199;
Firminópolis;2011;;;;;;;;;;;;;;;;;
Firminópolis;2012;;;;;;;;;;;;;;;;;
Firminópolis;2013;;;;;;;;;;;;;;;;;
Firminópolis;2014;;;;;;;;;;;;;;;;;
Firminópolis;2015;;;;;;;;;;;;;;;;;
Firminópolis;2016;;;;;;;;;;;;;;;;;
Firminópolis;2017;;;;;;;;;;;;;;;;;
Firminópolis;2018;;;;;;;;;;;;;;;;;
Firminópolis;2019;;;;;;;;;;;;;;;;;
Firminópolis;2020;;;;;;;;;;;;;;;;;
Flores de Goiás;1996;5350;2822;2528;2049;3301;555;765;834;600;865;757;439;304;140;59;20;12
Flores de Goiás;2007;10382;5602;4675;2875;7507;1118;1001;947;960;1745;1213;1219;790;392;165;40;
Flores de Goiás;2011;;;;;;;;;;;;;;;;;
Flores de Goiás;2012;;;;;;;;;;;;;;;;;
Flores de Goiás;2013;;;;;;;;;;;;;;;;;
Flores de Goiás;2014;;;;;;;;;;;;;;;;;
Flores de Goiás;2015;;;;;;;;;;;;;;;;;
Flores de Goiás;2016;;;;;;;;;;;;;;;;;
Flores de Goiás;2017;;;;;;;;;;;;;;;;;
Flores de Goiás;2018;;;;;;;;;;;;;;;;;
Flores de Goiás;2019;;;;;;;;;;;;;;;;;
Flores de Goiás;2020;;;;;;;;;;;;;;;;;
Formosa;1996;68704;34464;34240;59918;8786;7640;7930;8761;8227;12431;9857;6082;3881;2348;1071;383;93
Formosa;2007;90212;44912;44813;79824;10388;9624;9479;9061;9162;18869;14146;10832;6608;3815;1982;825;
Formosa;2011;;;;;;;;;;;;;;;;;
Formosa;2012;;;;;;;;;;;;;;;;;
Formosa;2013;;;;;;;;;;;;;;;;;
Formosa;2014;;;;;;;;;;;;;;;;;
Formosa;2015;;;;;;;;;;;;;;;;;
Formosa;2016;;;;;;;;;;;;;;;;;
Formosa;2017;;;;;;;;;;;;;;;;;
Formosa;2018;;;;;;;;;;;;;;;;;
Formosa;2019;;;;;;;;;;;;;;;;;
Formosa;2020;;;;;;;;;;;;;;;;;
Formoso;1996;5934;2999;2935;4187;1747;552;567;756;659;1033;881;598;415;292;124;48;9
Formoso;2007;5241;2666;2498;3681;1560;399;404;434;433;897;749;680;461;336;215;94;
Formoso;2011;;;;;;;;;;;;;;;;;
Formoso;2012;;;;;;;;;;;;;;;;;
Formoso;2013;;;;;;;;;;;;;;;;;
Formoso;2014;;;;;;;;;;;;;;;;;
Formoso;2015;;;;;;;;;;;;;;;;;
Formoso;2016;;;;;;;;;;;;;;;;;
Formoso;2017;;;;;;;;;;;;;;;;;
Formoso;2018;;;;;;;;;;;;;;;;;
Formoso;2019;;;;;;;;;;;;;;;;;
Formoso;2020;;;;;;;;;;;;;;;;;
Gameleira de Goiás;1996;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2007;3289;1692;1494;1005;2284;237;229;225;233;468;469;405;288;167;95;34;
Gameleira de Goiás;2011;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2012;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2013;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2014;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2015;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2016;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2017;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2018;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2019;;;;;;;;;;;;;;;;;
Gameleira de Goiás;2020;;;;;;;;;;;;;;;;;
Goianápolis;1996;10191;5325;4866;9325;866;1167;1125;1177;1161;2052;1466;943;560;338;135;49;18
Goianápolis;2007;11159;5669;5482;10109;1050;1333;1248;1287;1285;2672;2213;1671;945;551;291;97;
Goianápolis;2011;;;;;;;;;;;;;;;;;
Goianápolis;2012;;;;;;;;;;;;;;;;;
Goianápolis;2013;;;;;;;;;;;;;;;;;
Goianápolis;2014;;;;;;;;;;;;;;;;;
Goianápolis;2015;;;;;;;;;;;;;;;;;
Goianápolis;2016;;;;;;;;;;;;;;;;;
Goianápolis;2017;;;;;;;;;;;;;;;;;
Goianápolis;2018;;;;;;;;;;;;;;;;;
Goianápolis;2019;;;;;;;;;;;;;;;;;
Goianápolis;2020;;;;;;;;;;;;;;;;;
Goiandira;1996;5157;2635;2522;4238;919;392;429;541;497;882;727;644;466;356;156;58;9
Goiandira;2007;4925;2435;2414;4252;673;284;299;322;347;732;663;684;554;401;232;102;
Goiandira;2011;;;;;;;;;;;;;;;;;
Goiandira;2012;;;;;;;;;;;;;;;;;
Goiandira;2013;;;;;;;;;;;;;;;;;
Goiandira;2014;;;;;;;;;;;;;;;;;
Goiandira;2015;;;;;;;;;;;;;;;;;
Goiandira;2016;;;;;;;;;;;;;;;;;
Goiandira;2017;;;;;;;;;;;;;;;;;
Goiandira;2018;;;;;;;;;;;;;;;;;
Goiandira;2019;;;;;;;;;;;;;;;;;
Goiandira;2020;;;;;;;;;;;;;;;;;
Goianésia;1996;46308;23156;23152;41563;4745;4439;4743;5193;4966;8715;7081;4701;3092;2038;898;369;73
Goianésia;2007;53806;27022;26620;49934;3872;4497;4627;4752;4914;9739;8593;7010;4580;2958;1588;690;
Goianésia;2011;;;;;;;;;;;;;;;;;
Goianésia;2012;;;;;;;;;;;;;;;;;
Goianésia;2013;;;;;;;;;;;;;;;;;
Goianésia;2014;;;;;;;;;;;;;;;;;
Goianésia;2015;;;;;;;;;;;;;;;;;
Goianésia;2016;;;;;;;;;;;;;;;;;
Goianésia;2017;;;;;;;;;;;;;;;;;
Goianésia;2018;;;;;;;;;;;;;;;;;
Goianésia;2019;;;;;;;;;;;;;;;;;
Goianésia;2020;;;;;;;;;;;;;;;;;
Goiânia;1996;1003477;479500;523977;997500;5977;87586;91584;100988;112500;204850;164849;113354;65037;37940;17330;6163;1296
Goiânia;2007;1244645;...;...;...;...;92370;96399;99040;105033;255328;208795;165925;112169;61123;30680;12789;
Goiânia;2011;;;;;;;;;;;;;;;;;
Goiânia;2012;;;;;;;;;;;;;;;;;
Goiânia;2013;;;;;;;;;;;;;;;;;
Goiânia;2014;;;;;;;;;;;;;;;;;
Goiânia;2015;;;;;;;;;;;;;;;;;
Goiânia;2016;;;;;;;;;;;;;;;;;
Goiânia;2017;;;;;;;;;;;;;;;;;
Goiânia;2018;;;;;;;;;;;;;;;;;
Goiânia;2019;;;;;;;;;;;;;;;;;
Goiânia;2020;;;;;;;;;;;;;;;;;
Goianira;1996;15194;7650;7544;14535;659;1605;1665;1697;1687;2867;2398;1503;882;554;240;66;30
Goianira;2007;24110;12025;12054;23548;562;2448;2459;2313;2320;4816;4208;3218;1916;968;519;179;
Goianira;2011;;;;;;;;;;;;;;;;;
Goianira;2012;;;;;;;;;;;;;;;;;
Goianira;2013;;;;;;;;;;;;;;;;;
Goianira;2014;;;;;;;;;;;;;;;;;
Goianira;2015;;;;;;;;;;;;;;;;;
Goianira;2016;;;;;;;;;;;;;;;;;
Goianira;2017;;;;;;;;;;;;;;;;;
Goianira;2018;;;;;;;;;;;;;;;;;
Goianira;2019;;;;;;;;;;;;;;;;;
Goianira;2020;;;;;;;;;;;;;;;;;
Goiás;1996;27858;14173;13685;20015;7843;2405;2771;3205;2972;4990;4241;2833;2085;1304;686;289;77
Goiás;2007;24472;12143;12102;17540;6932;2019;2090;2076;2238;4826;4034;3750;2502;1675;930;417;
Goiás;2011;;;;;;;;;;;;;;;;;
Goiás;2012;;;;;;;;;;;;;;;;;
Goiás;2013;;;;;;;;;;;;;;;;;
Goiás;2014;;;;;;;;;;;;;;;;;
Goiás;2015;;;;;;;;;;;;;;;;;
Goiás;2016;;;;;;;;;;;;;;;;;
Goiás;2017;;;;;;;;;;;;;;;;;
Goiás;2018;;;;;;;;;;;;;;;;;
Goiás;2019;;;;;;;;;;;;;;;;;
Goiás;2020;;;;;;;;;;;;;;;;;
Goiatuba;1996;32698;16420;16278;29046;3652;2970;3189;3394;3324;5940;5088;3647;2503;1657;726;233;27
Goiatuba;2007;31225;15538;15657;28548;2677;2372;2406;2609;2671;5627;5100;4521;3155;2054;1229;464;
Goiatuba;2011;;;;;;;;;;;;;;;;;
Goiatuba;2012;;;;;;;;;;;;;;;;;
Goiatuba;2013;;;;;;;;;;;;;;;;;
Goiatuba;2014;;;;;;;;;;;;;;;;;
Goiatuba;2015;;;;;;;;;;;;;;;;;
Goiatuba;2016;;;;;;;;;;;;;;;;;
Goiatuba;2017;;;;;;;;;;;;;;;;;
Goiatuba;2018;;;;;;;;;;;;;;;;;
Goiatuba;2019;;;;;;;;;;;;;;;;;
Goiatuba;2020;;;;;;;;;;;;;;;;;
Gouvelândia;1996;4048;2141;1907;2838;1210;392;380;468;424;725;589;442;311;207;76;29;5
Gouvelândia;2007;4507;2408;2066;3466;1041;279;276;301;339;699;636;557;382;249;131;46;
Gouvelândia;2011;;;;;;;;;;;;;;;;;
Gouvelândia;2012;;;;;;;;;;;;;;;;;
Gouvelândia;2013;;;;;;;;;;;;;;;;;
Gouvelândia;2014;;;;;;;;;;;;;;;;;
Gouvelândia;2015;;;;;;;;;;;;;;;;;
Gouvelândia;2016;;;;;;;;;;;;;;;;;
Gouvelândia;2017;;;;;;;;;;;;;;;;;
Gouvelândia;2018;;;;;;;;;;;;;;;;;
Gouvelândia;2019;;;;;;;;;;;;;;;;;
Gouvelândia;2020;;;;;;;;;;;;;;;;;
Guapó;1996;12470;6281;6189;9591;2879;1351;1255;1366;1318;2439;1753;1332;788;535;239;85;9
Guapó;2007;13586;6846;6736;10196;3390;1410;1416;1405;1347;2683;2508;1881;1421;924;497;187;
Guapó;2011;;;;;;;;;;;;;;;;;
Guapó;2012;;;;;;;;;;;;;;;;;
Guapó;2013;;;;;;;;;;;;;;;;;
Guapó;2014;;;;;;;;;;;;;;;;;
Guapó;2015;;;;;;;;;;;;;;;;;
Guapó;2016;;;;;;;;;;;;;;;;;
Guapó;2017;;;;;;;;;;;;;;;;;
Guapó;2018;;;;;;;;;;;;;;;;;
Guapó;2019;;;;;;;;;;;;;;;;;
Guapó;2020;;;;;;;;;;;;;;;;;
Guaraíta;1996;2917;1531;1386;1298;1619;273;310;331;304;530;437;278;226;132;56;18;22
Guaraíta;2007;2394;1171;1156;1478;916;173;171;227;255;471;482;450;276;200;105;37;
Guaraíta;2011;;;;;;;;;;;;;;;;;
Guaraíta;2012;;;;;;;;;;;;;;;;;
Guaraíta;2013;;;;;;;;;;;;;;;;;
Guaraíta;2014;;;;;;;;;;;;;;;;;
Guaraíta;2015;;;;;;;;;;;;;;;;;
Guaraíta;2016;;;;;;;;;;;;;;;;;
Guaraíta;2017;;;;;;;;;;;;;;;;;
Guaraíta;2018;;;;;;;;;;;;;;;;;
Guaraíta;2019;;;;;;;;;;;;;;;;;
Guaraíta;2020;;;;;;;;;;;;;;;;;
Guarani de Goiás;1996;4728;2521;2207;1564;3164;478;554;689;609;756;570;431;289;196;104;32;20
Guarani de Goiás;2007;4105;2174;1892;1743;2362;360;343;350;361;747;464;465;368;241;124;56;
Guarani de Goiás;2011;;;;;;;;;;;;;;;;;
Guarani de Goiás;2012;;;;;;;;;;;;;;;;;
Guarani de Goiás;2013;;;;;;;;;;;;;;;;;
Guarani de Goiás;2014;;;;;;;;;;;;;;;;;
Guarani de Goiás;2015;;;;;;;;;;;;;;;;;
Guarani de Goiás;2016;;;;;;;;;;;;;;;;;
Guarani de Goiás;2017;;;;;;;;;;;;;;;;;
Guarani de Goiás;2018;;;;;;;;;;;;;;;;;
Guarani de Goiás;2019;;;;;;;;;;;;;;;;;
Guarani de Goiás;2020;;;;;;;;;;;;;;;;;
Guarinos;1996;3189;1691;1498;1153;2036;261;363;383;338;580;469;296;250;143;47;29;30
Guarinos;2007;2411;1238;1087;1174;1237;135;133;141;187;364;321;303;208;185;88;38;
Guarinos;2011;;;;;;;;;;;;;;;;;
Guarinos;2012;;;;;;;;;;;;;;;;;
Guarinos;2013;;;;;;;;;;;;;;;;;
Guarinos;2014;;;;;;;;;;;;;;;;;
Guarinos;2015;;;;;;;;;;;;;;;;;
Guarinos;2016;;;;;;;;;;;;;;;;;
Guarinos;2017;;;;;;;;;;;;;;;;;
Guarinos;2018;;;;;;;;;;;;;;;;;
Guarinos;2019;;;;;;;;;;;;;;;;;
Guarinos;2020;;;;;;;;;;;;;;;;;
Heitoraí;1996;2964;1552;1412;2112;852;282;296;335;295;530;431;295;241;161;73;24;1
Heitoraí;2007;3556;1831;1721;2468;1088;302;320;299;307;605;574;580;335;275;152;58;
Heitoraí;2011;;;;;;;;;;;;;;;;;
Heitoraí;2012;;;;;;;;;;;;;;;;;
Heitoraí;2013;;;;;;;;;;;;;;;;;
Heitoraí;2014;;;;;;;;;;;;;;;;;
Heitoraí;2015;;;;;;;;;;;;;;;;;
Heitoraí;2016;;;;;;;;;;;;;;;;;
Heitoraí;2017;;;;;;;;;;;;;;;;;
Heitoraí;2018;;;;;;;;;;;;;;;;;
Heitoraí;2019;;;;;;;;;;;;;;;;;
Heitoraí;2020;;;;;;;;;;;;;;;;;
Hidrolândia;1996;11199;5872;5327;5787;5412;1090;1187;1152;1181;1983;1665;1178;857;529;264;98;15
Hidrolândia;2007;14004;7134;6728;9615;4389;1348;1359;1301;1415;2814;2343;1993;1355;919;455;198;
Hidrolândia;2011;;;;;;;;;;;;;;;;;
Hidrolândia;2012;;;;;;;;;;;;;;;;;
Hidrolândia;2013;;;;;;;;;;;;;;;;;
Hidrolândia;2014;;;;;;;;;;;;;;;;;
Hidrolândia;2015;;;;;;;;;;;;;;;;;
Hidrolândia;2016;;;;;;;;;;;;;;;;;
Hidrolândia;2017;;;;;;;;;;;;;;;;;
Hidrolândia;2018;;;;;;;;;;;;;;;;;
Hidrolândia;2019;;;;;;;;;;;;;;;;;
Hidrolândia;2020;;;;;;;;;;;;;;;;;
Hidrolina;1996;4378;2230;2148;2870;1508;421;416;441;463;795;636;469;366;225;109;30;7
Hidrolina;2007;4157;2121;2036;2991;1166;294;310;370;376;624;603;617;424;316;184;72;
Hidrolina;2011;;;;;;;;;;;;;;;;;
Hidrolina;2012;;;;;;;;;;;;;;;;;
Hidrolina;2013;;;;;;;;;;;;;;;;;
Hidrolina;2014;;;;;;;;;;;;;;;;;
Hidrolina;2015;;;;;;;;;;;;;;;;;
Hidrolina;2016;;;;;;;;;;;;;;;;;
Hidrolina;2017;;;;;;;;;;;;;;;;;
Hidrolina;2018;;;;;;;;;;;;;;;;;
Hidrolina;2019;;;;;;;;;;;;;;;;;
Hidrolina;2020;;;;;;;;;;;;;;;;;
Iaciara;1996;10012;5080;4932;7523;2489;1155;1294;1401;1271;1646;1265;873;534;367;144;52;10
Iaciara;2007;12674;6491;6086;9033;3641;1338;1255;1162;1169;2334;1559;1228;890;540;331;114;
Iaciara;2011;;;;;;;;;;;;;;;;;
Iaciara;2012;;;;;;;;;;;;;;;;;
Iaciara;2013;;;;;;;;;;;;;;;;;
Iaciara;2014;;;;;;;;;;;;;;;;;
Iaciara;2015;;;;;;;;;;;;;;;;;
Iaciara;2016;;;;;;;;;;;;;;;;;
Iaciara;2017;;;;;;;;;;;;;;;;;
Iaciara;2018;;;;;;;;;;;;;;;;;
Iaciara;2019;;;;;;;;;;;;;;;;;
Iaciara;2020;;;;;;;;;;;;;;;;;
Inaciolândia;1996;4997;2577;2420;3827;1170;480;496;539;538;949;754;497;417;191;84;29;23
