Localidade;Ano;Varejo;Atacado
Goianira;2016;806;229
Goianira;2017;833;242
Goianira;2018;780;267
Goiás;1999;409;103
Goiás;2000;440;106
Goiás;2001;417;71
Goiás;2002;433;56
Goiás;2003;438;49
Goiás;2004;522;
Goiás;2005;517;
Goiás;2006;549;
Goiás;2007;590;
Goiás;2008;730;
Goiás;2009;621;
Goiás;2010;628;946
Goiás;2011;527;30
Goiás;2012;719;37
Goiás;2013;746;35
Goiás;2014;860;20
Goiás;2015;729;51
Goiás;2016;857;33
Goiás;2017;862;24
Goiás;2018;826;34
Goiatuba;1999;642;34
Goiatuba;2000;709;44
Goiatuba;2001;850;53
Goiatuba;2002;902;139
Goiatuba;2003;1060;41
Goiatuba;2004;1118;
Goiatuba;2005;1176;
Goiatuba;2006;1136;
Goiatuba;2007;1253;
Goiatuba;2008;1379;
Goiatuba;2009;1401;
Goiatuba;2010;1551;579
Goiatuba;2011;1538;110
Goiatuba;2012;1680;92
Goiatuba;2013;1612;153
Goiatuba;2014;1707;142
Goiatuba;2015;1593;170
Goiatuba;2016;1522;197
Goiatuba;2017;1486;200
Goiatuba;2018;1451;213
Gouvelândia;1999;21;  
Gouvelândia;2000;21;  
Gouvelândia;2001;22;1
Gouvelândia;2002;18;
Gouvelândia;2003;21;
Gouvelândia;2004;25;
Gouvelândia;2005;25;
Gouvelândia;2006;28;
Gouvelândia;2007;35;
Gouvelândia;2008;42;
Gouvelândia;2009;41;
Gouvelândia;2010;51;15
Gouvelândia;2011;56;1
Gouvelândia;2012;52;2
Gouvelândia;2013;58;1
Gouvelândia;2014;57;1
Gouvelândia;2015;38;
Gouvelândia;2016;60;1
Gouvelândia;2017;58;1
Gouvelândia;2018;67;5
Guapó;1999;51;1
Guapó;2000;49;  
Guapó;2001;49;  
Guapó;2002;65;
Guapó;2003;69;1
Guapó;2004;68;
Guapó;2005;87;
Guapó;2006;82;
Guapó;2007;95;
Guapó;2008;105;
Guapó;2009;117;
Guapó;2010;135;72
Guapó;2011;140;30
Guapó;2012;170;33
Guapó;2013;176;35
Guapó;2014;181;27
Guapó;2015;188;21
Guapó;2016;156;20
Guapó;2017;163;28
Guapó;2018;172;28
Guaraíta;1999;1;  
Guaraíta;2000;2;  
Guaraíta;2001;1;  
Guaraíta;2002;;
Guaraíta;2003;;
Guaraíta;2004;1;
Guaraíta;2005;  ;
Guaraíta;2006;  ;
Guaraíta;2007;2;
Guaraíta;2008;1;
Guaraíta;2009;5;
Guaraíta;2010;5;3
Guaraíta;2011;7;
Guaraíta;2012;10;
Guaraíta;2013;5;
Guaraíta;2014;10;
Guaraíta;2015;5;
Guaraíta;2016;6;
Guaraíta;2017;10;
Guaraíta;2018;8;  
Guarani de Goiás;1999;1;2
Guarani de Goiás;2000;8;  
Guarani de Goiás;2001;5;  
Guarani de Goiás;2002;10;
Guarani de Goiás;2003;10;
Guarani de Goiás;2004;10;
Guarani de Goiás;2005;10;
Guarani de Goiás;2006;12;
Guarani de Goiás;2007;16;
Guarani de Goiás;2008;20;
Guarani de Goiás;2009;10;
Guarani de Goiás;2010;11;2
Guarani de Goiás;2011;13;
Guarani de Goiás;2012;10;5
Guarani de Goiás;2013;11;5
Guarani de Goiás;2014;8;11
Guarani de Goiás;2015;12;1
Guarani de Goiás;2016;15;2
Guarani de Goiás;2017;24;2
Guarani de Goiás;2018;25;  
Guarinos;1999;  ;  
Guarinos;2000;  ;  
Guarinos;2001;  ;  
Guarinos;2002;;
Guarinos;2003;;
Guarinos;2004;  ;
Guarinos;2005;  ;
Guarinos;2006;  ;
Guarinos;2007;  ;
Guarinos;2008;  ;
Guarinos;2009;  ;
Guarinos;2010;2;2
Guarinos;2011;1;
Guarinos;2012;3;
Guarinos;2013;4;
Guarinos;2014;4;
Guarinos;2015;2;
Guarinos;2016;4;
Guarinos;2017;4;
Guarinos;2018;6;  
Heitoraí;1999;2;6
Heitoraí;2000;4;5
Heitoraí;2001;8;4
Heitoraí;2002;8;
Heitoraí;2003;12;
Heitoraí;2004;10;
Heitoraí;2005;15;
Heitoraí;2006;19;
Heitoraí;2007;19;
Heitoraí;2008;16;
Heitoraí;2009;26;
Heitoraí;2010;34;7
Heitoraí;2011;27;
Heitoraí;2012;28;
Heitoraí;2013;36;
Heitoraí;2014;40;
Heitoraí;2015;45;
Heitoraí;2016;43;
Heitoraí;2017;48;
Heitoraí;2018;53;  
Hidrolândia;1999;113;42
Hidrolândia;2000;90;21
Hidrolândia;2001;111;25
Hidrolândia;2002;104;43
Hidrolândia;2003;184;58
Hidrolândia;2004;191;
Hidrolândia;2005;187;
Hidrolândia;2006;161;
Hidrolândia;2007;176;
Hidrolândia;2008;206;
Hidrolândia;2009;199;
Hidrolândia;2010;235;291
Hidrolândia;2011;280;210
Hidrolândia;2012;284;117
Hidrolândia;2013;316;70
Hidrolândia;2014;672;82
Hidrolândia;2015;919;92
Hidrolândia;2016;876;75
Hidrolândia;2017;863;466
Hidrolândia;2018;1090;554
Hidrolina;1999;2;  
Hidrolina;2000;4;  
Hidrolina;2001;5;  
Hidrolina;2002;8;
Hidrolina;2003;17;
Hidrolina;2004;21;
Hidrolina;2005;16;
Hidrolina;2006;30;
Hidrolina;2007;25;
Hidrolina;2008;26;
Hidrolina;2009;21;
Hidrolina;2010;28;25
Hidrolina;2011;25;
Hidrolina;2012;36;
Hidrolina;2013;35;
Hidrolina;2014;47;
Hidrolina;2015;43;
Hidrolina;2016;48;
Hidrolina;2017;48;
Hidrolina;2018;45;2
Iaciara;1999;42;6
Iaciara;2000;76;6
Iaciara;2001;90;8
Iaciara;2002;105;1
Iaciara;2003;100;10
Iaciara;2004;115;
Iaciara;2005;137;
Iaciara;2006;147;
Iaciara;2007;166;
Iaciara;2008;162;
Iaciara;2009;191;
Iaciara;2010;185;66
Iaciara;2011;185;
Iaciara;2012;163;4
Iaciara;2013;202;
Iaciara;2014;207;
Iaciara;2015;191;
Iaciara;2016;194;
Iaciara;2017;199;
Iaciara;2018;201;  
Inaciolândia;1999;35;  
Inaciolândia;2000;36;  
Inaciolândia;2001;47;  
Inaciolândia;2002;48;
Inaciolândia;2003;53;
Inaciolândia;2004;78;
Inaciolândia;2005;109;
Inaciolândia;2006;88;
Inaciolândia;2007;82;
Inaciolândia;2008;70;
Inaciolândia;2009;73;
Inaciolândia;2010;77;101
Inaciolândia;2011;84;
Inaciolândia;2012;78;
Inaciolândia;2013;75;
Inaciolândia;2014;91;
Inaciolândia;2015;93;
Inaciolândia;2016;87;
Inaciolândia;2017;97;1
Inaciolândia;2018;84;1
Indiara;1999;118;18
Indiara;2000;144;24
Indiara;2001;136;20
Indiara;2002;156;24
Indiara;2003;161;25
Indiara;2004;174;
Indiara;2005;182;
Indiara;2006;186;
Indiara;2007;191;
Indiara;2008;228;
Indiara;2009;242;
Indiara;2010;292;156
Indiara;2011;291;19
Indiara;2012;346;24
Indiara;2013;324;22
Indiara;2014;377;25
Indiara;2015;455;25
Indiara;2016;377;27
Indiara;2017;380;29
Indiara;2018;359;27
Inhumas;1999;655;65
Inhumas;2000;722;64
Inhumas;2001;875;72
Inhumas;2002;938;91
Inhumas;2003;1007;128
Inhumas;2004;1155;
Inhumas;2005;1191;
Inhumas;2006;1290;
Inhumas;2007;1344;
Inhumas;2008;1426;
Inhumas;2009;1538;
Inhumas;2010;1672;1119
Inhumas;2011;1800;361
Inhumas;2012;1849;364
Inhumas;2013;1839;277
Inhumas;2014;1950;233
Inhumas;2015;1942;278
Inhumas;2016;1850;288
Inhumas;2017;1763;266
Inhumas;2018;1916;219
Ipameri;1999;319;81
Ipameri;2000;374;47
Ipameri;2001;403;84
Ipameri;2002;442;11
Ipameri;2003;485;20
Ipameri;2004;496;
Ipameri;2005;512;
Ipameri;2006;563;
Ipameri;2007;561;
Ipameri;2008;606;
Ipameri;2009;638;
Ipameri;2010;705;510
Ipameri;2011;722;26
Ipameri;2012;731;32
Ipameri;2013;843;58
Ipameri;2014;866;70
Ipameri;2015;852;82
Ipameri;2016;849;191
Ipameri;2017;875;222
Ipameri;2018;858;258
Ipiranga de Goiás;1999;  ;  
Ipiranga de Goiás;2000;  ;  
Ipiranga de Goiás;2001;  ;  
Ipiranga de Goiás;2002;4;
Ipiranga de Goiás;2003;5;
Ipiranga de Goiás;2004;7;
Ipiranga de Goiás;2005;6;
Ipiranga de Goiás;2006;11;
Ipiranga de Goiás;2007;12;
Ipiranga de Goiás;2008;14;
Ipiranga de Goiás;2009;15;
Ipiranga de Goiás;2010;15;5
Ipiranga de Goiás;2011;28;3
Ipiranga de Goiás;2012;127;1
Ipiranga de Goiás;2013;114;
Ipiranga de Goiás;2014;117;
Ipiranga de Goiás;2015;116;
Ipiranga de Goiás;2016;110;
Ipiranga de Goiás;2017;111;
Ipiranga de Goiás;2018;114;1
Iporá;1999;405;50
Iporá;2000;483;69
Iporá;2001;561;46
Iporá;2002;585;42
Iporá;2003;637;16
Iporá;2004;703;
Iporá;2005;752;
Iporá;2006;849;
Iporá;2007;882;
Iporá;2008;838;
Iporá;2009;860;
Iporá;2010;947;808
Iporá;2011;929;124
Iporá;2012;1009;137
Iporá;2013;1060;164
Iporá;2014;1198;158
Iporá;2015;1138;163
Iporá;2016;1126;159
Iporá;2017;1143;180
Iporá;2018;1109;184
Israelândia;1999;5;  
Israelândia;2000;8;  
Israelândia;2001;12;  
Israelândia;2002;20;
Israelândia;2003;18;
Israelândia;2004;16;
Israelândia;2005;15;
Israelândia;2006;16;
Israelândia;2007;14;
Israelândia;2008;7;
Israelândia;2009;5;
Israelândia;2010;11;7
Israelândia;2011;11;3
Israelândia;2012;18;4
Israelândia;2013;23;2
Israelândia;2014;17;7
Israelândia;2015;27;
Israelândia;2016;23;1
Israelândia;2017;24;
Israelândia;2018;19;  
Itaberaí;1999;318;13
Itaberaí;2000;353;15
Itaberaí;2001;374;16
Itaberaí;2002;395;26
Itaberaí;2003;483;23
Itaberaí;2004;544;
Itaberaí;2005;645;
Itaberaí;2006;729;
Itaberaí;2007;813;
Itaberaí;2008;830;
Itaberaí;2009;884;
Itaberaí;2010;970;752
Itaberaí;2011;1035;144
Itaberaí;2012;1061;169
Itaberaí;2013;1233;78
Itaberaí;2014;1368;170
Itaberaí;2015;1399;133
Itaberaí;2016;1397;147
Itaberaí;2017;1455;175
Itaberaí;2018;1504;162
Itaguari;1999;8;  
Itaguari;2000;11;  
Itaguari;2001;10;  
Itaguari;2002;10;
Itaguari;2003;15;1
Itaguari;2004;15;
Itaguari;2005;15;
Itaguari;2006;27;
Itaguari;2007;26;
Itaguari;2008;29;
Itaguari;2009;41;
Itaguari;2010;41;10
Itaguari;2011;64;
Itaguari;2012;64;1
Itaguari;2013;69;1
Itaguari;2014;64;3
Itaguari;2015;71;2
Itaguari;2016;69;1
Itaguari;2017;79;1
Itaguari;2018;78;2
Itaguaru;1999;29;5
Itaguaru;2000;33;39
Itaguaru;2001;37;4
Itaguaru;2002;47;1
Itaguaru;2003;50;2
Itaguaru;2004;49;
Itaguaru;2005;55;
Itaguaru;2006;67;
Itaguaru;2007;68;
Itaguaru;2008;54;
Itaguaru;2009;62;
Itaguaru;2010;75;46
Itaguaru;2011;67;
Itaguaru;2012;75;
Itaguaru;2013;76;
Itaguaru;2014;79;
Itaguaru;2015;92;
Itaguaru;2016;81;1
Itaguaru;2017;86;2
Itaguaru;2018;94;1
Itajá;1999;70;4
Itajá;2000;80;2
Itajá;2001;82;  
Itajá;2002;85;2
Itajá;2003;76;1
Itajá;2004;75;
Itajá;2005;78;
Itajá;2006;77;
Itajá;2007;87;
Itajá;2008;86;
Itajá;2009;96;
Itajá;2010;99;115
Itajá;2011;99;
Itajá;2012;112;
Itajá;2013;113;
Itajá;2014;115;1
Itajá;2015;103;
Itajá;2016;115;3
Itajá;2017;110;3
Itajá;2018;94;2
Itapaci;1999;72;  
Itapaci;2000;69;5
Itapaci;2001;92;1
Itapaci;2002;116;
Itapaci;2003;158;
Itapaci;2004;179;
Itapaci;2005;191;
Itapaci;2006;208;
Itapaci;2007;244;
Itapaci;2008;245;
Itapaci;2009;287;
Itapaci;2010;325;160
Itapaci;2011;341;6
Itapaci;2012;355;6
Itapaci;2013;421;7
Itapaci;2014;439;7
Itapaci;2015;418;11
Itapaci;2016;353;8
Itapaci;2017;433;9
Itapaci;2018;439;10
Itapirapuã;1999;35;  
Itapirapuã;2000;41;  
Itapirapuã;2001;35;  
Itapirapuã;2002;44;
Itapirapuã;2003;51;
Itapirapuã;2004;49;
Itapirapuã;2005;42;
Itapirapuã;2006;53;
Itapirapuã;2007;65;
Itapirapuã;2008;81;
Itapirapuã;2009;66;
Itapirapuã;2010;106;68
Itapirapuã;2011;100;
Itapirapuã;2012;90;1
Itapirapuã;2013;109;4
Itapirapuã;2014;126;17
Itapirapuã;2015;133;15
Itapirapuã;2016;122;17
Itapirapuã;2017;112;34
Itapirapuã;2018;107;29
Itapuranga;1999;211;7
Itapuranga;2000;238;8
Itapuranga;2001;282;13
Itapuranga;2002;310;14
Itapuranga;2003;383;13
Itapuranga;2004;344;
Itapuranga;2005;371;
Itapuranga;2006;439;
Itapuranga;2007;426;
Itapuranga;2008;472;
Itapuranga;2009;499;
Itapuranga;2010;559;391
Itapuranga;2011;581;40
Itapuranga;2012;582;43
Itapuranga;2013;635;29
Itapuranga;2014;732;28
Itapuranga;2015;713;42
Itapuranga;2016;700;19
Itapuranga;2017;710;20
Itapuranga;2018;742;14
Itarumã;1999;44;  
Itarumã;2000;59;  
Itarumã;2001;43;  
Itarumã;2002;47;10
Itarumã;2003;60;11
Itarumã;2004;83;
Itarumã;2005;74;
Itarumã;2006;72;
Itarumã;2007;76;
Itarumã;2008;74;
Itarumã;2009;96;
Itarumã;2010;95;20
Itarumã;2011;106;8
Itarumã;2012;110;5
Itarumã;2013;110;4
Itarumã;2014;123;11
Itarumã;2015;137;10
Itarumã;2016;116;8
Itarumã;2017;84;6
Itarumã;2018;116;9
Itauçu;1999;33;7
Itauçu;2000;27;8
Itauçu;2001;30;3
Itauçu;2002;35;10
Itauçu;2003;39;12
Itauçu;2004;58;
Itauçu;2005;62;
Itauçu;2006;79;
Itauçu;2007;78;
Itauçu;2008;97;
Itauçu;2009;108;
Itauçu;2010;111;161
Itauçu;2011;101;
Itauçu;2012;130;2
Itauçu;2013;133;5
Itauçu;2014;126;3
Itauçu;2015;134;3
Itauçu;2016;151;2
Itauçu;2017;152;1
Itauçu;2018;151;1
Itumbiara;1999;2435;262
Itumbiara;2000;2613;351
Itumbiara;2001;2956;319
Itumbiara;2002;3200;366
Itumbiara;2003;3215;313
Itumbiara;2004;3614;
Itumbiara;2005;3881;
Itumbiara;2006;4007;
Itumbiara;2007;4352;
Itumbiara;2008;4885;
Itumbiara;2009;5092;
Itumbiara;2010;5481;5509
Itumbiara;2011;5812;588
Itumbiara;2012;6269;627
Itumbiara;2013;6218;660
Itumbiara;2014;6471;718
Itumbiara;2015;6000;814
Itumbiara;2016;5533;953
Itumbiara;2017;5638;1028
Itumbiara;2018;5930;1154
Ivolândia;1999;  ;1
Ivolândia;2000;1;  
Ivolândia;2001;3;  
Ivolândia;2002;3;
Ivolândia;2003;3;
Ivolândia;2004;3;
Ivolândia;2005;1;
Ivolândia;2006;2;
Ivolândia;2007;3;
Ivolândia;2008;6;
Ivolândia;2009;10;
Ivolândia;2010;11;8
Ivolândia;2011;16;
Ivolândia;2012;19;
Ivolândia;2013;17;
Ivolândia;2014;18;
Ivolândia;2015;22;
Ivolândia;2016;15;
Ivolândia;2017;20;
Ivolândia;2018;14;  
Jandaia;1999;24;  
Jandaia;2000;38;  
Jandaia;2001;45;  
Jandaia;2002;44;
Jandaia;2003;39;
Jandaia;2004;29;
Jandaia;2005;34;
Jandaia;2006;25;
Jandaia;2007;23;
Jandaia;2008;31;
Jandaia;2009;37;
Jandaia;2010;38;99
Jandaia;2011;53;17
Jandaia;2012;63;19
Jandaia;2013;70;18
Jandaia;2014;64;18
Jandaia;2015;66;18
Jandaia;2016;66;18
Jandaia;2017;64;20
Jandaia;2018;66;20
Jaraguá;1999;178;14
Jaraguá;2000;220;13
Jaraguá;2001;277;22
Jaraguá;2002;334;30
Jaraguá;2003;373;43
Jaraguá;2004;365;
Jaraguá;2005;451;
Jaraguá;2006;491;
Jaraguá;2007;517;
Jaraguá;2008;556;
Jaraguá;2009;639;
Jaraguá;2010;774;789
Jaraguá;2011;915;54
Jaraguá;2012;853;61
Jaraguá;2013;965;70
Jaraguá;2014;1008;98
Jaraguá;2015;1046;83
Jaraguá;2016;958;73
Jaraguá;2017;987;71
Jaraguá;2018;1002;68
Jataí;1999;2223;122
Jataí;2000;2563;154
Jataí;2001;2797;245
Jataí;2002;2950;265
Jataí;2003;3390;401
Jataí;2004;3642;
Jataí;2005;3658;
Jataí;2006;3579;
Jataí;2007;3661;
Jataí;2008;3898;
Jataí;2009;4031;
Jataí;2010;4216;4067
Jataí;2011;4611;806
Jataí;2012;4919;735
Jataí;2013;5060;860
Jataí;2014;5210;792
Jataí;2015;4969;777
Jataí;2016;4756;776
Jataí;2017;4915;784
Jataí;2018;5122;795
Jaupaci;1999;5;  
Jaupaci;2000;4;  
Jaupaci;2001;8;  
Jaupaci;2002;7;
Jaupaci;2003;6;1
Jaupaci;2004;9;
Jaupaci;2005;9;
Jaupaci;2006;11;
Jaupaci;2007;7;
Jaupaci;2008;9;
Jaupaci;2009;10;
Jaupaci;2010;12;5
Jaupaci;2011;8;
Jaupaci;2012;20;2
Jaupaci;2013;20;
Jaupaci;2014;20;
Jaupaci;2015;15;
Jaupaci;2016;22;
Jaupaci;2017;23;
Jaupaci;2018;19;  
Jesúpolis;1999;4;  
Jesúpolis;2000;5;  
Jesúpolis;2001;7;  
Jesúpolis;2002;10;
Jesúpolis;2003;11;
Jesúpolis;2004;12;
Jesúpolis;2005;12;
Jesúpolis;2006;14;
Jesúpolis;2007;13;
Jesúpolis;2008;17;
Jesúpolis;2009;21;
Jesúpolis;2010;19;3
Jesúpolis;2011;30;
Jesúpolis;2012;20;
Jesúpolis;2013;17;
Jesúpolis;2014;17;
Jesúpolis;2015;17;
Jesúpolis;2016;19;
Jesúpolis;2017;15;
Jesúpolis;2018;13;  
Joviânia;1999;59;  
Joviânia;2000;68;1
Joviânia;2001;82;1
Joviânia;2002;85;2
Joviânia;2003;98;8
Joviânia;2004;128;
Joviânia;2005;105;
Joviânia;2006;110;
Joviânia;2007;111;
Joviânia;2008;102;
Joviânia;2009;123;
Joviânia;2010;103;98
Joviânia;2011;106;17
Joviânia;2012;115;18
Joviânia;2013;145;18
Joviânia;2014;138;12
Joviânia;2015;135;9
Joviânia;2016;154;14
Joviânia;2017;153;12
Joviânia;2018;159;13
Jussara;1999;253;6
Jussara;2000;293;15
Jussara;2001;306;18
Jussara;2002;371;22
Jussara;2003;377;21
Jussara;2004;445;
Jussara;2005;502;
Jussara;2006;523;
Jussara;2007;567;
Jussara;2008;596;
Jussara;2009;594;
Jussara;2010;719;449
Jussara;2011;801;71
Jussara;2012;767;95
Jussara;2013;817;57
Jussara;2014;862;38
Jussara;2015;850;60
Jussara;2016;820;59
Jussara;2017;857;92
Jussara;2018;815;107
Lagoa Santa;1999;  ;  
Lagoa Santa;2000;  ;  
Lagoa Santa;2001;  ;  
Lagoa Santa;2002;3;
Lagoa Santa;2003;3;
Lagoa Santa;2004;13;
Lagoa Santa;2005;4;
Lagoa Santa;2006;1;
Lagoa Santa;2007;4;
Lagoa Santa;2008;1;
Lagoa Santa;2009;9;
Lagoa Santa;2010;8;49
Lagoa Santa;2011;15;
Lagoa Santa;2012;22;
Lagoa Santa;2013;25;
Lagoa Santa;2014;27;
Lagoa Santa;2015;33;
Lagoa Santa;2016;25;
Lagoa Santa;2017;28;
Lagoa Santa;2018;40;  
Leopoldo de Bulhões;1999;15;7
Leopoldo de Bulhões;2000;22;2
Leopoldo de Bulhões;2001;22;5
Leopoldo de Bulhões;2002;37;2
Leopoldo de Bulhões;2003;38;
Leopoldo de Bulhões;2004;34;
Leopoldo de Bulhões;2005;59;
Leopoldo de Bulhões;2006;71;
Leopoldo de Bulhões;2007;57;
Leopoldo de Bulhões;2008;92;
Leopoldo de Bulhões;2009;128;
Leopoldo de Bulhões;2010;138;22
Leopoldo de Bulhões;2011;54;4
Leopoldo de Bulhões;2012;90;2
Leopoldo de Bulhões;2013;95;2
Leopoldo de Bulhões;2014;122;1
Leopoldo de Bulhões;2015;121;3
Leopoldo de Bulhões;2016;120;3
Leopoldo de Bulhões;2017;154;5
Leopoldo de Bulhões;2018;171;7
Luziânia;1999;1683;437
Luziânia;2000;1883;364
Luziânia;2001;1829;486
Luziânia;2002;2234;349
Luziânia;2003;2332;413
Luziânia;2004;2588;
Luziânia;2005;2700;
Luziânia;2006;3101;
Luziânia;2007;3485;
Luziânia;2008;3552;
Luziânia;2009;4010;
Luziânia;2010;4603;5102
Luziânia;2011;4818;788
Luziânia;2012;5262;748
Luziânia;2013;5320;856
Luziânia;2014;5347;593
Luziânia;2015;5627;885
Luziânia;2016;5240;803
Luziânia;2017;4719;1035
Luziânia;2018;4633;800
Mairipotaba;1999;1;  
Mairipotaba;2000;2;1
Mairipotaba;2001;1;4
Mairipotaba;2002;;3
Mairipotaba;2003;4;2
Mairipotaba;2004;3;
Mairipotaba;2005;7;
Mairipotaba;2006;16;
Mairipotaba;2007;12;
Mairipotaba;2008;4;
Mairipotaba;2009;4;
Mairipotaba;2010;2;7
Mairipotaba;2011;10;1
Mairipotaba;2012;;
Mairipotaba;2013;10;1
Mairipotaba;2014;10;1
Mairipotaba;2015;15;
Mairipotaba;2016;18;
Mairipotaba;2017;21;
Mairipotaba;2018;18;  
Mambaí;1999;2;  
Mambaí;2000;4;  
Mambaí;2001;3;  
Mambaí;2002;6;
Mambaí;2003;20;
Mambaí;2004;26;
Mambaí;2005;38;
Mambaí;2006;56;
Mambaí;2007;61;
Mambaí;2008;66;
Mambaí;2009;89;
Mambaí;2010;94;64
Mambaí;2011;102;1
Mambaí;2012;114;
Mambaí;2013;122;
Mambaí;2014;143;
Mambaí;2015;121;
Mambaí;2016;131;3
Mambaí;2017;140;4
Mambaí;2018;148;3
Mara Rosa;1999;93;7
Mara Rosa;2000;86;4
Mara Rosa;2001;61;5
Mara Rosa;2002;113;1
Mara Rosa;2003;108;2
Mara Rosa;2004;78;
Mara Rosa;2005;77;
Mara Rosa;2006;90;
Mara Rosa;2007;105;
Mara Rosa;2008;114;
Mara Rosa;2009;125;
Mara Rosa;2010;126;97
Mara Rosa;2011;139;25
Mara Rosa;2012;144;6
Mara Rosa;2013;168;6
Mara Rosa;2014;183;6
Mara Rosa;2015;207;7
Mara Rosa;2016;192;7
Mara Rosa;2017;186;11
Mara Rosa;2018;174;7
Marzagão;1999;7;1
Marzagão;2000;5;1
Marzagão;2001;6;1
Marzagão;2002;6;1
Marzagão;2003;6;1
Marzagão;2004;9;
Marzagão;2005;9;
Marzagão;2006;13;
Marzagão;2007;5;
Marzagão;2008;5;
Marzagão;2009;11;
Marzagão;2010;14;5
Marzagão;2011;22;1
Marzagão;2012;23;1
Marzagão;2013;31;4
Marzagão;2014;28;1
Marzagão;2015;42;1
Marzagão;2016;39;28
Marzagão;2017;31;33
Marzagão;2018;31;30
Matrinchã;1999;21;  
Matrinchã;2000;29;  
Matrinchã;2001;21;  
Matrinchã;2002;27;
Matrinchã;2003;31;
Matrinchã;2004;39;
Matrinchã;2005;37;
Matrinchã;2006;56;
Matrinchã;2007;67;
Matrinchã;2008;73;
Matrinchã;2009;64;
Matrinchã;2010;58;21
Matrinchã;2011;74;
Matrinchã;2012;69;
Matrinchã;2013;64;
Matrinchã;2014;79;1
Matrinchã;2015;77;1
Matrinchã;2016;62;1
Matrinchã;2017;74;
Matrinchã;2018;86;  
Maurilândia;1999;28;  
Maurilândia;2000;28;  
Maurilândia;2001;21;  
Maurilândia;2002;34;
Maurilândia;2003;43;
Maurilândia;2004;40;
Maurilândia;2005;40;
Maurilândia;2006;63;
Maurilândia;2007;75;
Maurilândia;2008;85;
Maurilândia;2009;80;
Maurilândia;2010;101;107
Maurilândia;2011;113;3
Maurilândia;2012;129;
Maurilândia;2013;131;
Maurilândia;2014;121;1
Maurilândia;2015;136;1
Maurilândia;2016;118;1
Maurilândia;2017;117;
Maurilândia;2018;165;  
Mimoso de Goiás;1999;1;  
Mimoso de Goiás;2000;  ;  
Mimoso de Goiás;2001;  ;  
Mimoso de Goiás;2002;;
Mimoso de Goiás;2003;;
Mimoso de Goiás;2004;10;
Mimoso de Goiás;2005;14;
Mimoso de Goiás;2006;4;
Mimoso de Goiás;2007;2;
Mimoso de Goiás;2008;7;
Mimoso de Goiás;2009;10;
Mimoso de Goiás;2010;10;10
Mimoso de Goiás;2011;9;
Mimoso de Goiás;2012;8;
Mimoso de Goiás;2013;10;
Mimoso de Goiás;2014;7;
Mimoso de Goiás;2015;10;
Mimoso de Goiás;2016;10;
Mimoso de Goiás;2017;13;
Mimoso de Goiás;2018;10;  
Minaçu;1999;245;4
Minaçu;2000;250;2
Minaçu;2001;270;6
Minaçu;2002;312;9
Minaçu;2003;328;7
Minaçu;2004;376;
Minaçu;2005;404;
Minaçu;2006;388;
Minaçu;2007;444;
Minaçu;2008;440;
Minaçu;2009;540;
Minaçu;2010;608;644
Minaçu;2011;683;1
Minaçu;2012;669;3
Minaçu;2013;733;5
Minaçu;2014;772;7
Minaçu;2015;804;6
Minaçu;2016;701;6
Minaçu;2017;641;8
Minaçu;2018;625;7
Mineiros;1999;892;41
Mineiros;2000;1084;40
Mineiros;2001;1236;80
Mineiros;2002;1524;87
Mineiros;2003;1634;80
Mineiros;2004;1721;
Mineiros;2005;1919;
Mineiros;2006;1753;
Mineiros;2007;1909;
Mineiros;2008;2259;
Mineiros;2009;2383;
Mineiros;2010;2481;2352
Mineiros;2011;2840;310
Mineiros;2012;2965;322
Mineiros;2013;3063;359
Mineiros;2014;3293;366
Mineiros;2015;3210;390
Mineiros;2016;2709;451
Mineiros;2017;3009;512
Mineiros;2018;2690;499
Moiporá;1999;1;  
Moiporá;2000;2;  
Moiporá;2001;2;  
Moiporá;2002;1;
Moiporá;2003;1;
Moiporá;2004;2;
Moiporá;2005;2;
Moiporá;2006;3;
Moiporá;2007;5;
Moiporá;2008;5;
Moiporá;2009;4;
Moiporá;2010;4;3
Moiporá;2011;6;
Moiporá;2012;8;
Moiporá;2013;8;
Moiporá;2014;9;
Moiporá;2015;8;
Moiporá;2016;8;
Moiporá;2017;6;
Moiporá;2018;7;  
Monte Alegre de Goiás;1999;  ;2
Monte Alegre de Goiás;2000;4;2
Monte Alegre de Goiás;2001;5;2
Monte Alegre de Goiás;2002;11;2
Monte Alegre de Goiás;2003;13;
Monte Alegre de Goiás;2004;22;
Monte Alegre de Goiás;2005;22;
Monte Alegre de Goiás;2006;16;
Monte Alegre de Goiás;2007;21;
Monte Alegre de Goiás;2008;18;
Monte Alegre de Goiás;2009;26;
Monte Alegre de Goiás;2010;27;13
Monte Alegre de Goiás;2011;34;
Monte Alegre de Goiás;2012;29;
Monte Alegre de Goiás;2013;30;
Monte Alegre de Goiás;2014;43;
Monte Alegre de Goiás;2015;42;
Monte Alegre de Goiás;2016;48;6
Monte Alegre de Goiás;2017;53;5
Monte Alegre de Goiás;2018;72;5
Montes Claros de Goiás;1999;42;  
Montes Claros de Goiás;2000;44;  
Montes Claros de Goiás;2001;57;  
Montes Claros de Goiás;2002;53;
Montes Claros de Goiás;2003;67;
Montes Claros de Goiás;2004;67;
Montes Claros de Goiás;2005;67;
Montes Claros de Goiás;2006;73;
Montes Claros de Goiás;2007;87;
Montes Claros de Goiás;2008;89;
Montes Claros de Goiás;2009;101;
Montes Claros de Goiás;2010;128;96
