Localidade;Ano;Total;Indústria de Transformação ;Indústria de Extração de Minerais ;Serviços Industriais de Utilidade Pública ;Construção Civil ;Comércio ;Serviços ;Administração Pública Direta e Indireta ;Agricultura, Silvicultura, Criação de Animais, Extração Vegetal e Pesca ;Atividade não especificada ou classificada
Jesúpolis;2001;4;1;;;;3;;;;
Jesúpolis;2002;5;5;;;;;;;;
Jesúpolis;2003;12;11;;;;1;;;;
Jesúpolis;2004;11;9;;;;1;1;;;
Jesúpolis;2005;14;9;;;;2;;;3;
Jesúpolis;2006;22;19;;;;1;;;2;
Jesúpolis;2007;71;13;;;;2;54;;2;
Jesúpolis;2008;9;2;;;;2;;;5;
Jesúpolis;2009;6;;;;;3;1;;2;
Jesúpolis;2010;9;;;;;9;;;;
Jesúpolis;2011;6;;;;;5;;;1;
Jesúpolis;2012;15;;;;4;9;;;2;
Jesúpolis;2013;13;4;;;;6;1;;2;
Jesúpolis;2014;6;;;;;4;1;;1;
Jesúpolis;2015;8;;;;;3;1;;4;
Jesúpolis;2016;12;8;;;;1;;;3;
Jesúpolis;2017;7;;;;;3;;;4;
Jesúpolis;2018;16;2;0;0;0;5;1;0;8;16
Joviânia;1999;89;10;;1;;29;26;;22;1
Joviânia;2000;81;17;;;;20;30;;14;
Joviânia;2001;69;15;;;;24;16;;14;
Joviânia;2002;53;3;;;;24;6;;20;
Joviânia;2003;47;;;;;24;3;;20;
Joviânia;2004;115;5;;;;44;18;;48;
Joviânia;2005;154;5;;;;81;22;;46;
Joviânia;2006;104;5;;;5;42;12;;40;
Joviânia;2007;91;1;;;4;40;5;;41;
Joviânia;2008;112;3;;;;42;10;;57;
Joviânia;2009;118;1;;;;37;27;;53;
Joviânia;2010;307;3;;;;56;46;;202;
Joviânia;2011;161;6;;;;36;33;;86;
Joviânia;2012;188;3;;;2;40;35;;108;
Joviânia;2013;215;4;;;;44;80;;87;
Joviânia;2014;201;4;;;6;61;44;;86;
Joviânia;2015;219;3;;;6;53;54;;103;
Joviânia;2016;178;2;;;1;42;61;;72;
Joviânia;2017;167;;;;2;42;62;;61;
Joviânia;2018;152;0;0;0;3;45;42;0;62;152
Jussara;1999;523;67;;9;30;97;218;2;96;4
Jussara;2000;389;42;;3;10;73;62;;199;
Jussara;2001;367;27;;1;33;73;63;;169;1
Jussara;2002;501;42;11;;150;74;36;;188;
Jussara;2003;434;39;;2;65;109;79;;140;
Jussara;2004;583;24;;;62;127;61;;309;
Jussara;2005;639;42;;;56;164;101;;276;
Jussara;2006;622;59;4;;42;197;101;2;217;
Jussara;2007;607;52;6;2;7;220;93;;227;
Jussara;2008;727;56;;;32;280;79;;280;
Jussara;2009;768;65;;;46;284;104;;269;
Jussara;2010;881;74;;1;136;274;89;;307;
Jussara;2011;890;113;;;42;311;104;;320;
Jussara;2012;1060;202;3;;32;363;136;;324;
Jussara;2013;1104;200;;1;11;417;163;;312;
Jussara;2014;1329;238;;1;11;473;211;;395;
Jussara;2015;1148;106;;3;8;414;244;;373;
Jussara;2016;982;94;;3;12;353;196;;324;
Jussara;2017;1250;167;;4;15;320;245;1;498;
Jussara;2018;1356;187;0;2;10;393;275;1;488;1356
Lagoa Santa;1999;;;;;;;;;;
Lagoa Santa;2000;;;;;;;;;;
Lagoa Santa;2001;;;;;;;;;;
Lagoa Santa;2002;;;;;;;;;;
Lagoa Santa;2003;34;;;;;2;31;;1;
Lagoa Santa;2004;26;;;;;1;19;;6;
Lagoa Santa;2005;35;;;;;4;24;;7;
Lagoa Santa;2006;47;;;;;3;25;;19;
Lagoa Santa;2007;33;1;;;;2;20;;10;
Lagoa Santa;2008;40;14;;;;4;20;;2;
Lagoa Santa;2009;28;1;;;;4;23;;;
Lagoa Santa;2010;21;2;;;;1;14;;4;
Lagoa Santa;2011;37;1;;;;4;23;;9;
Lagoa Santa;2012;35;;;;;2;21;;12;
Lagoa Santa;2013;47;3;;;;2;27;;15;
Lagoa Santa;2014;54;2;;;;6;30;;16;
Lagoa Santa;2015;58;1;;;2;6;31;;18;
Lagoa Santa;2016;48;;;;;7;21;;20;
Lagoa Santa;2017;62;;;;;12;26;;24;
Lagoa Santa;2018;45;1;0;0;0;10;21;0;13;45
Leopoldo de Bulhões;1999;144;49;;;3;58;27;;6;1
Leopoldo de Bulhões;2000;153;65;;;;44;6;;38;
Leopoldo de Bulhões;2001;153;49;;1;;27;9;;67;
Leopoldo de Bulhões;2002;397;41;;;;14;4;;338;
Leopoldo de Bulhões;2003;219;34;;;4;18;13;;150;
Leopoldo de Bulhões;2004;167;18;;;;26;13;;110;
Leopoldo de Bulhões;2005;186;31;;;;24;4;;127;
Leopoldo de Bulhões;2006;165;25;;;;24;13;;103;
Leopoldo de Bulhões;2007;419;13;;;;40;12;;354;
Leopoldo de Bulhões;2008;296;30;;;;15;28;;223;
Leopoldo de Bulhões;2009;325;18;;;1;39;30;;237;
Leopoldo de Bulhões;2010;219;40;;;;56;17;;106;
Leopoldo de Bulhões;2011;397;41;;;;68;27;;261;
Leopoldo de Bulhões;2012;367;67;;;;31;10;;259;
Leopoldo de Bulhões;2013;394;58;;;9;45;10;;272;
Leopoldo de Bulhões;2014;438;82;;;;48;6;;302;
Leopoldo de Bulhões;2015;402;73;;;1;71;10;;247;
Leopoldo de Bulhões;2016;419;66;;;;83;26;;244;
Leopoldo de Bulhões;2017;443;50;;;;68;78;;247;
Leopoldo de Bulhões;2018;420;49;0;0;0;69;43;0;259;420
Luziânia;1999;5622;1296;75;12;321;1898;1752;3;260;5
Luziânia;2000;4576;1028;37;14;203;1551;1443;;300;
Luziânia;2001;5184;1386;39;3;351;1305;1702;;396;2
Luziânia;2002;5720;1782;27;;820;1239;1545;;307;
Luziânia;2003;6516;1432;26;4;962;1626;1679;;787;
Luziânia;2004;6799;1792;26;27;893;1881;1636;;544;
Luziânia;2005;7587;1956;26;40;1223;1915;1781;;646;
Luziânia;2006;7075;2060;46;53;640;1889;1771;;616;
Luziânia;2007;8004;2075;47;3;1035;2146;1754;;944;
Luziânia;2008;9248;2527;66;13;854;2619;1837;12;1320;
Luziânia;2009;10658;2992;48;2;869;2975;2339;14;1419;
Luziânia;2010;11034;3317;58;5;658;2753;3014;4;1225;
Luziânia;2011;11283;2670;44;18;661;3079;3667;3;1141;
Luziânia;2012;12129;2327;40;4;1108;3677;3794;;1179;
Luziânia;2013;11480;1764;43;3;1221;3819;3402;;1228;
Luziânia;2014;10927;1559;42;18;1772;3589;2776;;1171;
Luziânia;2015;9262;1282;20;29;1201;3106;2485;35;1104;
Luziânia;2016;7903;1183;19;9;1073;2700;2040;1;878;
Luziânia;2017;8161;999;15;22;1102;2968;1902;4;1149;
Luziânia;2018;8177;971;12;4;850;2748;2182;2;1408;8177
Mairipotaba;1999;44;17;;;1;6;16;;2;2
Mairipotaba;2000;56;23;;;12;7;;;13;1
Mairipotaba;2001;83;17;;1;51;4;1;;9;
Mairipotaba;2002;35;6;;;12;4;4;;9;
Mairipotaba;2003;31;2;;1;3;3;;;22;
Mairipotaba;2004;57;6;;;30;6;;;15;
Mairipotaba;2005;42;3;;;14;8;;;17;
Mairipotaba;2006;44;4;;;;5;15;;20;
Mairipotaba;2007;16;;;;;;;;16;
Mairipotaba;2008;58;;;;3;7;1;1;46;
Mairipotaba;2009;34;;;;;2;;;32;
Mairipotaba;2010;43;;1;;;5;;;37;
Mairipotaba;2011;49;;1;;;4;1;;43;
Mairipotaba;2012;56;12;;;;4;2;;38;
Mairipotaba;2013;42;;;;1;10;;;31;
Mairipotaba;2014;54;4;;;;11;3;;36;
Mairipotaba;2015;57;;;;;9;6;;42;
Mairipotaba;2016;54;;;;;13;2;;39;
Mairipotaba;2017;66;;;;;10;1;;55;
Mairipotaba;2018;58;2;0;0;0;8;1;0;47;58
Mambaí;1999;319;2;;;236;;7;;54;20
Mambaí;2000;98;;;;;3;1;;94;
Mambaí;2001;2;;;;;2;;;;
Mambaí;2002;11;1;;;4;;3;;3;
Mambaí;2003;8;;;;1;4;;;3;
Mambaí;2004;22;1;;;;7;2;;12;
Mambaí;2005;434;1;4;;367;14;35;;13;
Mambaí;2006;592;12;;472;3;17;75;;13;
Mambaí;2007;342;19;2;167;7;14;109;;24;
Mambaí;2008;587;3;;560;;12;4;;8;
Mambaí;2009;450;8;;370;4;24;12;;32;
Mambaí;2010;105;;;4;;42;10;;49;
Mambaí;2011;104;5;;2;;43;9;;45;
Mambaí;2012;73;21;;;1;26;11;;14;
Mambaí;2013;127;7;;;49;32;9;;30;
Mambaí;2014;129;3;;;26;47;22;;31;
Mambaí;2015;219;3;;;5;55;34;;122;
Mambaí;2016;183;3;;;4;45;52;;79;
Mambaí;2017;193;1;;;;55;54;;83;
Mambaí;2018;333;13;0;58;35;55;63;0;109;333
Mara Rosa;1999;76;2;;2;3;46;12;;9;2
Mara Rosa;2000;128;6;6;;3;67;19;;27;
Mara Rosa;2001;181;16;;2;;51;26;;86;
Mara Rosa;2002;118;11;8;;15;19;19;;46;
Mara Rosa;2003;142;8;;2;36;45;25;;26;
Mara Rosa;2004;131;9;2;;2;19;36;;63;
Mara Rosa;2005;190;18;14;;2;29;45;;82;
Mara Rosa;2006;185;21;1;;;33;60;;70;
Mara Rosa;2007;210;29;;;;29;57;;95;
Mara Rosa;2008;383;30;91;;2;62;26;;172;
Mara Rosa;2009;401;17;;;1;63;50;;270;
Mara Rosa;2010;315;18;;;;66;40;;191;
Mara Rosa;2011;357;24;;2;13;58;45;;215;
Mara Rosa;2012;422;27;;;190;67;39;;99;
Mara Rosa;2013;434;46;1;;32;64;45;;246;
Mara Rosa;2014;412;88;1;;49;79;72;;123;
Mara Rosa;2015;257;42;2;;4;77;50;;82;
Mara Rosa;2016;264;53;2;;22;49;60;;78;
Mara Rosa;2017;366;50;3;;71;78;85;;79;
Mara Rosa;2018;381;61;0;0;15;92;56;0;157;381
Marzagão;1999;30;6;;;;12;8;;4;
Marzagão;2000;12;1;;;;1;;;10;
Marzagão;2001;30;;;;10;3;1;;16;
Marzagão;2002;45;;;;18;;7;;20;
Marzagão;2003;12;;;;;2;3;;7;
Marzagão;2004;30;;;;3;6;;;21;
Marzagão;2005;10;;;;;1;;;9;
Marzagão;2006;25;;;;;5;8;;12;
Marzagão;2007;23;5;;;;4;2;;12;
Marzagão;2008;44;9;6;;;7;4;;18;
Marzagão;2009;44;21;;;;7;1;;15;
Marzagão;2010;49;12;2;;;10;14;;11;
Marzagão;2011;31;7;;;1;8;3;;12;
Marzagão;2012;34;13;;;;10;3;;8;
Marzagão;2013;103;17;;;51;18;2;;15;
Marzagão;2014;95;13;;;41;24;4;;13;
Marzagão;2015;37;8;;;;14;3;;12;
Marzagão;2016;33;5;;;;12;8;;8;
Marzagão;2017;43;6;;;;19;5;;13;
Marzagão;2018;42;3;0;0;0;25;5;0;9;42
Matrinchã;1999;70;19;;1;3;7;15;;24;1
Matrinchã;2000;62;7;;;;5;2;;48;
Matrinchã;2001;78;5;;1;;14;2;;56;
Matrinchã;2002;51;1;;1;;5;;;44;
Matrinchã;2003;79;8;;;;7;;;64;
Matrinchã;2004;88;5;;;;18;2;;63;
Matrinchã;2005;91;6;;;5;19;4;;57;
Matrinchã;2006;63;6;;;;31;6;;20;
Matrinchã;2007;58;1;;1;;21;2;;33;
Matrinchã;2008;83;4;;;;26;3;;50;
Matrinchã;2009;78;7;;;;28;3;;40;
Matrinchã;2010;91;5;;;;25;3;;58;
Matrinchã;2011;128;32;;;;29;4;;63;
Matrinchã;2012;135;37;;;;22;7;;69;
Matrinchã;2013;152;26;;;;33;11;;82;
Matrinchã;2014;128;31;9;;;21;3;;64;
Matrinchã;2015;174;25;9;;;39;6;;95;
Matrinchã;2016;174;31;9;;;29;11;;94;
Matrinchã;2017;131;21;;;;30;5;;75;
Matrinchã;2018;151;38;2;0;0;32;6;0;73;151
Maurilândia;1999;4173;2;;;98;8;25;;4038;2
Maurilândia;2000;4884;;;1;79;1;6;;4797;
Maurilândia;2001;5430;;;;;9;8;;5413;
Maurilândia;2002;5891;;;;;6;12;;5873;
Maurilândia;2003;5818;;;;;3;5;;5810;
Maurilândia;2004;1825;;;;;10;23;;1792;
Maurilândia;2005;2098;;;;;13;12;;2073;
Maurilândia;2006;3817;;;;;6;281;;3530;
Maurilândia;2007;3333;;;;2;35;51;;3245;
Maurilândia;2008;4444;14;;;;21;70;;4339;
Maurilândia;2009;2997;5;;;7;34;44;;2907;
Maurilândia;2010;2342;14;;;16;33;58;;2221;
Maurilândia;2011;1634;1;;;12;11;41;;1569;
Maurilândia;2012;1275;21;;;2;36;58;;1158;
Maurilândia;2013;1011;2;;;15;22;85;;887;
Maurilândia;2014;368;1;;;2;16;31;;318;
Maurilândia;2015;338;2;;;11;20;53;;252;
Maurilândia;2016;451;11;;;26;49;114;;251;
Maurilândia;2017;394;6;;;9;55;132;;192;
Maurilândia;2018;372;1;1;0;0;49;137;0;184;372
Mimoso de Goiás;1999;5;;;;1;1;;;3;
Mimoso de Goiás;2000;16;2;;;11;1;;;2;
Mimoso de Goiás;2001;2;;;;;;;;2;
Mimoso de Goiás;2002;3;;;;;;;;3;
Mimoso de Goiás;2003;33;;;;;;;;33;
Mimoso de Goiás;2004;53;;;;;1;1;;51;
Mimoso de Goiás;2005;44;;;;;;2;;42;
Mimoso de Goiás;2006;46;;;;;3;9;;34;
Mimoso de Goiás;2007;55;;;;;3;1;;51;
Mimoso de Goiás;2008;220;;;;;4;165;;51;
Mimoso de Goiás;2009;68;;;;;9;9;;50;
Mimoso de Goiás;2010;68;;;;;1;6;;61;
Mimoso de Goiás;2011;80;1;;;;4;3;;72;
Mimoso de Goiás;2012;72;1;1;;;2;3;;65;
Mimoso de Goiás;2013;70;;;;1;3;6;;60;
Mimoso de Goiás;2014;72;;8;;1;4;2;;57;
Mimoso de Goiás;2015;79;2;4;;;4;2;;67;
Mimoso de Goiás;2016;78;;3;;;1;7;;67;
Mimoso de Goiás;2017;84;;7;;;5;3;;69;
Mimoso de Goiás;2018;92;0;0;0;0;7;5;0;80;92
Minaçu;1999;1166;47;79;37;542;177;281;;2;1
Minaçu;2000;730;27;60;13;217;145;254;;14;
Minaçu;2001;1101;28;156;9;514;109;273;;12;
Minaçu;2002;1379;36;21;2;876;117;321;;6;
Minaçu;2003;634;98;48;;167;119;197;;5;
Minaçu;2004;589;110;52;3;108;138;171;;7;
Minaçu;2005;682;97;41;7;101;173;254;;9;
Minaçu;2006;642;102;60;14;53;174;229;;10;
Minaçu;2007;873;160;90;3;50;216;329;;25;
Minaçu;2008;1164;88;61;23;125;229;597;;41;
Minaçu;2009;822;87;48;32;83;220;310;;42;
Minaçu;2010;960;123;61;26;44;282;372;;52;
Minaçu;2011;1012;105;88;34;30;319;360;;76;
Minaçu;2012;1024;218;64;36;98;300;275;;33;
Minaçu;2013;1258;177;42;29;102;385;479;;44;
Minaçu;2014;1421;184;59;25;280;444;367;;62;
Minaçu;2015;1486;144;145;20;421;351;368;;37;
Minaçu;2016;1285;133;113;15;272;304;400;;48;
Minaçu;2017;1513;110;222;22;553;245;319;;42;
Minaçu;2018;1137;86;50;30;354;272;309;1;35;1137
Mineiros;1999;1124;181;;3;28;497;354;6;51;4
Mineiros;2000;1043;105;;1;27;336;232;;342;
Mineiros;2001;1127;124;;10;32;414;213;;334;
Mineiros;2002;1291;74;;2;97;476;267;5;370;
Mineiros;2003;1737;368;;8;42;524;269;;525;1
Mineiros;2004;3005;1078;1;;59;812;339;7;709;
Mineiros;2005;3705;1566;5;;95;835;452;6;746;
Mineiros;2006;3480;1308;6;;152;757;549;4;704;
Mineiros;2007;4499;2123;6;1;143;823;458;2;943;
Mineiros;2008;10835;7342;27;1;396;1142;651;1;1275;
Mineiros;2009;8798;4392;28;11;403;1398;1021;;1545;
Mineiros;2010;9163;3687;25;29;1152;1520;1472;;1278;
Mineiros;2011;9822;2584;30;81;779;1702;1515;;3131;
Mineiros;2012;9573;2843;1;166;1023;1751;1776;;2013;
Mineiros;2013;9348;3100;10;37;680;1737;2196;;1588;
Mineiros;2014;9452;2941;14;411;705;1897;1991;;1493;
Mineiros;2015;7949;2436;10;63;417;1846;1608;;1569;
Mineiros;2016;7007;1574;5;58;281;1622;1882;;1585;
Mineiros;2017;6899;1679;1;98;365;1575;1715;;1466;
Mineiros;2018;7526;2139;3;20;229;1720;1774;1;1640;7526
Moiporá;1999;16;7;;;2;;5;;2;
Moiporá;2000;17;12;;;;2;;;3;
Moiporá;2001;42;15;;1;;5;;;21;
Moiporá;2002;13;1;;;;2;;;10;
Moiporá;2003;20;4;;;;;;;16;
Moiporá;2004;15;3;1;;;;;;11;
Moiporá;2005;20;3;;;;2;;;15;
Moiporá;2006;15;5;;;;1;;;9;
Moiporá;2007;19;1;;;;1;;;17;
Moiporá;2008;30;15;1;;;1;;;13;
Moiporá;2009;16;;;;;2;;;14;
Moiporá;2010;37;;;;;1;1;;35;
Moiporá;2011;20;;;;1;;1;;18;
Moiporá;2012;29;;2;;;2;1;;24;
Moiporá;2013;29;1;2;;;5;;;21;
Moiporá;2014;48;15;5;;;5;;;23;
Moiporá;2015;38;;2;;;4;1;;31;
Moiporá;2016;35;1;;;;1;;;33;
Moiporá;2017;47;9;;;;2;1;;35;
Moiporá;2018;32;2;0;0;0;1;0;0;29;32
Monte Alegre de Goiás;1999;21;;;;1;6;12;;;2
Monte Alegre de Goiás;2000;20;;;;4;1;6;;9;
Monte Alegre de Goiás;2001;32;;;;5;2;;;25;
Monte Alegre de Goiás;2002;6;;;;;;2;;4;
Monte Alegre de Goiás;2003;4;;;;;1;1;;2;
Monte Alegre de Goiás;2004;13;;;;;1;1;;11;
Monte Alegre de Goiás;2005;35;;5;;;3;;;27;
Monte Alegre de Goiás;2006;35;;;;;4;1;;30;
Monte Alegre de Goiás;2007;28;;;;;5;;;23;
Monte Alegre de Goiás;2008;37;;1;;;8;;;28;
Monte Alegre de Goiás;2009;31;;;;;12;;;19;
Monte Alegre de Goiás;2010;42;;2;;;12;;;28;
Monte Alegre de Goiás;2011;68;1;6;;;17;2;;42;
Monte Alegre de Goiás;2012;48;1;2;;;14;6;;25;
Monte Alegre de Goiás;2013;79;;4;;;17;5;;53;
Monte Alegre de Goiás;2014;67;3;5;;;11;1;;47;
Monte Alegre de Goiás;2015;76;6;3;;;21;3;;43;
Monte Alegre de Goiás;2016;76;4;;;;16;4;;52;
Monte Alegre de Goiás;2017;85;3;2;;;23;8;;49;
Monte Alegre de Goiás;2018;77;0;1;0;0;20;5;0;51;77
Montes Claros de Goiás;1999;128;32;;2;21;23;18;;24;8
Montes Claros de Goiás;2000;130;11;;;;21;7;;91;
Montes Claros de Goiás;2001;138;8;;;;20;9;;101;
Montes Claros de Goiás;2002;111;3;;;5;33;6;;64;
Montes Claros de Goiás;2003;109;4;;;;14;5;;86;
Montes Claros de Goiás;2004;153;1;;;;26;6;;120;
Montes Claros de Goiás;2005;185;;;;;28;20;;137;
Montes Claros de Goiás;2006;217;5;;;;34;24;;154;
Montes Claros de Goiás;2007;226;7;;;;38;18;;163;
Montes Claros de Goiás;2008;297;4;1;;;60;44;;188;
Montes Claros de Goiás;2009;351;13;2;;3;70;66;;197;
Montes Claros de Goiás;2010;334;7;3;;7;70;33;;214;
Montes Claros de Goiás;2011;461;4;;;6;95;43;;313;
Montes Claros de Goiás;2012;669;243;;;7;90;55;;274;
Montes Claros de Goiás;2013;727;272;;1;35;94;65;;260;
Montes Claros de Goiás;2014;795;350;;1;5;123;81;;235;
Montes Claros de Goiás;2015;940;337;;1;127;117;83;;275;
Montes Claros de Goiás;2016;924;452;;2;10;124;93;;243;
Montes Claros de Goiás;2017;730;261;;;13;108;90;;258;
Montes Claros de Goiás;2018;746;221;6;0;6;133;87;0;293;746
Montividiu;1999;272;49;29;;9;60;100;;20;5
Montividiu;2000;261;32;27;;1;20;44;;137;
Montividiu;2001;336;14;36;;1;54;68;;163;
Montividiu;2002;349;19;25;;2;34;73;;196;
Montividiu;2003;451;30;15;;22;88;74;;222;
Montividiu;2004;755;80;16;;80;76;145;;358;
Montividiu;2005;807;87;22;;7;111;206;;374;
Montividiu;2006;762;49;11;;1;154;207;;340;
Montividiu;2007;1100;363;30;;12;170;108;;417;
Montividiu;2008;1040;223;20;;36;109;163;;489;
Montividiu;2009;1489;644;11;;115;66;185;;468;
Montividiu;2010;1244;437;23;;107;85;176;;416;
Montividiu;2011;1247;508;13;;47;84;144;;451;
Montividiu;2012;1658;790;21;1;33;104;237;;472;
Montividiu;2013;1531;543;25;;153;186;238;;386;
Montividiu;2014;1574;432;1;;185;223;256;;477;
Montividiu;2015;1147;148;30;;66;174;211;;518;
Montividiu;2016;1019;42;19;;87;177;210;4;480;
Montividiu;2017;963;55;27;;47;142;197;;495;
Montividiu;2018;1044;88;21;0;11;190;228;0;506;1044
Montividiu do Norte;1999;15;6;;;2;;5;;2;
Montividiu do Norte;2000;4;;;;;;;;4;
Montividiu do Norte;2001;10;;;;;1;;;9;
Montividiu do Norte;2002;14;;;;;;;;14;
Montividiu do Norte;2003;12;;;;;;2;;10;
Montividiu do Norte;2004;14;;;;;;2;;12;
Montividiu do Norte;2005;7;;;;;1;2;;4;
Montividiu do Norte;2006;13;;;;;;;;13;
Montividiu do Norte;2007;35;;;;9;2;;;24;
Montividiu do Norte;2008;50;;;;13;17;1;;19;
Montividiu do Norte;2009;26;;;;;2;2;;22;
Montividiu do Norte;2010;36;2;1;;;9;2;;22;
Montividiu do Norte;2011;41;;6;;;7;3;;25;
Montividiu do Norte;2012;40;;;;2;9;2;;27;
Montividiu do Norte;2013;36;;3;;;5;1;;27;
Montividiu do Norte;2014;41;;1;;;7;;;33;
Montividiu do Norte;2015;46;;3;;;3;1;;39;
Montividiu do Norte;2016;40;;7;;;5;1;;27;
Montividiu do Norte;2017;28;;6;;;4;1;;17;
Montividiu do Norte;2018;59;16;6;0;0;4;1;0;32;59
Morrinhos;1999;1709;510;;7;151;508;354;1;135;43
Morrinhos;2000;1310;347;;3;116;253;240;8;343;
Morrinhos;2001;1547;438;;1;91;331;279;9;398;
Morrinhos;2002;2640;361;1;3;1290;346;282;;357;
Morrinhos;2003;1573;449;1;1;79;359;264;;420;
Morrinhos;2004;1892;693;;3;49;490;243;2;412;
Morrinhos;2005;2241;910;2;2;36;533;280;;478;
Morrinhos;2006;2468;738;2;;456;530;553;;189;
Morrinhos;2007;2592;775;;;542;491;320;39;425;
Morrinhos;2008;4212;2106;;;521;648;360;;577;
Morrinhos;2009;3314;1552;2;3;159;714;372;;512;
Morrinhos;2010;4538;1932;1;2;191;931;384;;1097;
Morrinhos;2011;5301;2027;2;1;111;1020;411;;1729;
Morrinhos;2012;6436;2256;2;1;85;954;488;;2650;
Morrinhos;2013;6711;2342;;65;173;1049;549;;2533;
Morrinhos;2014;6720;2383;1;;237;1134;670;;2295;
Morrinhos;2015;6066;2198;;2;177;982;542;;2165;
Morrinhos;2016;5447;1543;1;;203;807;516;;2377;
Morrinhos;2017;5563;1257;;8;200;796;489;1;2812;
Morrinhos;2018;5831;1201;0;0;118;815;469;2;3226;5831
Morro Agudo de Goiás;1999;11;1;;;;9;1;;;
Morro Agudo de Goiás;2000;2;;;;;1;;;1;
Morro Agudo de Goiás;2001;16;;;;10;4;1;;1;
Morro Agudo de Goiás;2002;9;1;;;;7;;;1;
Morro Agudo de Goiás;2003;3;1;;;;1;;;1;
Morro Agudo de Goiás;2004;9;;;;1;5;;;3;
Morro Agudo de Goiás;2005;;;;;;;;;;
Morro Agudo de Goiás;2006;5;;;;;;1;;4;
Morro Agudo de Goiás;2007;3;;;;;;;;3;
Morro Agudo de Goiás;2008;8;1;;;;2;;;5;
Morro Agudo de Goiás;2009;4;;;;;2;;;2;
Morro Agudo de Goiás;2010;9;1;;;1;1;1;;5;
Morro Agudo de Goiás;2011;8;;;;;5;2;;1;
Morro Agudo de Goiás;2012;11;;;;;6;2;;3;
Morro Agudo de Goiás;2013;20;;;;;6;4;;10;
Morro Agudo de Goiás;2014;19;2;;;;7;4;;6;
Morro Agudo de Goiás;2015;18;1;;;;10;3;;4;
Morro Agudo de Goiás;2016;11;1;;;;5;1;;4;
Morro Agudo de Goiás;2017;21;2;;;;6;3;;10;
Morro Agudo de Goiás;2018;136;58;0;0;38;18;12;0;10;136
Mossâmedes;1999;16;1;;;3;4;4;;4;
Mossâmedes;2000;131;1;;;110;6;1;;13;
Mossâmedes;2001;41;2;;;6;5;3;;25;
Mossâmedes;2002;34;6;;;;4;3;;21;
Mossâmedes;2003;33;;;;;5;4;;24;
Mossâmedes;2004;34;;;;;5;2;;27;
Mossâmedes;2005;41;;;;;7;;;34;
Mossâmedes;2006;58;1;2;;;4;7;;44;
Mossâmedes;2007;51;;;;;6;2;;43;
Mossâmedes;2008;63;7;5;;;4;;;47;
Mossâmedes;2009;61;8;6;;;14;;;33;
Mossâmedes;2010;79;15;4;;7;9;2;;42;
Mossâmedes;2011;464;85;6;;269;17;7;;80;
Mossâmedes;2012;200;99;18;;;15;8;;60;
Mossâmedes;2013;250;156;5;;1;23;7;;58;
Mossâmedes;2014;298;181;3;;;28;18;;68;
Mossâmedes;2015;272;174;1;;;20;16;;61;
Mossâmedes;2016;240;140;6;;;16;12;;66;
Mossâmedes;2017;273;183;3;;1;23;9;;54;
Mossâmedes;2018;267;172;2;0;0;26;11;0;56;267
Mozarlândia;1999;65;7;;;10;7;26;;12;3
Mozarlândia;2000;173;109;;;6;7;15;;36;
Mozarlândia;2001;638;504;;1;34;37;10;;52;
Mozarlândia;2002;570;490;;;;24;12;;44;
Mozarlândia;2003;580;465;;;;43;17;;55;
Mozarlândia;2004;1005;881;;;1;33;17;;73;
Mozarlândia;2005;710;546;;;1;81;10;;72;
Mozarlândia;2006;931;770;;;;50;29;;82;
Mozarlândia;2007;933;766;;;1;48;39;;79;
Mozarlândia;2008;931;718;;1;5;74;19;;114;
Mozarlândia;2009;854;591;;;19;96;18;;130;
Mozarlândia;2010;661;364;;;;120;37;;140;
Mozarlândia;2011;1031;684;;;2;174;38;;133;
Mozarlândia;2012;1216;778;;;113;158;34;;133;
Mozarlândia;2013;1025;686;;;5;179;36;;119;
Mozarlândia;2014;1112;555;;;165;171;21;;200;
Mozarlândia;2015;899;506;;;12;186;27;;168;
Mozarlândia;2016;874;555;;;12;164;22;;121;
Mozarlândia;2017;845;484;;;59;142;22;;138;
Mozarlândia;2018;823;499;0;0;0;174;20;0;130;823
Mundo Novo;1999;24;8;;;2;1;2;;10;1
Mundo Novo;2000;55;;;;;;;;55;
Mundo Novo;2001;32;;;;;;;;32;
Mundo Novo;2002;52;1;;;;2;4;;45;
Mundo Novo;2003;76;1;;;;5;2;;68;
Mundo Novo;2004;164;;;;;10;6;;148;
Mundo Novo;2005;132;;;;6;13;6;;107;
Mundo Novo;2006;118;1;;1;;15;4;;97;
Mundo Novo;2007;124;;;2;;13;8;;101;
Mundo Novo;2008;136;;;;;22;12;;102;
Mundo Novo;2009;147;7;;;;28;12;;100;
Mundo Novo;2010;151;3;;;;29;4;;115;
Mundo Novo;2011;177;18;;;1;28;23;;107;
Mundo Novo;2012;127;4;;;;19;10;;94;
Mundo Novo;2013;205;11;;;3;21;18;;152;
Mundo Novo;2014;182;19;;1;5;22;9;;126;
Mundo Novo;2015;230;25;;;5;19;20;;161;
Mundo Novo;2016;239;10;;;6;27;16;;180;
Mundo Novo;2017;287;22;;;16;29;19;;201;
Mundo Novo;2018;275;6;0;0;5;24;13;2;225;275
Mutunópolis;1999;34;4;;;3;17;3;;7;
Mutunópolis;2000;14;1;;;;3;1;;9;
Mutunópolis;2001;15;;;;;3;;;12;
Mutunópolis;2002;17;;;;;4;;;13;
Mutunópolis;2003;26;;;1;;1;;;24;
