Localidade;Ano;IDM Economia;EquilibrioOrcamentarioMunicipio;EvolucaoPIB;RecursosProprios;PIBperCapita;SetorAgropecuario;SetorIndustrial;SetorServicos
Davinópolis;2012;2,76571428571429;1,42;10;1,42;6,06;0,14;0,32;0
Davinópolis;2014;2,85857142857143;6,67;5,38;0,69;6,82;0,13;0,32;0
Davinópolis;2016;1,02428571428571;3,69;0;0,7;2,59;0,14;0,05;0
Davinópolis;2018;2,97;3,69;5,85;0,7;10;0,13;0,42;0
Diorama;2012;0,877142857142857;3,09;1,89;0,68;0,32;0,16;0;0
Diorama;2014;1,43714285714286;5,97;2,56;0,96;0,43;0,14;0;0
Diorama;2016;1,54714285714286;4,67;4,74;0,53;0,73;0,16;0;0
Diorama;2018;1,19285714285714;4,67;2,1;0,53;0,86;0,19;0;0
Divinópolis de Goiás;2012;1,05714285714286;4,4;2,34;0,24;0,29;0,1;0,03;0
Divinópolis de Goiás;2014;1,57;6,67;2,98;1,01;0,23;0,09;0,01;0
Divinópolis de Goiás;2016;1,15;3,08;3,15;1,41;0,3;0,09;0,01;0,01
Divinópolis de Goiás;2018;0,937142857142857;3,08;1,66;1,41;0,3;0,1;0,01;0
Doverlândia;2012;1,75714285714286;6,76;1,98;2,07;0,62;0,85;0,01;0,01
Doverlândia;2014;1,91857142857143;6,94;2,43;2,65;0,72;0,67;0,01;0,01
Doverlândia;2016;1,83142857142857;4,07;4,13;2,62;1,23;0,73;0,02;0,02
Doverlândia;2018;1,56285714285714;4,07;2,04;2,62;1,37;0,8;0,02;0,02
Edealina;2012;1,30142857142857;4,19;1,21;2,37;0,86;0,46;0,01;0,01
Edealina;2014;2,14;6,6;2,43;4,47;1,07;0,39;0,01;0,01
Edealina;2016;3,10857142857143;3,51;6,85;8,05;2,65;0,67;0,02;0,01
Edealina;2018;2,59857142857143;3,51;1,89;8,05;3,95;0,68;0,09;0,02
Edéia;2012;2,07857142857143;6,02;0,94;5,03;1,19;1,23;0,09;0,05
Edéia;2014;2,46571428571429;7,35;2,03;4,6;1,76;1,36;0,11;0,05
Edéia;2016;2,31714285714286;3,5;4,6;4,3;2,49;1,17;0,1;0,06
Edéia;2018;2,38285714285714;3,5;3,59;4,3;3,64;1,12;0,47;0,06
Estrela do Norte;2012;1,42428571428571;5,05;3,15;1,16;0,5;0,08;0,02;0,01
Estrela do Norte;2014;1,55142857142857;7,04;2,06;1,4;0,3;0,06;0;0
Estrela do Norte;2016;1,07285714285714;3,9;2,55;0,39;0,58;0,07;0,01;0,01
Estrela do Norte;2018;0,818571428571429;3,9;0,97;0,39;0,4;0,07;0;0
Faina;2012;0,992857142857143;1,61;1,94;2,71;0,28;0,4;0;0,01
Faina;2014;1,48285714285714;6,81;1,94;1,02;0,28;0,32;0;0,01
Faina;2016;1,36285714285714;3,55;3,54;1,65;0,46;0,33;0;0,01
Faina;2018;1,17142857142857;3,55;2,05;1,65;0,58;0,36;0;0,01
Fazenda Nova;2012;1,13142857142857;4,73;1,66;0,9;0,31;0,3;0,01;0,01
Fazenda Nova;2014;1,42714285714286;5,97;2,22;1,19;0,36;0,24;0;0,01
Fazenda Nova;2016;1,68;4,91;3,96;2,05;0,55;0,28;0;0,01
Fazenda Nova;2018;1,38142857142857;4,91;1,8;2,05;0,63;0,27;0;0,01
Firminópolis;2012;0,965714285714286;3,33;1,8;1,26;0,13;0,21;0,01;0,02
Firminópolis;2014;1,42142857142857;5,62;2,63;1,28;0,19;0,2;0,01;0,02
Firminópolis;2016;1,60428571428571;4,01;4,45;2,19;0,27;0,28;0,01;0,02
Firminópolis;2018;1,25428571428571;4,01;1,92;2,19;0,34;0,29;0,01;0,02
Flores de Goiás;2012;0,361428571428571;0,76;1,11;0,16;0,09;0,4;0;0,01
Flores de Goiás;2014;1,48571428571429;6,03;2,33;1,57;0,11;0,35;0;0,01
Flores de Goiás;2016;1,29285714285714;3,98;4,13;0,38;0,15;0,38;0,01;0,02
Flores de Goiás;2018;0,971428571428572;3,98;1,88;0,38;0,14;0,4;0,01;0,01
Formosa;2012;1,45428571428571;2,45;2,15;3,41;0,39;1,19;0,27;0,32
Formosa;2014;2,10571428571429;5,52;2,76;4,36;0,49;0,99;0,28;0,34
Formosa;2016;2,10428571428571;4,19;4,13;3,93;0,71;1,12;0,27;0,38
Formosa;2018;1,87142857142857;4,19;2,44;3,93;0,78;0,99;0,39;0,38
Formoso;2012;0,672857142857143;2,16;1,82;0,4;0,18;0,14;0;0,01
Formoso;2014;1,32;6,15;2,14;0,66;0,18;0,11;0;0
Formoso;2014;1,32;6,15;2,14;0,18;0,66;0,11;0;0
Formoso;2016;1,45857142857143;4,59;3,61;1,61;0,27;0,12;0;0,01
Formoso;2016;1,45857142857143;4,59;3,61;0,27;1,61;0,12;0;0,01
Formoso;2018;1,2;4,59;1,67;1,61;0,39;0,14;0;0
Formoso;2018;1,2;4,59;1,67;0,39;1,61;0,14;0;0
Gameleira de Goiás;2012;1,44285714285714;6,09;1,6;1,26;0,47;0,66;0,01;0,01
Gameleira de Goiás;2012;1,44285714285714;6,09;1,6;0,47;1,26;0,66;0,01;0,01
Gameleira de Goiás;2014;1,86285714285714;7,03;3,08;0,63;1,59;0,69;0,01;0,01
Gameleira de Goiás;2014;1,86285714285714;7,03;3,08;1,59;0,63;0,69;0,01;0,01
Gameleira de Goiás;2016;1,74428571428571;4,66;3,38;1,49;2,1;0,56;0,01;0,01
Gameleira de Goiás;2016;1,74428571428571;4,66;3,38;2,1;1,49;0,56;0,01;0,01
Gameleira de Goiás;2018;1,67;4,66;2,98;1,49;1,94;0,6;0,01;0,01
Gameleira de Goiás;2018;1,67;4,66;2,98;1,94;1,49;0,6;0,01;0,01
Goianápolis;2012;1,09285714285714;4,17;1,75;1,4;0,17;0,12;0,02;0,02
Goianápolis;2012;1,09285714285714;4,17;1,75;0,17;1,4;0,12;0,02;0,02
Goianápolis;2014;1,55285714285714;6,07;2,63;1,7;0,27;0,16;0,02;0,02
Goianápolis;2014;1,55285714285714;6,07;2,63;0,27;1,7;0,16;0,02;0,02
Goianápolis;2016;1,60142857142857;3,55;5,48;1,23;0,62;0,27;0,03;0,03
Goianápolis;2016;1,60142857142857;3,55;5,48;0,62;1,23;0,27;0,03;0,03
Goianápolis;2018;1,04;3,55;1,78;1,23;0,51;0,16;0,03;0,02
Goianápolis;2018;1,04;3,55;1,78;0,51;1,23;0,16;0,03;0,02
Goiandira;2012;1,26;4,6;2,42;1,15;0,4;0,23;0,01;0,01
Goiandira;2012;1,26;4,6;2,42;0,4;1,15;0,23;0,01;0,01
Goiandira;2014;1,55571428571429;6,83;2,34;1,07;0,44;0,19;0,01;0,01
Goiandira;2014;1,55571428571429;6,83;2,34;0,44;1,07;0,19;0,01;0,01
Goiandira;2016;2,48714285714286;10;4,13;0,72;2,32;0,22;0,01;0,01
Goiandira;2016;2,48714285714286;10;4,13;2,32;0,72;0,22;0,01;0,01
Goiandira;2018;2,32142857142857;10;2,83;2,32;0,9;0,15;0,04;0,01
Goiandira;2018;2,32142857142857;10;2,83;0,9;2,32;0,15;0,04;0,01
Goianésia;2012;1,48142857142857;3,01;1,99;3,93;0,41;0,64;0,21;0,18
Goianésia;2012;1,48142857142857;3,01;1,99;0,41;3,93;0,64;0,21;0,18
Goianésia;2014;1,85857142857143;4,91;2,3;4,41;0,46;0,55;0,21;0,17
Goianésia;2014;1,85857142857143;4,91;2,3;0,46;4,41;0,55;0,21;0,17
Goianésia;2016;2,26142857142857;4,63;4,16;5,23;0,73;0,61;0,26;0,21
Goianésia;2016;2,26142857142857;4,63;4,16;0,73;5,23;0,61;0,26;0,21
Goianésia;2018;2,05285714285714;4,63;2,23;5,23;0,79;0,94;0,36;0,19
Goianésia;2018;2,05285714285714;4,63;2,23;0,79;5,23;0,94;0,36;0,19
Goiânia;2012;4,75142857142857;0;1,8;10;1,13;0,33;10;10
Goiânia;2012;4,75142857142857;0;1,8;1,13;10;0,33;10;10
Goiânia;2014;5,53857142857143;4,59;2,54;10;1,34;0,3;10;10
Goiânia;2014;5,53857142857143;4,59;2,54;1,34;10;0,3;10;10
Goiânia;2016;5,49285714285714;2,15;3,76;10;2,08;0,46;10;10
Goiânia;2016;5,49285714285714;2,15;3,76;2,08;10;0,46;10;10
Goiânia;2018;5,07;2,15;1,31;10;1,75;0,28;10;10
Goiânia;2018;5,07;2,15;1,31;1,75;10;0,28;10;10
Goianira;2012;1,62285714285714;3,33;2,85;4,44;0,33;0,14;0,2;0,07
Goianira;2012;1,62285714285714;3,33;2,85;0,33;4,44;0,14;0,2;0,07
Goianira;2014;1,91714285714286;5,96;2,85;0,38;3,83;0,11;0,23;0,06
Goianira;2014;1,91714285714286;5,96;2,85;3,83;0,38;0,11;0,23;0,06
Goianira;2016;2,01142857142857;3,99;4,15;4,8;0,68;0,13;0,23;0,1
Goianira;2016;2,01142857142857;3,99;4,15;0,68;4,8;0,13;0,23;0,1
Goianira;2018;1,79714285714286;3,99;2,43;4,8;0,86;0,1;0,28;0,12
Goianira;2018;1,79714285714286;3,99;2,43;0,86;4,8;0,1;0,28;0,12
Goiás;2012;1,06714285714286;2,1;1,88;2,32;0,3;0,77;0,05;0,05
Goiás;2012;1,06714285714286;2,1;1,88;0,3;2,32;0,77;0,05;0,05
Goiás;2014;1,88285714285714;6,33;3,47;2,01;0,54;0,68;0,09;0,06
Goiás;2014;1,88285714285714;6,33;3,47;0,54;2,01;0,68;0,09;0,06
Goiás;2016;1,77571428571429;4,05;5,45;1,17;0,87;0,71;0,11;0,07
Goiás;2016;1,77571428571429;4,05;5,45;0,87;1,17;0,71;0,11;0,07
Goiás;2018;1,10857142857143;4,05;1,08;1,17;0,67;0,69;0,04;0,06
Goiás;2018;1,10857142857143;4,05;1,08;0,67;1,17;0,69;0,04;0,06
Goiatuba;2012;1,42714285714286;1,66;1,39;3,49;1,11;1,94;0,23;0,17
Goiatuba;2012;1,42714285714286;1,66;1,39;1,11;3,49;1,94;0,23;0,17
Goiatuba;2014;1,30714285714286;1,26;3,26;0;1,58;2,59;0,28;0,18
Goiatuba;2014;1,30714285714286;1,26;3,26;1,58;0;2,59;0,28;0,18
Goiatuba;2016;2,5;2,68;5,19;3,57;2,57;3,02;0,28;0,19
Goiatuba;2016;2,5;2,68;5,19;2,57;3,57;3,02;0,28;0,19
Goiatuba;2018;2,16714285714286;2,68;2,66;3,57;2,52;3,17;0,38;0,19
Goiatuba;2018;2,16714285714286;2,68;2,66;2,52;3,57;3,17;0,38;0,19
Gouvelândia;2012;1,47571428571429;5,4;1,02;2,17;0,96;0,76;0,01;0,01
Gouvelândia;2012;1,47571428571429;5,4;1,02;0,96;2,17;0,76;0,01;0,01
Gouvelândia;2014;1,88428571428571;7,25;3,02;0,93;1,44;0,53;0,01;0,01
Gouvelândia;2014;1,88428571428571;7,25;3,02;1,44;0,93;0,53;0,01;0,01
Gouvelândia;2016;1,93714285714286;3,58;4,99;2,15;2,09;0,72;0,02;0,01
Gouvelândia;2016;1,93714285714286;3,58;4,99;2,09;2,15;0,72;0,02;0,01
Gouvelândia;2018;1,65857142857143;3,58;3,32;2,15;1,86;0,65;0,04;0,01
Gouvelândia;2018;1,65857142857143;3,58;3,32;1,86;2,15;0,65;0,04;0,01
Guapó;2012;1,27857142857143;2,89;2,02;3,53;0,25;0,18;0,06;0,02
Guapó;2012;1,27857142857143;2,89;2,02;0,25;3,53;0,18;0,06;0,02
Guapó;2014;1,81142857142857;7,06;2,21;2,96;0,24;0,16;0,03;0,02
Guapó;2014;1,81142857142857;7,06;2,21;0,24;2,96;0,16;0,03;0,02
Guapó;2016;1,53714285714286;4,13;3,47;2,57;0,37;0,17;0,02;0,03
Guapó;2016;1,53714285714286;4,13;3,47;0,37;2,57;0,17;0,02;0,03
Guapó;2018;1,24857142857143;4,13;1,51;2,57;0,31;0,18;0,02;0,02
Guapó;2018;1,24857142857143;4,13;1,51;0,31;2,57;0,18;0,02;0,02
Guaraíta;2012;1,27;6,45;1,71;0,47;0,18;0,08;0;0
Guaraíta;2012;1,27;6,45;1,71;0,18;0,47;0,08;0;0
Guaraíta;2014;1,54285714285714;7,48;2,09;0,96;0,21;0,06;0;0
Guaraíta;2014;1,54285714285714;7,48;2,09;0,21;0,96;0,06;0;0
Guaraíta;2016;1,21285714285714;3,96;3,76;0,36;0,35;0,06;0;0
Guaraíta;2016;1,21285714285714;3,96;3,76;0,35;0,36;0,06;0;0
Guaraíta;2018;0,968571428571429;3,96;1,96;0,36;0,43;0,07;0;0
Guaraíta;2018;0,968571428571429;3,96;1,96;0,43;0,36;0,07;0;0
Guarani de Goiás;2012;1,09571428571429;5,17;1,73;0,54;0,12;0,1;0,01;0
Guarani de Goiás;2012;1,09571428571429;5,17;1,73;0,12;0,54;0,1;0,01;0
Guarani de Goiás;2014;1,48428571428571;6,88;2,37;0,95;0,11;0,08;0;0
Guarani de Goiás;2014;1,48428571428571;6,88;2,37;0,11;0,95;0,08;0;0
Guarani de Goiás;2016;1,37285714285714;3,28;3,73;2,29;0,21;0,09;0,01;0
Guarani de Goiás;2016;1,37285714285714;3,28;3,73;0,21;2,29;0,09;0,01;0
Guarani de Goiás;2018;1,09285714285714;3,28;1,76;2,29;0,22;0,1;0;0
Guarani de Goiás;2018;1,09285714285714;3,28;1,76;0,22;2,29;0,1;0;0
Guarinos;2012;1,27428571428571;5,85;2,07;0,76;0,16;0,08;0;0
Guarinos;2012;1,27428571428571;5,85;2,07;0,16;0,76;0,08;0;0
Guarinos;2014;1,71428571428571;7,63;2,42;1,62;0,25;0,08;0;0
Guarinos;2014;1,71428571428571;7,63;2,42;0,25;1,62;0,08;0;0
Guarinos;2016;1,56142857142857;3,97;5,04;1,36;0,48;0,08;0;0
Guarinos;2016;1,56142857142857;3,97;5,04;0,48;1,36;0,08;0;0
Guarinos;2018;1,50571428571429;3,97;4,08;1,36;1,02;0,1;0,01;0
Guarinos;2018;1,50571428571429;3,97;4,08;1,02;1,36;0,1;0,01;0
Heitoraí;2012;0,651428571428571;2,86;1,38;0,01;0,19;0,12;0;0
Heitoraí;2012;0,651428571428571;2,86;1,38;0,19;0,01;0,12;0;0
Heitoraí;2014;1,30142857142857;6,16;2,47;0,14;0,24;0,1;0;0
Heitoraí;2014;1,30142857142857;6,16;2,47;0,24;0,14;0,1;0;0
Heitoraí;2016;1,29285714285714;3,62;4,15;0,83;0,35;0,1;0;0
Heitoraí;2016;1,29285714285714;3,62;4,15;0,35;0,83;0,1;0;0
Heitoraí;2018;0,938571428571429;3,62;1,68;0,83;0,33;0,11;0;0
Heitoraí;2018;0,938571428571429;3,62;1,68;0,33;0,83;0,11;0;0
Hidrolândia;2012;1,55285714285714;3,97;0,78;4,84;0,6;0,51;0,12;0,05
Hidrolândia;2012;1,55285714285714;3,97;0,78;0,6;4,84;0,51;0,12;0,05
Hidrolândia;2014;2,14714285714286;8,01;2,32;3,43;0,68;0,41;0,14;0,04
Hidrolândia;2014;2,14714285714286;8,01;2,32;0,68;3,43;0,41;0,14;0,04
Hidrolândia;2016;2,11857142857143;3,99;4,63;4,13;1,39;0,44;0,19;0,06
Hidrolândia;2016;2,11857142857143;3,99;4,63;1,39;4,13;0,44;0,19;0,06
Hidrolândia;2018;2,08428571428571;3,99;3,59;4,13;2,05;0,49;0,22;0,12
Hidrolândia;2018;2,08428571428571;3,99;3,59;2,05;4,13;0,49;0,22;0,12
Hidrolina;2012;1,22857142857143;5,98;1,82;0,3;0,3;0,19;0,01;0
Hidrolina;2012;1,22857142857143;5,98;1,82;0,3;0,3;0,19;0,01;0
Hidrolina;2014;1,51428571428571;6,89;2,7;0,45;0,38;0,18;0;0
Hidrolina;2014;1,51428571428571;6,89;2,7;0,38;0,45;0,18;0;0
Hidrolina;2016;1,36285714285714;4,16;4,52;0;0,64;0,21;0;0,01
Hidrolina;2016;1,36285714285714;4,16;4,52;0,64;0;0,21;0;0,01
Hidrolina;2018;0,88;4,16;1,38;0;0,47;0,15;0;0
Hidrolina;2018;0,88;4,16;1,38;0,47;0;0,15;0;0
Iaciara;2012;1,13714285714286;4,61;1,63;1,32;0,12;0,26;0,01;0,01
Iaciara;2012;1,13714285714286;4,61;1,63;0,12;1,32;0,26;0,01;0,01
Iaciara;2014;1,83142857142857;7,26;2,41;2,78;0,13;0,22;0,01;0,01
Iaciara;2014;1,83142857142857;7,26;2,41;0,13;2,78;0,22;0,01;0,01
Iaciara;2016;1,91285714285714;3,27;4,1;5,57;0,19;0,23;0,01;0,02
Iaciara;2016;1,91285714285714;3,27;4,1;0,19;5,57;0,23;0,01;0,02
Iaciara;2018;1,60428571428571;3,27;1,88;5,57;0,23;0,26;0,01;0,01
Iaciara;2018;1,60428571428571;3,27;1,88;0,23;5,57;0,26;0,01;0,01
Inaciolândia;2012;1,49;4,93;2,26;1,52;0,9;0,79;0,01;0,02
Inaciolândia;2012;1,49;4,93;2,26;0,9;1,52;0,79;0,01;0,02
Inaciolândia;2014;2,00142857142857;5,92;4,21;2;1,16;0,68;0,02;0,02
Inaciolândia;2014;2,00142857142857;5,92;4,21;1,16;2;0,68;0,02;0,02
Inaciolândia;2016;2,08714285714286;2,57;5,08;3,99;2,09;0,84;0,02;0,02
Inaciolândia;2016;2,08714285714286;2,57;5,08;2,09;3,99;0,84;0,02;0,02
Inaciolândia;2018;1,81857142857143;2,57;3,33;3,99;1,93;0,87;0,02;0,02
Inaciolândia;2018;1,81857142857143;2,57;3,33;1,93;3,99;0,87;0,02;0,02
Indiara;2012;1,94428571428571;4,28;2,78;5,31;0,61;0,5;0,1;0,03
Indiara;2012;1,94428571428571;4,28;2,78;0,61;5,31;0,5;0,1;0,03
Indiara;2014;2,68142857142857;6,68;3;7,6;0,78;0,58;0,09;0,04
Indiara;2014;2,68142857142857;6,68;3;0,78;7,6;0,58;0,09;0,04
Indiara;2016;2,19428571428571;4,02;5,14;4,1;1,34;0,6;0,11;0,05
Indiara;2016;2,19428571428571;4,02;5,14;1,34;4,1;0,6;0,11;0,05
Indiara;2018;1,62857142857143;4,02;1,53;4,1;1,03;0,6;0,08;0,04
Indiara;2018;1,62857142857143;4,02;1,53;1,03;4,1;0,6;0,08;0,04
Inhumas;2012;1,58;4,32;1,56;3,55;0,41;0,92;0,15;0,15
Inhumas;2012;1,58;4,32;1,56;0,41;3,55;0,92;0,15;0,15
Inhumas;2014;1,66571428571429;4,4;2;3,66;0,47;0,84;0,16;0,13
Inhumas;2014;1,66571428571429;4,4;2;0,47;3,66;0,84;0,16;0,13
Inhumas;2016;1,81857142857143;3,39;3,78;3,73;0,72;0,77;0,18;0,16
Inhumas;2016;1,81857142857143;3,39;3,78;0,72;3,73;0,77;0,18;0,16
Inhumas;2018;1,56285714285714;3,39;1,56;3,73;0,81;1,04;0,26;0,15
Inhumas;2018;1,56285714285714;3,39;1,56;0,81;3,73;1,04;0,26;0,15
Ipameri;2012;1,91714285714286;3,67;1,76;3,68;1,1;2,94;0,19;0,08
Ipameri;2012;1,91714285714286;3,67;1,76;1,1;3,68;2,94;0,19;0,08
Ipameri;2014;2,31;6,2;1,88;3,32;1,51;2,95;0,22;0,09
Ipameri;2014;2,31;6,2;1,88;1,51;3,32;2,95;0,22;0,09
Ipameri;2016;2,46428571428571;3,69;4,43;3,67;2,26;2,88;0,22;0,1
Ipameri;2016;2,46428571428571;3,69;4,43;2,26;3,67;2,88;0,22;0,1
Ipameri;2018;2,35857142857143;3,69;3,08;3,67;2,61;2,85;0,51;0,1
Ipameri;2018;2,35857142857143;3,69;3,08;2,61;3,67;2,85;0,51;0,1
Ipiranga de Goiás;2012;1,11285714285714;4,53;2,12;0,56;0,38;0,2;0;0
Ipiranga de Goiás;2012;1,11285714285714;4,53;2,12;0,38;0,56;0,2;0;0
Ipiranga de Goiás;2014;1,65571428571429;7,1;3,37;0,63;0,36;0,13;0;0
Ipiranga de Goiás;2014;1,65571428571429;7,1;3,37;0,36;0,63;0,13;0;0
Ipiranga de Goiás;2016;1,40857142857143;4,35;4,41;0,11;0,79;0,2;0;0
Ipiranga de Goiás;2016;1,40857142857143;4,35;4,41;0,79;0,11;0,2;0;0
Ipiranga de Goiás;2018;1,14285714285714;4,35;2,56;0,11;0,77;0,21;0;0
Ipiranga de Goiás;2018;1,14285714285714;4,35;2,56;0,77;0,11;0,21;0;0
Iporá;2012;1,40285714285714;3,49;1,55;4;0,31;0,32;0,05;0,1
Iporá;2012;1,40285714285714;3,49;1,55;0,31;4;0,32;0,05;0,1
Iporá;2014;1,98571428571429;6,5;2,64;3,93;0,4;0,28;0,05;0,1
Iporá;2014;1,98571428571429;6,5;2,64;0,4;3,93;0,28;0,05;0,1
Iporá;2016;1,74428571428571;3,11;4,24;0,61;3,77;0,32;0,05;0,11
Iporá;2016;1,74428571428571;3,11;4,24;3,77;0,61;0,32;0,05;0,11
Iporá;2018;1,45142857142857;3,11;1,94;3,77;0,75;0,38;0,1;0,11
Iporá;2018;1,45142857142857;3,11;1,94;0,75;3,77;0,38;0,1;0,11
Israelândia;2012;1,05285714285714;3,82;2,17;0,93;0,33;0,11;0,01;0
Israelândia;2012;1,05285714285714;3,82;2,17;0,33;0,93;0,11;0,01;0
Israelândia;2014;1,65714285714286;7,35;2,39;1,41;0,36;0,09;0;0
Israelândia;2014;1,65714285714286;7,35;2,39;0,36;1,41;0,09;0;0
Israelândia;2016;1,17857142857143;3,67;3,29;0,71;0,48;0,1;0;0
Israelândia;2016;1,17857142857143;3,67;3,29;0,48;0,71;0,1;0;0
Israelândia;2018;1,00857142857143;3,67;1,99;0,71;0,58;0,11;0;0
Israelândia;2018;1,00857142857143;3,67;1,99;0,58;0,71;0,11;0;0
Itaberaí;2012;1,57142857142857;4,39;1,56;3,02;0,62;1,1;0,19;0,12
Itaberaí;2012;1,57142857142857;4,39;1,56;0,62;3,02;1,1;0,19;0,12
Itaberaí;2014;2,04285714285714;6,05;2,66;3,55;0,77;0,92;0,23;0,12
Itaberaí;2014;2,04285714285714;6,05;2,66;0,77;3,55;0,92;0,23;0,12
Itaberaí;2016;2,15428571428571;3,72;5,19;3,24;1,39;1,1;0,29;0,15
Itaberaí;2016;2,15428571428571;3,72;5,19;1,39;3,24;1,1;0,29;0,15
Itaberaí;2018;1,74428571428571;3,72;2,27;3,24;1,34;1,14;0,35;0,15
Itaberaí;2018;1,74428571428571;3,72;2,27;1,34;3,24;1,14;0,35;0,15
Itaguari;2012;0,967142857142857;4,27;1,67;0,47;0,24;0,1;0,01;0,01
Itaguari;2012;0,967142857142857;4,27;1,67;0,24;0,47;0,1;0,01;0,01
Itaguari;2014;1,65;7,38;2,58;1,18;0,3;0,09;0,01;0,01
Itaguari;2014;1,65;7,38;2,58;0,3;1,18;0,09;0,01;0,01
Itaguari;2016;1,33857142857143;3,53;3,67;1,71;0,36;0,08;0,01;0,01
Itaguari;2016;1,33857142857143;3,53;3,67;0,36;1,71;0,08;0,01;0,01
Itaguari;2018;1,03428571428571;3,53;1,54;1,71;0,36;0,09;0;0,01
Itaguari;2018;1,03428571428571;3,53;1,54;0,36;1,71;0,09;0;0,01
Itaguaru;2012;1,18142857142857;5,01;1,55;1,33;0,21;0,15;0,01;0,01
Itaguaru;2012;1,18142857142857;5,01;1,55;0,21;1,33;0,15;0,01;0,01
Itaguaru;2014;1,43;6,37;1,76;1,57;0,21;0,09;0;0,01
Itaguaru;2014;1,43;6,37;1,76;0,21;1,57;0,09;0;0,01
Itaguaru;2016;1,51;3,68;3,96;2,43;0,36;0,13;0;0,01
Itaguaru;2016;1,51;3,68;3,96;0,36;2,43;0,13;0;0,01
Itaguaru;2018;1,18428571428571;3,68;1,72;2,43;0,35;0,1;0;0,01
Itaguaru;2018;1,18428571428571;3,68;1,72;0,35;2,43;0,1;0;0,01
Itajá;2012;1,05;2,85;1,4;2,24;0,5;0,35;0;0,01
Itajá;2012;1,05;2,85;1,4;0,5;2,24;0,35;0;0,01
Itajá;2014;1,62285714285714;6,67;1,82;2,02;0,56;0,28;0;0,01
Itajá;2014;1,62285714285714;6,67;1,82;0,56;2,02;0,28;0;0,01
Itajá;2016;1,70571428571429;3,56;4;3,09;0,98;0,3;0;0,01
Itajá;2016;1,70571428571429;3,56;4;0,98;3,09;0,3;0;0,01
Itajá;2018;1,36;3,56;1,59;3,09;0,94;0,33;0;0,01
Itajá;2018;1,36;3,56;1,59;0,94;3,09;0,33;0;0,01
Itapaci;2012;1,08857142857143;3,74;1,41;1,74;0,27;0,37;0,06;0,03
Itapaci;2012;1,08857142857143;3,74;1,41;0,27;1,74;0,37;0,06;0,03
Itapaci;2014;1,66857142857143;7,01;1,67;2,38;0,28;0,25;0,05;0,04
Itapaci;2014;1,66857142857143;7,01;1,67;0,28;2,38;0,25;0,05;0,04
Itapaci;2016;1,55571428571429;4,54;4,39;0,99;0,49;0,37;0,06;0,05
Itapaci;2016;1,55571428571429;4,54;4,39;0,49;0,99;0,37;0,06;0,05
Itapaci;2018;1,20714285714286;4,54;1,81;0,55;0,99;0,41;0,11;0,04
Itapaci;2018;1,20714285714286;4,54;1,81;0,99;0,55;0,41;0,11;0,04
Itapirapuã;2012;1,3;3,82;1,89;2,34;0,46;0,57;0,01;0,01
Itapirapuã;2012;1,3;3,82;1,89;0,46;2,34;0,57;0,01;0,01
Itapirapuã;2014;0,782857142857143;0;2,16;2,3;0,56;0,44;0,01;0,01
Itapirapuã;2014;0,782857142857143;0;2,16;0,56;2,3;0,44;0,01;0,01
Itapirapuã;2016;1,77571428571429;5,92;3,71;1,44;0,87;0,46;0,01;0,02
Itapirapuã;2016;1,77571428571429;5,92;3,71;0,87;1,44;0,46;0,01;0,02
Itapirapuã;2018;1,50428571428571;5,92;1,66;1,44;1,01;0,48;0,01;0,01
Itapirapuã;2018;1,50428571428571;5,92;1,66;1,01;1,44;0,48;0,01;0,01
Itapuranga;2012;1,10857142857143;2,49;1,61;2,72;0,25;0,6;0,04;0,05
Itapuranga;2012;1,10857142857143;2,49;1,61;0,25;2,72;0,6;0,04;0,05
Itapuranga;2014;1,71285714285714;6,51;2,12;2,62;0,27;0,38;0,04;0,05
Itapuranga;2014;1,71285714285714;6,51;2,12;0,27;2,62;0,38;0,04;0,05
Itapuranga;2016;1,67714285714286;2,72;4,16;3,77;0,46;0,52;0,04;0,07
Itapuranga;2016;1,67714285714286;2,72;4,16;0,46;3,77;0,52;0,04;0,07
Itapuranga;2018;1,31;2,72;1,49;3,77;0,5;0,59;0,04;0,06
Itapuranga;2018;1,31;2,72;1,49;0,5;3,77;0,59;0,04;0,06
Itarumã;2012;1,75857142857143;2,9;1,95;6,1;0,68;0,66;0,01;0,01
Itarumã;2012;1,75857142857143;2,9;1,95;0,68;6,1;0,66;0,01;0,01
Itarumã;2014;1,84285714285714;6,43;2,05;3,1;0,75;0,55;0,01;0,01
Itarumã;2014;1,84285714285714;6,43;2,05;0,75;3,1;0,55;0,01;0,01
Itarumã;2016;2,08;3,23;5,34;3,49;1,64;0,83;0,01;0,02
Itarumã;2016;2,08;3,23;5,34;1,64;3,49;0,83;0,01;0,02
Itarumã;2018;1,86428571428571;3,23;3,64;3,49;1,81;0,79;0,08;0,01
Itarumã;2018;1,86428571428571;3,23;3,64;1,81;3,49;0,79;0,08;0,01
Itauçu;2012;1,47571428571429;4,21;2,63;2,88;0,36;0,2;0,03;0,02
Itauçu;2012;1,47571428571429;4,21;2,63;0,36;2,88;0,2;0,03;0,02
Itauçu;2014;1,28285714285714;1,52;3,59;3,24;0,41;0,17;0,03;0,02
Itauçu;2014;1,28285714285714;1,52;3,59;0,41;3,24;0,17;0,03;0,02
Itauçu;2016;1,52142857142857;1,99;3,83;3,92;0,68;0,18;0,03;0,02
